#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2013,2,17,16,54,999,99,99,3.69,7.69,7.1,341,9999,999,8.9,999,99,99
2013,2,17,17,24,999,99,99,3.61,15.38,7.02,286,9999,999,8.9,999,99,99
2013,2,17,17,54,999,99,99,3.83,15.38,7.58,286,9999,999,8.9,999,99,99
2013,2,17,18,24,999,99,99,3.55,13.33,7.14,288,9999,999,8.9,999,99,99
2013,2,17,18,54,999,99,99,3.45,15.38,7.06,281,9999,999,9,999,99,99
2013,2,17,19,24,999,99,99,3.38,15.38,7.33,288,9999,999,9.1,999,99,99
2013,2,17,19,54,999,99,99,3.4,7.69,7.33,336,9999,999,9.1,999,99,99
2013,2,17,20,24,999,99,99,3.82,14.29,7.82,286,9999,999,9.3,999,99,99
2013,2,17,20,54,999,99,99,3.35,7.69,7.1,338,9999,999,9.3,999,99,99
2013,2,17,21,24,999,99,99,3.41,7.69,7.17,333,9999,999,9.3,999,99,99
2013,2,17,21,54,999,99,99,3.5,7.69,7.12,338,9999,999,9.3,999,99,99
2013,2,17,22,24,999,99,99,3.38,7.69,7.15,336,9999,999,9.3,999,99,99
2013,2,17,22,54,999,99,99,3.27,7.69,7.16,343,9999,999,9.3,999,99,99
2013,2,17,23,24,999,99,99,3.31,7.69,7.1,336,9999,999,9.3,999,99,99
2013,2,17,23,54,999,99,99,3.21,7.69,7.22,338,9999,999,9.3,999,99,99
2013,2,18,0,24,999,99,99,3.06,15.38,7.03,275,9999,999,9.3,999,99,99
2013,2,18,0,54,999,99,99,3.03,6.67,6.8,337,9999,999,9.2,999,99,99
2013,2,18,1,24,999,99,99,3.12,14.29,6.83,282,9999,999,9.2,999,99,99
2013,2,18,1,54,999,99,99,3.1,12.5,6.83,282,9999,999,9.2,999,99,99
2013,2,18,2,24,999,99,99,3.21,14.29,7.27,282,9999,999,9.2,999,99,99
2013,2,18,2,54,999,99,99,3.19,13.33,7.29,285,9999,999,9.2,999,99,99
2013,2,18,3,24,999,99,99,3.29,13.33,7.28,281,9999,999,9.3,999,99,99
2013,2,18,3,54,999,99,99,2.94,13.33,6.9,278,9999,999,9.2,999,99,99
2013,2,18,4,24,999,99,99,3.08,14.29,7.04,278,9999,999,9.2,999,99,99
2013,2,18,4,54,999,99,99,3.02,13.33,7.28,281,9999,999,9.2,999,99,99
2013,2,18,5,24,999,99,99,2.96,14.29,7.57,285,9999,999,9.2,999,99,99
2013,2,18,5,54,999,99,99,2.98,11.76,7.48,288,9999,999,9.2,999,99,99
2013,2,18,6,24,999,99,99,3.18,14.29,7.66,278,9999,999,9.2,999,99,99
2013,2,18,6,54,999,99,99,3.08,14.29,7.72,281,9999,999,9.2,999,99,99
2013,2,18,7,24,999,99,99,2.76,13.33,7.47,275,9999,999,9.2,999,99,99
2013,2,18,7,54,999,99,99,2.84,15.38,7.47,271,9999,999,9.2,999,99,99
2013,2,18,8,24,999,99,99,2.82,13.33,7.91,277,9999,999,9.2,999,99,99
2013,2,18,8,54,999,99,99,2.53,13.33,7.18,286,9999,999,9.2,999,99,99
2013,2,18,9,24,999,99,99,2.63,14.29,7.39,282,9999,999,9.1,999,99,99
2013,2,18,9,54,999,99,99,2.75,14.29,7.98,271,9999,999,9.1,999,99,99
2013,2,18,10,24,999,99,99,2.81,13.33,8.51,284,9999,999,9.1,999,99,99
2013,2,18,10,54,999,99,99,2.83,13.33,8.11,279,9999,999,9.1,999,99,99
2013,2,18,11,24,999,99,99,2.72,13.33,7.95,282,9999,999,9.1,999,99,99
2013,2,18,11,54,999,99,99,2.56,13.33,7.42,282,9999,999,9.1,999,99,99
2013,2,18,12,24,999,99,99,2.46,14.29,7.58,281,9999,999,9.1,999,99,99
2013,2,18,12,54,999,99,99,2.65,13.33,7.71,277,9999,999,9.1,999,99,99
2013,2,18,13,24,999,99,99,2.51,14.29,7.68,278,9999,999,9.1,999,99,99
2013,2,18,13,54,999,99,99,2.63,13.33,8.13,278,9999,999,9.1,999,99,99
2013,2,18,14,24,999,99,99,2.56,14.29,8.03,271,9999,999,9.1,999,99,99
2013,2,18,14,54,999,99,99,2.55,14.29,7.9,271,9999,999,9.1,999,99,99
2013,2,18,15,24,999,99,99,2.6,12.5,7.97,278,9999,999,9,999,99,99
2013,2,18,15,54,999,99,99,2.52,13.33,7.67,281,9999,999,9.1,999,99,99
2013,2,18,16,24,999,99,99,2.35,13.33,7.22,281,9999,999,9.1,999,99,99
2013,2,18,16,54,999,99,99,2.33,14.29,6.95,277,9999,999,9.1,999,99,99
2013,2,18,17,24,999,99,99,2.49,12.5,7.72,284,9999,999,9.1,999,99,99
2013,2,18,18,24,999,99,99,2.29,13.33,7.13,279,9999,999,9.1,999,99,99
2013,2,18,18,54,999,99,99,2.48,12.5,7.7,278,9999,999,9.1,999,99,99
2013,2,18,19,24,999,99,99,2.4,12.5,7.61,282,9999,999,9.1,999,99,99
2013,2,18,19,54,999,99,99,2.21,12.5,7.13,282,9999,999,9.1,999,99,99
2013,2,18,20,24,999,99,99,2.29,12.5,7.62,286,9999,999,9.1,999,99,99
2013,2,18,20,54,999,99,99,2.21,11.76,7.51,281,9999,999,9.1,999,99,99
2013,2,18,21,24,999,99,99,2.24,11.11,8.04,281,9999,999,9.1,999,99,99
2013,2,18,21,54,999,99,99,2.19,12.5,7.71,282,9999,999,9.1,999,99,99
2013,2,18,22,24,999,99,99,2.03,12.5,7.36,282,9999,999,9.1,999,99,99
2013,2,18,22,54,999,99,99,2.15,12.5,7.66,288,9999,999,9.1,999,99,99
2013,2,18,23,24,999,99,99,2.15,12.5,8,282,9999,999,9.1,999,99,99
2013,2,18,23,54,999,99,99,2.03,12.5,7.83,282,9999,999,9.1,999,99,99
2013,2,19,0,24,999,99,99,2.14,10.53,8.04,295,9999,999,9.1,999,99,99
2013,2,19,0,54,999,99,99,2.14,11.76,8.29,284,9999,999,9.2,999,99,99
2013,2,19,1,24,999,99,99,2.01,10.53,8.18,295,9999,999,9.2,999,99,99
2013,2,19,1,54,999,99,99,1.89,12.5,8.44,291,9999,999,9.2,999,99,99
2013,2,19,2,24,999,99,99,2.08,20,8.94,286,9999,999,9.1,999,99,99
2013,2,19,2,54,999,99,99,2.03,11.11,8.84,293,9999,999,9.1,999,99,99
2013,2,19,3,24,999,99,99,1.89,20,8.76,281,9999,999,9.1,999,99,99
2013,2,19,3,54,999,99,99,1.92,20,8.88,288,9999,999,9.1,999,99,99
2013,2,19,4,24,999,99,99,1.96,9.88,9.04,299,9999,999,9.1,999,99,99
2013,2,19,4,54,999,99,99,2,20,9.46,289,9999,999,9.1,999,99,99
2013,2,19,5,24,999,99,99,1.99,20,9.71,291,9999,999,9.1,999,99,99
2013,2,19,5,54,999,99,99,1.99,20,9.97,286,9999,999,9.1,999,99,99
2013,2,19,6,24,999,99,99,2.07,20,10.18,292,9999,999,9.1,999,99,99
2013,2,19,6,54,999,99,99,1.94,20,9.83,284,9999,999,9.1,999,99,99
2013,2,19,7,24,999,99,99,1.8,20,9.54,289,9999,999,9.1,999,99,99
2013,2,19,7,54,999,99,99,2.09,20,10.39,285,9999,999,9.1,999,99,99
2013,2,19,8,24,999,99,99,2.06,20,10.13,285,9999,999,9.1,999,99,99
2013,2,19,8,54,999,99,99,1.74,18.18,8.99,289,9999,999,9.1,999,99,99
2013,2,19,9,24,999,99,99,2.19,18.18,10.24,284,9999,999,9.1,999,99,99
2013,2,19,9,54,999,99,99,2.19,18.18,10.09,289,9999,999,9.1,999,99,99
2013,2,19,10,24,999,99,99,2.09,20,9.08,286,9999,999,9.1,999,99,99
2013,2,19,10,54,999,99,99,2.31,18.18,9.86,289,9999,999,9.1,999,99,99
2013,2,19,11,24,999,99,99,2.29,18.18,9.37,292,9999,999,9.1,999,99,99
2013,2,19,11,54,999,99,99,2.37,18.18,9.23,286,9999,999,9.1,999,99,99
2013,2,19,12,24,999,99,99,2.56,18.18,9.03,289,9999,999,9.1,999,99,99
2013,2,19,12,54,999,99,99,2.76,18.18,9.38,292,9999,999,9.1,999,99,99
2013,2,19,13,24,999,99,99,2.77,18.18,8.12,289,9999,999,9.1,999,99,99
2013,2,19,13,54,999,99,99,3.13,18.18,8.77,285,9999,999,9.1,999,99,99
2013,2,19,14,24,999,99,99,2.82,18.18,7.72,285,9999,999,9.1,999,99,99
2013,2,19,14,54,999,99,99,3.11,18.18,7.42,286,9999,999,9.1,999,99,99
2013,2,19,15,24,999,99,99,3.57,18.18,8.05,292,9999,999,9.1,999,99,99
2013,2,19,15,54,999,99,99,3.5,16.67,8.28,293,9999,999,9.1,999,99,99
2013,2,19,16,24,999,99,99,3.51,18.18,8.77,282,9999,999,9.1,999,99,99
2013,2,19,16,54,999,99,99,3.41,18.18,7.79,289,9999,999,9.1,999,99,99
2013,2,19,17,24,999,99,99,3.29,18.18,8.13,289,9999,999,9.1,999,99,99
2013,2,19,17,54,999,99,99,3.58,18.18,8.47,277,9999,999,9.1,999,99,99
2013,2,19,18,24,999,99,99,3.38,18.18,8.09,278,9999,999,9.1,999,99,99
2013,2,19,18,54,999,99,99,3.77,18.18,8.71,285,9999,999,9.1,999,99,99
2013,2,19,19,24,999,99,99,3.77,18.18,8.56,286,9999,999,9.1,999,99,99
2013,2,19,19,54,999,99,99,3.81,18.18,8.55,282,9999,999,9.1,999,99,99
2013,2,19,20,24,999,99,99,3.76,10.53,8.39,286,9999,999,9.1,999,99,99
2013,2,19,20,54,999,99,99,3.78,9.88,8.62,291,9999,999,9.1,999,99,99
2013,2,19,21,24,999,99,99,3.76,10.53,8.75,288,9999,999,9.1,999,99,99
2013,2,19,21,54,999,99,99,4.07,9.88,8.92,296,9999,999,9.1,999,99,99
2013,2,19,22,24,999,99,99,3.87,11.11,9.02,291,9999,999,9.2,999,99,99
2013,2,19,22,54,999,99,99,3.75,18.18,9.2,284,9999,999,9.2,999,99,99
2013,2,19,23,24,999,99,99,4.2,18.18,9.78,284,9999,999,9.1,999,99,99
2013,2,19,23,54,999,99,99,3.68,11.11,8.95,291,9999,999,9.1,999,99,99
2013,2,20,0,24,999,99,99,4.01,11.76,9.4,289,9999,999,9.1,999,99,99
2013,2,20,0,54,999,99,99,3.69,10.53,9.27,295,9999,999,9.1,999,99,99
2013,2,20,1,24,999,99,99,4.31,10.53,9.77,298,9999,999,9.1,999,99,99
2013,2,20,1,54,999,99,99,3.87,10.53,9.54,306,9999,999,9.1,999,99,99
2013,2,20,2,24,999,99,99,4.26,11.11,9.8,296,9999,999,9.1,999,99,99
2013,2,20,2,54,999,99,99,3.9,10.53,9.39,296,9999,999,9.1,999,99,99
2013,2,20,3,24,999,99,99,4.43,11.11,9.63,293,9999,999,9.1,999,99,99
2013,2,20,3,54,999,99,99,4.16,11.11,9.23,292,9999,999,9.1,999,99,99
2013,2,20,4,24,999,99,99,4.41,9.88,9.46,298,9999,999,9.1,999,99,99
2013,2,20,4,54,999,99,99,4.27,11.76,9.07,303,9999,999,9.1,999,99,99
2013,2,20,5,24,999,99,99,4.63,11.76,9.42,305,9999,999,9.1,999,99,99
2013,2,20,7,24,999,99,99,4.83,11.11,9.12,302,9999,999,9.1,999,99,99
2013,2,20,7,54,999,99,99,4.75,11.11,9.08,295,9999,999,9.1,999,99,99
2013,2,20,8,24,999,99,99,4.73,12.5,9.23,298,9999,999,9.1,999,99,99
2013,2,20,8,54,999,99,99,4.95,11.76,9.2,302,9999,999,9.1,999,99,99
2013,2,20,9,24,999,99,99,4.97,12.5,9.18,298,9999,999,9,999,99,99
2013,2,20,9,54,999,99,99,4.51,11.76,8.97,291,9999,999,9,999,99,99
2013,2,20,10,24,999,99,99,4.58,12.5,8.9,293,9999,999,9,999,99,99
2013,2,20,10,54,999,99,99,4.17,11.11,8.69,295,9999,999,9,999,99,99
2013,2,20,11,54,999,99,99,4.76,12.5,8.71,299,9999,999,9,999,99,99
2013,2,20,12,24,999,99,99,4.41,11.11,8.61,288,9999,999,9,999,99,99
2013,2,20,12,54,999,99,99,4.48,12.5,8.63,303,9999,999,9,999,99,99
2013,2,20,13,24,999,99,99,4.14,10.53,8.48,302,9999,999,8.9,999,99,99
2013,2,20,13,54,999,99,99,4.03,11.76,8.57,300,9999,999,8.9,999,99,99
2013,2,20,14,24,999,99,99,4.26,16.67,9.07,285,9999,999,8.9,999,99,99
2013,2,20,14,54,999,99,99,4.1,11.76,8.66,296,9999,999,8.9,999,99,99
2013,2,20,15,24,999,99,99,3.9,16.67,8.61,286,9999,999,8.9,999,99,99
2013,2,20,15,54,999,99,99,3.89,11.11,8.31,298,9999,999,8.9,999,99,99
2013,2,20,16,24,999,99,99,3.78,11.76,8.31,296,9999,999,8.9,999,99,99
2013,2,20,16,54,999,99,99,4.06,11.76,8.49,296,9999,999,9,999,99,99
2013,2,20,17,24,999,99,99,3.61,12.5,8.31,299,9999,999,9,999,99,99
2013,2,20,17,54,999,99,99,3.85,11.76,8.39,302,9999,999,9,999,99,99
2013,2,20,18,24,999,99,99,3.67,15.38,8.73,289,9999,999,9,999,99,99
2013,2,20,18,54,999,99,99,3.69,11.11,8.52,295,9999,999,9,999,99,99
2013,2,20,19,24,999,99,99,3.77,11.76,8.7,291,9999,999,9,999,99,99
2013,2,20,19,54,999,99,99,3.79,15.38,8.79,286,9999,999,9,999,99,99
2013,2,20,20,24,999,99,99,3.38,14.29,8.52,295,9999,999,9,999,99,99
2013,2,20,20,54,999,99,99,3.36,14.29,8.33,284,9999,999,9,999,99,99
2013,2,20,21,24,999,99,99,3.33,12.5,8.55,293,9999,999,9,999,99,99
2013,2,20,21,54,999,99,99,3.42,15.38,8.68,289,9999,999,9.1,999,99,99
2013,2,20,22,24,999,99,99,3.58,15.38,8.79,281,9999,999,9.1,999,99,99
2013,2,20,22,54,999,99,99,3.22,15.38,7.93,295,9999,999,9.1,999,99,99
2013,2,20,23,24,999,99,99,3.21,15.38,8.36,293,9999,999,9.1,999,99,99
2013,2,20,23,54,999,99,99,3.39,14.29,8.73,292,9999,999,9.1,999,99,99
2013,2,21,0,24,999,99,99,3.27,12.5,8.58,306,9999,999,9.1,999,99,99
2013,2,21,0,54,999,99,99,3.23,12.5,8.57,309,9999,999,9.1,999,99,99
2013,2,21,1,24,999,99,99,3.22,11.76,8.99,298,9999,999,9.1,999,99,99
2013,2,21,1,54,999,99,99,3.03,14.29,8.8,284,9999,999,9,999,99,99
2013,2,21,2,24,999,99,99,3,12.5,8.88,300,9999,999,9,999,99,99
2013,2,21,2,54,999,99,99,2.98,11.11,9.1,298,9999,999,9,999,99,99
2013,2,21,3,24,999,99,99,3.07,12.5,9.48,300,9999,999,9,999,99,99
2013,2,21,3,54,999,99,99,3.14,13.33,9.67,306,9999,999,9,999,99,99
2013,2,21,4,24,999,99,99,2.93,14.29,9.27,289,9999,999,9,999,99,99
2013,2,21,4,54,999,99,99,3.06,13.33,9.35,302,9999,999,9,999,99,99
2013,2,21,5,24,999,99,99,2.92,12.5,9.27,317,9999,999,9,999,99,99
2013,2,21,5,54,999,99,99,2.85,12.5,9.47,303,9999,999,9,999,99,99
2013,2,21,6,24,999,99,99,3.13,12.5,10.05,303,9999,999,9,999,99,99
2013,2,21,6,54,999,99,99,2.99,13.33,9.71,296,9999,999,9,999,99,99
2013,2,21,7,24,999,99,99,2.92,12.5,9.51,308,9999,999,9,999,99,99
2013,2,21,7,54,999,99,99,2.77,13.33,9.28,295,9999,999,9,999,99,99
2013,2,21,8,24,999,99,99,3.22,12.5,9.64,300,9999,999,9,999,99,99
2013,2,21,8,54,999,99,99,2.83,14.29,8.95,288,9999,999,9,999,99,99
2013,2,21,9,24,999,99,99,2.86,11.76,8.44,310,9999,999,9,999,99,99
2013,2,21,9,54,999,99,99,3.04,12.5,8.28,305,9999,999,9,999,99,99
2013,2,21,10,24,999,99,99,3.14,13.33,8.59,288,9999,999,9,999,99,99
2013,2,21,10,54,999,99,99,2.87,13.33,8.03,299,9999,999,9,999,99,99
2013,2,21,11,24,999,99,99,3,10.53,8.06,295,9999,999,9,999,99,99
2013,2,21,11,54,999,99,99,2.98,13.33,8.17,296,9999,999,9,999,99,99
2013,2,21,12,24,999,99,99,2.96,13.33,7.69,286,9999,999,9,999,99,99
2013,2,21,12,54,999,99,99,3.14,13.33,8.13,291,9999,999,9,999,99,99
2013,2,21,13,24,999,99,99,2.77,14.29,7.64,296,9999,999,9,999,99,99
2013,2,21,13,54,999,99,99,3.03,12.5,7.94,305,9999,999,9,999,99,99
2013,2,21,14,24,999,99,99,2.78,10.53,7.66,298,9999,999,9,999,99,99
2013,2,21,14,54,999,99,99,2.97,11.76,8.07,298,9999,999,9,999,99,99
2013,2,21,15,24,999,99,99,2.87,12.5,7.87,289,9999,999,9,999,99,99
2013,2,21,15,54,999,99,99,3.01,12.5,7.75,292,9999,999,9,999,99,99
2013,2,21,16,24,999,99,99,3.12,11.76,7.8,295,9999,999,9,999,99,99
2013,2,21,16,54,999,99,99,3.05,12.5,7.67,303,9999,999,9,999,99,99
2013,2,21,17,24,999,99,99,3.06,16.67,7.9,289,9999,999,9,999,99,99
2013,2,21,17,54,999,99,99,3.02,12.5,7.5,298,9999,999,9,999,99,99
2013,2,21,18,24,999,99,99,3.06,11.76,7.82,305,9999,999,8.9,999,99,99
2013,2,21,18,54,999,99,99,3.1,16.67,7.95,302,9999,999,8.9,999,99,99
2013,2,21,19,24,999,99,99,3.09,16.67,8.29,293,9999,999,8.9,999,99,99
2013,2,21,19,54,999,99,99,3.17,16.67,8.13,302,9999,999,9,999,99,99
2013,2,21,20,24,999,99,99,3.01,16.67,7.79,298,9999,999,9,999,99,99
2013,2,21,20,54,999,99,99,3.26,16.67,8.38,293,9999,999,9,999,99,99
2013,2,21,21,24,999,99,99,3.14,16.67,8.07,298,9999,999,9,999,99,99
2013,2,21,21,54,999,99,99,3.06,11.76,8.06,298,9999,999,9,999,99,99
2013,2,21,22,24,999,99,99,3.08,11.11,8.16,288,9999,999,8.9,999,99,99
2013,2,21,22,54,999,99,99,3.29,16.67,8.36,298,9999,999,9,999,99,99
2013,2,21,23,24,999,99,99,3.07,10.53,8.21,296,9999,999,9,999,99,99
2013,2,21,23,54,999,99,99,3.27,16.67,8.78,295,9999,999,9,999,99,99
2013,2,22,0,24,999,99,99,3.28,11.11,8.55,295,9999,999,9,999,99,99
2013,2,22,0,54,999,99,99,3.02,9.09,8.17,298,9999,999,9,999,99,99
2013,2,22,1,24,999,99,99,3,16.67,8.1,288,9999,999,9,999,99,99
2013,2,22,1,54,999,99,99,3.01,16.67,8.47,289,9999,999,9,999,99,99
2013,2,22,2,24,999,99,99,3.08,9.88,8.59,305,9999,999,9,999,99,99
2013,2,22,2,54,999,99,99,3.09,11.76,9.13,296,9999,999,9,999,99,99
2013,2,22,3,24,999,99,99,2.95,10.53,8.9,309,9999,999,9,999,99,99
2013,2,22,3,54,999,99,99,3.11,9.88,9.06,309,9999,999,9,999,99,99
2013,2,22,4,24,999,99,99,3.08,16.67,9.24,298,9999,999,9,999,99,99
2013,2,22,4,54,999,99,99,2.93,11.11,8.75,303,9999,999,9,999,99,99
2013,2,22,5,24,999,99,99,2.99,16.67,9.13,288,9999,999,9,999,99,99
2013,2,22,5,54,999,99,99,2.86,18.18,8.95,313,9999,999,9,999,99,99
2013,2,22,6,24,999,99,99,2.87,9.88,9.23,316,9999,999,8.9,999,99,99
2013,2,22,6,54,999,99,99,2.88,18.18,9.31,312,9999,999,8.9,999,99,99
2013,2,22,7,24,999,99,99,2.93,15.38,9.53,298,9999,999,8.9,999,99,99
2013,2,22,7,54,999,99,99,2.86,15.38,9.34,302,9999,999,8.9,999,99,99
2013,2,22,8,24,999,99,99,3.06,16.67,10.09,310,9999,999,8.9,999,99,99
2013,2,22,8,54,999,99,99,2.96,15.38,9.78,300,9999,999,8.9,999,99,99
2013,2,22,9,24,999,99,99,3.08,16.67,10.54,310,9999,999,8.9,999,99,99
2013,2,22,9,54,999,99,99,2.9,15.38,10.5,303,9999,999,8.9,999,99,99
2013,2,22,10,24,999,99,99,3.19,16.67,10.32,317,9999,999,8.9,999,99,99
2013,2,22,10,54,999,99,99,3.09,15.38,10.53,312,9999,999,8.8,999,99,99
2013,2,22,11,24,999,99,99,3.57,16.67,11.68,316,9999,999,8.9,999,99,99
2013,2,22,11,54,999,99,99,3.53,15.38,11.37,302,9999,999,8.8,999,99,99
2013,2,22,12,24,999,99,99,3.55,15.38,11.87,302,9999,999,8.8,999,99,99
2013,2,22,12,54,999,99,99,3.54,15.38,11.71,308,9999,999,8.8,999,99,99
2013,2,22,13,24,999,99,99,3.59,15.38,11.58,312,9999,999,8.8,999,99,99
2013,2,22,13,54,999,99,99,3.18,14.29,11.13,313,9999,999,8.8,999,99,99
2013,2,22,14,24,999,99,99,3.67,15.38,11.69,308,9999,999,8.8,999,99,99
2013,2,22,14,54,999,99,99,3.73,14.29,11.95,309,9999,999,8.8,999,99,99
2013,2,22,15,24,999,99,99,3.73,15.38,12.23,313,9999,999,8.8,999,99,99
2013,2,22,15,54,999,99,99,4.26,15.38,12.08,306,9999,999,8.8,999,99,99
2013,2,22,16,24,999,99,99,3.81,15.38,11.89,306,9999,999,8.8,999,99,99
2013,2,22,16,54,999,99,99,3.86,15.38,12.16,305,9999,999,8.8,999,99,99
2013,2,22,17,24,999,99,99,4.11,14.29,12.07,313,9999,999,8.8,999,99,99
2013,2,22,17,54,999,99,99,4.39,16.67,12.41,310,9999,999,8.9,999,99,99
2013,2,22,18,24,999,99,99,3.88,15.38,12.42,312,9999,999,8.9,999,99,99
2013,2,22,18,54,999,99,99,4.72,15.38,12.5,310,9999,999,9,999,99,99
2013,2,22,19,24,999,99,99,4.7,15.38,12.47,309,9999,999,9,999,99,99
2013,2,22,19,54,999,99,99,4.75,16.67,12.41,317,9999,999,9.1,999,99,99
2013,2,22,20,24,999,99,99,4.28,14.29,12.06,312,9999,999,9.1,999,99,99
2013,2,22,20,54,999,99,99,4.72,16.67,12.26,312,9999,999,9.2,999,99,99
2013,2,22,21,24,999,99,99,4.35,16.67,12.17,309,9999,999,9.1,999,99,99
2013,2,22,21,54,999,99,99,4.5,15.38,12.45,309,9999,999,9.1,999,99,99
2013,2,22,22,24,999,99,99,4.49,16.67,12.51,310,9999,999,9.2,999,99,99
2013,2,22,22,54,999,99,99,4.29,15.38,12.16,306,9999,999,9.2,999,99,99
2013,2,22,23,24,999,99,99,4.3,15.38,12.26,309,9999,999,9.2,999,99,99
2013,2,22,23,54,999,99,99,4.83,15.38,12.77,306,9999,999,9.2,999,99,99
2013,2,23,0,24,999,99,99,4.36,15.38,12.3,302,9999,999,9.2,999,99,99
2013,2,23,0,54,999,99,99,4.28,15.38,12.29,308,9999,999,9.1,999,99,99
2013,2,23,1,24,999,99,99,3.62,15.38,11.76,309,9999,999,9.1,999,99,99
2013,2,23,1,54,999,99,99,4.2,15.38,12.39,315,9999,999,9,999,99,99
2013,2,23,2,24,999,99,99,3.61,12.5,12.04,309,9999,999,9,999,99,99
2013,2,23,2,54,999,99,99,3.55,15.38,11.66,308,9999,999,9,999,99,99
2013,2,23,3,24,999,99,99,3.58,14.29,11.58,309,9999,999,9.1,999,99,99
2013,2,23,3,54,999,99,99,3.45,16.67,11.73,305,9999,999,9.1,999,99,99
2013,2,23,4,24,999,99,99,3.94,14.29,12.12,305,9999,999,9,999,99,99
2013,2,23,4,54,999,99,99,4.32,14.29,12.24,309,9999,999,9,999,99,99
2013,2,23,5,24,999,99,99,3.91,14.29,11.6,308,9999,999,9,999,99,99
2013,2,23,5,54,999,99,99,3.73,14.29,11.43,309,9999,999,9,999,99,99
2013,2,23,6,24,999,99,99,3.78,15.38,11.01,303,9999,999,9,999,99,99
2013,2,23,6,54,999,99,99,3.51,15.38,10.68,306,9999,999,9,999,99,99
2013,2,23,7,24,999,99,99,3.94,12.5,10.74,309,9999,999,9,999,99,99
2013,2,23,7,54,999,99,99,3.47,13.33,10.63,306,9999,999,9,999,99,99
2013,2,23,8,24,999,99,99,3.68,13.33,10.26,309,9999,999,9,999,99,99
2013,2,23,8,54,999,99,99,3.81,15.38,10.44,310,9999,999,9,999,99,99
2013,2,23,9,24,999,99,99,3.7,12.5,10.1,305,9999,999,8.9,999,99,99
2013,2,23,9,54,999,99,99,3.89,13.33,9.95,308,9999,999,8.9,999,99,99
2013,2,23,10,24,999,99,99,3.73,14.29,9.25,303,9999,999,8.9,999,99,99
2013,2,23,10,54,999,99,99,3.62,14.29,9.3,299,9999,999,8.9,999,99,99
2013,2,23,11,24,999,99,99,4.21,15.38,9.46,302,9999,999,8.9,999,99,99
2013,2,23,11,54,999,99,99,4.27,12.5,9.26,305,9999,999,8.9,999,99,99
2013,2,23,12,24,999,99,99,4.14,14.29,9.42,303,9999,999,8.9,999,99,99
2013,2,23,12,54,999,99,99,4,14.29,9.22,299,9999,999,8.9,999,99,99
2013,2,23,13,24,999,99,99,3.88,12.5,9.14,308,9999,999,8.9,999,99,99
2013,2,23,13,54,999,99,99,4.01,13.33,9.46,300,9999,999,8.9,999,99,99
2013,2,23,14,24,999,99,99,4.31,15.38,9.13,300,9999,999,8.9,999,99,99
2013,2,23,14,54,999,99,99,4,14.29,9,298,9999,999,8.9,999,99,99
2013,2,23,15,24,999,99,99,4.18,12.5,9.3,303,9999,999,8.9,999,99,99
2013,2,23,15,54,999,99,99,3.86,15.38,9.2,291,9999,999,8.9,999,99,99
2013,2,23,16,24,999,99,99,4.45,15.38,9.53,300,9999,999,8.9,999,99,99
2013,2,23,16,54,999,99,99,4.58,13.33,9.51,302,9999,999,8.9,999,99,99
2013,2,23,17,24,999,99,99,4.58,15.38,9.46,302,9999,999,8.9,999,99,99
2013,2,23,17,54,999,99,99,4.65,14.29,9.52,312,9999,999,8.9,999,99,99
2013,2,23,18,24,999,99,99,4.5,15.38,9.81,308,9999,999,8.9,999,99,99
2013,2,23,18,54,999,99,99,4.86,13.33,9.8,306,9999,999,8.9,999,99,99
2013,2,23,19,24,999,99,99,4.99,14.29,10.22,306,9999,999,8.9,999,99,99
2013,2,23,19,54,999,99,99,5.28,14.29,10.47,303,9999,999,8.9,999,99,99
2013,2,23,20,24,999,99,99,4.94,13.33,10.09,308,9999,999,8.9,999,99,99
2013,2,23,20,54,999,99,99,5.12,16.67,10.92,322,9999,999,9,999,99,99
2013,2,23,21,24,999,99,99,5.17,15.38,10.72,316,9999,999,9,999,99,99
2013,2,23,21,54,999,99,99,5.26,14.29,10.93,309,9999,999,9,999,99,99
2013,2,23,22,24,999,99,99,5.03,15.38,10.64,317,9999,999,9,999,99,99
2013,2,23,22,54,999,99,99,5.48,15.38,10.98,303,9999,999,9,999,99,99
2013,2,23,23,24,999,99,99,5.37,15.38,10.69,309,9999,999,9,999,99,99
2013,2,23,23,54,999,99,99,5.65,16.67,11.44,313,9999,999,9,999,99,99
2013,2,24,0,24,999,99,99,6.15,15.38,11.36,306,9999,999,9,999,99,99
2013,2,24,0,54,999,99,99,5.46,14.29,11.07,298,9999,999,9,999,99,99
2013,2,24,1,24,999,99,99,6.03,15.38,11.27,305,9999,999,9,999,99,99
2013,2,24,2,24,999,99,99,6.52,15.38,11.41,309,9999,999,9,999,99,99
2013,2,24,2,54,999,99,99,5.97,16.67,11.07,316,9999,999,9,999,99,99
2013,2,24,3,24,999,99,99,6.12,16.67,10.9,310,9999,999,9,999,99,99
2013,2,24,3,54,999,99,99,6.38,15.38,11.29,308,9999,999,8.9,999,99,99
2013,2,24,4,24,999,99,99,5.7,15.38,10.63,312,9999,999,8.9,999,99,99
2013,2,24,4,54,999,99,99,6.2,16.67,11.2,310,9999,999,8.9,999,99,99
