#YY,MM,DD,hh,mm,WDIR,WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2013,1,27,15,50,316 1,3.7,16.9,3.46,12.12,6.92,299,1020.1,10.1,11.5,999,99,99
2013,1,27,16,50,317 1,2.8,15,3.68,14.81,7.39,309,1020.8,10.2,11.4,999,99,99
2013,1,27,17,50,319 1,0.8,13.6,3.35,12.9,7,287,1021.7,10.3,11.4,999,99,99
2013,1,27,18,50,322 1,1.5,13.6,3.62,14.81,7.25,300,1022.2,10.2,11.4,999,99,99
2013,1,27,19,50,320 1,2.2,14.7,3.72,12.9,7.36,304,1022.1,10.2,11.4,999,99,99
2013,1,27,20,50,324 1,1.5,14.2,3.57,13.79,7.24,293,1021.8,10.2,11.4,999,99,99
2013,1,27,21,50,319 1,1.9,14.7,3.49,12.9,7.07,303,1021.3,10.2,11.4,999,99,99
2013,1,27,22,50,318 1,2,14.4,3.68,8.33,7.01,300,1021.3,10.3,11.4,999,99,99
2013,1,27,23,50,316 1,2.8,16.1,3.76,13.79,7.33,298,1021.2,10.3,11.4,999,99,99
2013,1,28,0,50,311 1,3.2,15.7,3.46,10.81,7.07,314,1020.9,10.4,11.4,999,99,99
2013,1,28,1,50,310 1,3.6,17.5,3.78,12.12,7.27,303,1021.1,10.3,11.4,999,99,99
2013,1,28,2,50,308 1,3.8,16.6,3.82,9.09,7.08,311,1021.3,10.2,11.4,999,99,99
2013,1,28,3,50,310 1,3.6,15.8,3.62,9.09,6.95,301,1021.7,10.2,11.3,999,99,99
2013,1,28,4,50,319 1,2.5,15,3.9,13.79,7.24,303,1022,10.2,11.3,999,99,99
2013,1,28,5,50,320 1,1.1,13.7,4.04,12.9,7.45,294,1021.8,10.2,11.3,999,99,99
2013,1,28,6,50,318 1,1.8,14.9,3.88,9.09,7.06,311,1022,10.2,11.3,999,99,99
2013,1,28,7,50,318 1,2.7,15.3,3.88,8.33,7.13,298,1022.1,10.2,11.3,999,99,99
2013,1,28,8,50,315 1,2.4,15.3,3.64,13.79,6.92,299,1022.4,10.2,11.3,999,99,99
2013,1,28,9,50,318 1,2.4,15.9,3.48,12.9,6.7,310,1022.5,10.1,11.2,999,99,99
2013,1,28,10,50,321 1,2.1,13.8,3.09,7.69,6.39,313,1022.5,10.2,11.2,999,99,99
2013,1,28,11,50,320 1,1.3,14.1,3.23,12.12,6.79,301,1022.3,10.2,11.2,999,99,99
2013,1,28,12,50,310 1,1.3,13.7,3.27,12.12,6.73,293,1022.2,10.3,11.2,999,99,99
2013,1,28,13,50,312,9.9,12.3,3.06,12.9,6.96,297,1022.4,10.3,11.2,999,99,99
2013,1,28,14,50,319 1,1.9,14.6,3.14,12.12,7.02,305,1022.6,10.2,11.2,999,99,99
2013,1,28,15,50,313 1,2.6,15.7,2.95,12.12,6.68,297,1022.9,10.4,11.2,999,99,99
2013,1,28,16,50,309 1,3.7,16.3,3.18,12.9,6.62,302,1023,10.4,11.2,999,99,99
2013,1,28,17,50,316 1,3.3,16.5,3.65,12.12,6.88,307,1023.5,10.4,11.2,999,99,99
2013,1,28,18,50,321 1,2.6,15.7,3.45,12.12,6.99,309,1024.6,10.5,11.2,999,99,99
2013,1,28,19,50,317 1,2,15.2,3.43,7.69,6.83,306,1024.8,10.8,11.2,999,99,99
2013,1,28,20,50,316 1,2.8,16.1,3.44,12.12,6.86,304,1024.5,10.8,11.2,999,99,99
2013,1,28,21,50,313 1,3.6,16.2,3.56,7.14,6.84,314,1024,10.7,11.2,999,99,99
2013,1,28,22,50,313 1,3.9,17.1,3.61,9.09,6.99,306,1024.2,10.7,11.2,999,99,99
2013,1,28,23,50,315 1,3.4,16.6,3.55,8.33,7.02,317,1024.5,10.7,11.2,999,99,99
2013,1,29,0,50,316 1,3.6,17,3.41,8.33,6.77,316,1024.6,10.7,11.2,999,99,99
2013,1,29,1,50,317 1,3.5,17.1,3.95,9.09,7.03,310,1024.8,10.6,11.2,999,99,99
2013,1,29,2,50,320 1,3.4,16.2,3.5,9.09,6.81,312,1025.7,10.6,11.2,999,99,99
2013,1,29,3,50,320 1,1.7,14.1,3.36,8.33,6.73,313,1026.3,10.6,11.2,999,99,99
2013,1,29,4,50,316 1,2.3,14.6,3.52,7.14,6.5,315,1026.3,10.5,11.1,999,99,99
2013,1,29,5,50,316 1,2.9,15.6,3.62,11.43,6.79,300,1026.3,10.4,11.1,999,99,99
2013,1,29,6,50,316 1,1.9,15.2,3.45,9.09,6.56,310,1026.2,10.4,11,999,99,99
2013,1,29,7,50,316 1,3.8,16.5,3.36,8.33,6.69,312,1026.3,10.3,11,999,99,99
2013,1,29,8,50,313 1,4.3,17.3,3.42,9.09,6.7,312,1026.1,10.2,10.9,999,99,99
2013,1,29,9,50,313 1,3.3,17.3,3.72,9.09,6.84,319,1026.5,10.3,10.9,999,99,99
2013,1,29,10,50,314 1,4.6,17.7,3.51,9.09,6.67,311,1026.6,10.3,10.9,999,99,99
2013,1,29,11,50,317 1,4.4,17.4,3.66,8.33,6.88,314,1026.7,10.3,10.9,999,99,99
2013,1,29,12,50,317 1,4.3,17.2,3.65,9.09,6.77,315,1027,10.2,10.9,999,99,99
2013,1,29,13,50,321 1,4.4,17.5,3.86,9.09,6.95,318,1026.8,10.2,10.9,999,99,99
2013,1,29,14,50,322 1,3.8,16.8,3.69,7.69,6.75,319,1027.4,10.2,10.9,999,99,99
2013,1,29,15,50,318 1,2.5,15.4,3.7,8.33,6.9,328,1027.6,10.2,10.9,999,99,99
2013,1,29,16,50,322 1,4,17.4,3.6,9.09,6.77,322,1027.5,10.2,10.9,999,99,99
2013,1,29,17,50,320 1,4.7,18,3.87,10,6.93,319,1027.5,10.1,10.8,999,99,99
2013,1,29,18,50,323 1,3.6,16.4,4.02,8.33,7.08,321,1028.4,10.2,10.8,999,99,99
2013,1,29,19,50,324 1,2.6,15.1,3.61,10,6.83,318,1028.1,10.2,10.8,999,99,99
2013,1,29,20,50,325 1,3.2,17,3.54,8.33,6.93,319,1027.3,10.2,10.8,999,99,99
2013,1,29,21,50,319 1,2.5,15.6,3.7,8.33,7.07,321,1026.5,10.2,10.8,999,99,99
2013,1,29,22,50,322 1,2.3,14.8,3.46,10,6.96,310,1026.4,10.3,10.8,999,99,99
2013,1,29,23,50,315 1,3.3,16,3.52,10,6.95,313,1025.8,10.4,10.8,999,99,99
2013,1,30,0,50,316 1,2.2,15.8,99,99,99,999,1026,10.4,10.8,999,99,99
2013,1,30,1,50,311 1,3.1,15.3,3.49,8.33,6.75,319,1025.5,10.4,10.8,999,99,99
2013,1,30,2,50,319 1,2.5,14.9,3.22,9.09,6.58,313,1026.2,10.5,10.8,999,99,99
2013,1,30,3,50,326 1,1.5,14,3.71,9.09,7.03,317,1026.4,10.5,10.8,999,99,99
2013,1,30,4,50,321 1,1,13.8,3.65,9.09,7.11,318,1026.3,10.5,10.8,999,99,99
2013,1,30,5,50,323 1,0.9,13.2,3.07,9.09,6.79,316,1026.2,10.5,10.8,999,99,99
2013,1,30,6,50,325 1,0.4,12.6,3.3,10,6.99,315,1026.3,10.5,10.8,999,99,99
2013,1,30,7,50,326 1,0.6,13.2,3.48,10,6.98,318,1026.2,10.5,10.8,999,99,99
2013,1,30,8,50,325 1,0.8,13.1,3.12,9.09,6.8,317,1025.7,10.6,10.8,999,99,99
2013,1,30,9,50,329 1,0.2,12,3.23,10,6.96,314,1025.7,10.5,10.8,999,99,99
2013,1,30,10,50,331,8.8,10.7,3.16,10,7.19,318,1025.8,10.6,10.8,999,99,99
2013,1,30,11,50,330 1,0,12,3.04,10,7.05,316,1025.4,10.5,10.8,999,99,99
2013,1,30,12,50,332,9.7,11.6,2.87,10,7.1,314,1025.2,10.4,10.8,999,99,99
2013,1,30,13,50,329,9.9,11.8,3.12,10,7.33,317,1025.5,10.5,10.8,999,99,99
2013,1,30,14,50,332,8.8,9.9,2.78,10,6.83,313,1026.1,10.4,10.8,999,99,99
2013,1,30,15,50,330,8.3,10.3,2.84,10,7.14,315,1026.8,10.5,10.8,999,99,99
2013,1,30,16,50,330,7.3,8.7,2.57,10,6.93,314,1027.3,10.6,10.8,999,99,99
2013,1,30,17,50,318,8.1,9.6,2.39,8.33,6.81,317,1027.3,10.5,10.8,999,99,99
2013,1,30,18,50,320,6.3,7.8,2.53,9.09,7.08,312,1027.8,10.6,10.9,999,99,99
2013,1,30,19,50,324,5.4,6.9,2.57,9.09,7.36,317,1027.6,10.6,10.9,999,99,99
2013,1,30,20,50,315,4.9,5.9,2.67,9.09,7.43,314,1026.6,10.5,11,999,99,99
2013,1,30,21,50,323,4.6,5.6,2.44,10.81,7.59,315,1026,10.5,11.1,999,99,99
2013,1,30,22,50,319,4.3,5.5,2.29,10,7.36,314,1025.9,10.6,11.2,999,99,99
2013,1,30,23,50,318,4.9,6.3,2.37,10,7.71,313,1025.9,10.7,11.1,999,99,99
2013,1,31,0,50,330,5.1,6.5,2.48,10.81,7.67,317,1025.6,10.6,11.1,999,99,99
2013,1,31,1,50,329,6.2,7.5,2.49,10,7.39,316,1025.6,10.4,11,999,99,99
2013,1,31,2,50,329,5.9,7.1,2.36,10,7.19,319,1025.5,10.4,10.9,999,99,99
2013,1,31,3,50,327,5.9,7.1,2.41,10.81,7.45,324,1025.4,10.4,10.9,999,99,99
2013,1,31,4,50,335,4.5,5.3,2.17,10.81,7.29,309,1025.7,10.3,10.8,999,99,99
2013,1,31,5,50,330,4.1,5,2.08,10,7.34,313,1025.4,10.3,10.8,999,99,99
2013,1,31,6,50,316,4.3,5.1,2.04,9.09,7.61,312,1025.3,10.3,10.8,999,99,99
2013,1,31,7,50,319,4.3,5.2,2.12,10,7.68,320,1025.3,10.3,10.9,999,99,99
2013,1,31,8,50,313,4.5,5.3,2.17,10,7.94,317,1025.1,10.3,10.9,999,99,99
2013,1,31,9,50,319,3.4,4.3,1.9,9.09,7.91,321,1025,10.4,10.9,999,99,99
2013,1,31,10,50,325,4.2,5.1,1.96,10,7.66,320,1024.8,10.4,10.8,999,99,99
2013,1,31,11,50,358,2.7,3.5,1.98,10,7.68,320,1024.7,10.4,10.9,999,99,99
2013,1,31,12,50,349,2.8,3.4,1.92,9.09,7.75,318,1024.5,10.4,10.9,999,99,99
2013,1,31,13,50,339,4.5,5.4,1.88,8.33,7.26,325,1024.2,10.5,10.9,999,99,99
2013,1,31,14,50,349,6.1,7.2,1.77,10,7.12,320,1024.1,10.8,10.9,999,99,99
2013,1,31,15,50,360,5.8,6.9,1.75,14.81,7.28,292,1024.6,10.8,10.9,999,99,99
2013,1,31,16,50,2,6.3,7.4,1.7,10,6.72,314,1024.7,11,10.9,999,99,99
2013,1,31,17,50,1,6.1,7,1.78,13.79,6.73,289,1025,10.8,10.9,999,99,99
2013,1,31,18,50,3,6.2,7.1,1.66,9.09,6.42,326,1024.8,11.2,11,999,99,99
2013,1,31,19,50,3,3.8,4.5,1.93,9.09,7.43,321,1024.6,11.3,11,999,99,99
2013,1,31,20,50,3,3.4,4,1.75,14.81,7.53,269,1023.8,11.5,11.1,999,99,99
2013,1,31,21,50,339,3.4,4,1.72,9.09,7.45,322,1023.1,12,11.2,999,99,99
2013,1,31,22,50,321,5.8,6.9,1.79,13.79,7.72,280,1022.8,11.2,11.2,999,99,99
2013,1,31,23,50,318,5.6,6.4,1.73,12.9,7.46,292,1022.7,11.2,11.1,999,99,99
2013,2,1,0,50,324,6.7,8,1.67,13.79,6.97,282,1022.3,11.2,11,999,99,99
2013,2,1,1,50,321,6.7,7.8,1.77,13.79,7.5,281,1022.2,10.8,11,999,99,99
2013,2,1,2,50,322,7.4,8.7,1.57,13.79,6.57,267,1022.4,10.5,11,999,99,99
2013,2,1,3,50,323,7.2,8.2,1.68,12.9,6.37,290,1022.5,9.9,11,999,99,99
2013,2,1,4,50,312,6.3,7.6,1.79,14.81,6.97,265,1022.4,9.6,10.9,999,99,99
2013,2,1,5,50,304,5.7,6.9,1.49,13.79,6.68,286,1022.4,8.9,10.9,999,99,99
2013,2,1,6,50,302,5.8,7,1.7,13.79,7.61,273,1022.1,8.8,10.9,999,99,99
2013,2,1,7,50,311,5.5,6.4,1.42,12.9,6.88,271,1021.9,9.8,10.9,999,99,99
2013,2,1,8,50,319,4.7,5.7,1.35,12.12,7.31,270,1021.7,10.3,10.9,999,99,99
2013,2,1,9,50,307,4.3,5.3,1.47,13.79,7.83,272,1021.7,10.4,10.9,999,99,99
2013,2,1,10,50,320,4.1,4.7,1.39,13.79,7.86,280,1021.5,10.6,10.9,999,99,99
2013,2,1,11,50,340,3.6,4.4,1.44,12.9,8.22,276,1021.2,11,10.9,999,99,99
2013,2,1,12,50,64,2.8,3.5,1.41,13.79,8.05,282,1021.1,11,10.9,999,99,99
2013,2,1,13,50,101,2.7,3.6,1.38,11.43,7.88,291,1021.2,10.6,10.9,999,99,99
2013,2,1,14,50,131,3,4,1.48,12.9,7.78,288,1021.4,10.6,10.9,999,99,99
2013,2,1,15,50,107,3.1,4,1.5,12.9,7.55,304,1021.6,10.7,10.9,999,99,99
2013,2,1,16,50,103,1.8,2.6,1.42,12.9,7.38,285,1021.8,11.2,10.9,999,99,99
2013,2,1,17,50,181,1.3,1.9,1.24,12.9,7.07,284,1022.2,11.5,11,999,99,99
2013,2,1,18,50,15,1.1,1.6,1.31,12.9,7.51,277,1022.2,11.5,11.1,999,99,99
2013,2,1,19,50,312,2.3,3,1.17,12.9,7.26,261,1021.5,11.7,11.4,999,99,99
2013,2,1,20,50,273,1.8,2.3,1.13,12.9,7.39,272,1020.8,12.2,11.4,999,99,99
2013,2,1,21,50,259,2.6,3.1,1.09,12.12,7.95,276,1020.6,12.2,11.6,999,99,99
2013,2,1,22,50,251,2.3,2.9,1.31,12.9,8.48,255,1020.4,12.3,11.7,999,99,99
2013,2,1,23,50,230,3.2,3.8,1.21,12.12,7.94,293,1020.5,12.1,11.5,999,99,99
2013,2,2,0,50,206,3.2,4.7,1.29,12.12,8.13,287,1021.1,11.8,11.4,999,99,99
2013,2,2,1,50,142,1.7,2.2,1.12,12.12,7.88,299,1021.4,11.4,11.3,999,99,99
2013,2,2,2,50,121,4.4,5.2,1.26,12.12,7.93,289,1021.8,9.4,11.1,999,99,99
2013,2,2,3,50,173,5.1,6.9,1.11,12.12,7.37,301,1022.7,9.2,11.2,999,99,99
2013,2,2,4,50,160,2,3.2,1.22,12.12,7.39,293,1022.5,9.4,11.1,999,99,99
2013,2,2,5,50,175,2.7,3.4,1.21,11.43,7.35,304,1023.1,9.9,11,999,99,99
2013,2,2,6,50,196,4.3,5.9,1.24,12.12,7.65,298,1023.7,9.8,11.1,999,99,99
2013,2,2,7,50,208,4,5.4,1.06,11.43,7.77,293,1024,9.7,11,999,99,99
2013,2,2,8,50,193,2.3,3.2,1.03,12.12,8.05,289,1023.9,9.4,11,999,99,99
2013,2,2,9,50,234,2.4,4,1,11.43,8.07,302,1024.4,9.4,10.9,999,99,99
2013,2,2,10,50,160,0.3,0.9,1.21,12.12,9.13,304,1024.5,9.4,11,999,99,99
2013,2,2,11,50,146,0.1,0.5,1.04,11.43,8.57,281,1023.8,9.4,11.1,999,99,99
2013,2,2,12,50,249,2.8,3.6,1.09,11.43,8.88,294,1024.2,9.4,11.2,999,99,99
2013,2,2,13,50,274,2.2,3.2,0.99,10.81,8.21,284,1024.2,9.5,11.1,999,99,99
2013,2,2,14,50,301,3,4.3,1.3,23.53,9.86,273,1024.8,9.7,11.2,999,99,99
2013,2,2,15,50,291,2.5,3.4,1.08,21.05,8.98,285,1025.4,10,11.1,999,99,99
2013,2,2,16,50,322,2.9,4.1,1.17,21.05,9.61,298,1025.7,10,11.1,999,99,99
2013,2,2,17,50,330,3.1,3.9,1.15,21.05,9.13,259,1026.1,10.3,11.1,999,99,99
2013,2,2,18,50,310,4.1,4.7,1.1,21.05,9.88,262,1026.6,10.3,11.2,999,99,99
2013,2,2,19,50,324,4.4,5.6,1.84,21.05,13.78,285,1026.2,10.5,11.3,999,99,99
2013,2,2,20,50,342,5.3,6.1,1.69,21.05,13.58,302,1024.9,10.4,11.4,999,99,99
2013,2,2,21,50,343,4.9,5.6,2.1,19.05,13.88,282,1024.6,10.5,11.4,999,99,99
2013,2,2,22,50,318,5.1,6.4,1.76,19.05,11.62,287,1024.6,10.8,11.4,999,99,99
2013,2,2,23,50,318,5.3,6.2,1.93,19.05,12.21,294,1024.5,10.9,11.4,999,99,99
2013,2,3,0,50,316,6.5,7.8,2.1,19.05,11.68,286,1024.2,10.8,11.3,999,99,99
2013,2,3,1,50,324,6.6,7.7,2.32,19.05,11.16,295,1024.3,10.8,11.2,999,99,99
2013,2,3,2,50,322,7.1,8.5,1.93,17.39,8.94,284,1024.7,10.8,11.1,999,99,99
2013,2,3,3,50,323,7.4,8.6,2.13,19.05,9.47,286,1024.8,10.7,11.1,999,99,99
2013,2,3,4,50,316,7,8.6,2.13,17.39,8.9,298,1025,10.7,11.1,999,99,99
2013,2,3,5,50,313,6.9,8,2.28,17.39,9.49,292,1024.8,10.7,11,999,99,99
2013,2,3,6,50,313,6.7,7.9,2.95,17.39,10.95,286,1024.8,10.7,11,999,99,99
2013,2,3,7,50,315,6.9,8,2.62,17.39,10.64,282,1024.9,10.7,11,999,99,99
2013,2,3,8,50,318,6,7.3,2.5,17.39,10.87,292,1024.9,10.7,11.1,999,99,99
2013,2,3,9,50,320,6.3,7.4,2.98,17.39,12.23,286,1024.7,10.8,11.1,999,99,99
2013,2,3,10,50,314,6.9,8.5,2.5,17.39,11.12,296,1024.6,10.9,11.1,999,99,99
2013,2,3,11,50,306,6.7,8.2,2.94,17.39,11.38,289,1024.4,10.7,11.1,999,99,99
2013,2,3,12,50,323,7.3,9.1,3.08,17.39,10.76,288,1024.1,10.6,11,999,99,99
2013,2,3,13,50,313,5.6,7.5,2.96,17.39,10.07,294,1024.1,10.5,11,999,99,99
2013,2,3,14,50,309,6.7,8.8,3.39,17.39,11.05,288,1024.4,10.4,11,999,99,99
2013,2,3,15,50,318,5.4,9.3,3.08,16,10.34,288,1024.5,10.2,11,999,99,99
2013,2,3,16,50,315,5.1,6.6,2.56,16,9.38,297,1024.9,10.5,10.9,999,99,99
2013,2,3,17,50,321,6.4,7.8,2.73,14.81,9.57,288,1024.9,10.5,10.9,999,99,99
2013,2,3,18,50,324,4.8,6,2.55,16,9.5,289,1025,10.4,10.9,999,99,99
2013,2,3,19,50,316,4.2,6.3,2.57,16,9.98,279,1024,10.7,11,999,99,99
2013,2,3,20,50,305,7,8.4,2.44,16,10.09,291,1023.4,10.7,11,999,99,99
2013,2,3,21,50,310,8.6,10.1,2.67,16,10.6,284,1022.7,10.6,11,999,99,99
2013,2,3,22,50,325,8.3,10.7,2.32,16,9,286,1022,10.7,11,999,99,99
2013,2,3,23,50,327,8.7,10.6,2.78,14.81,9.25,301,1021.8,10.6,11,999,99,99
2013,2,4,0,50,320,8.2,9.6,2.8,16,9.04,291,1022,10.5,11,999,99,99
2013,2,4,1,50,320,8.6,10.2,3.21,14.81,9.53,285,1022,10.4,11,999,99,99
2013,2,4,2,50,316,7.8,9.3,2.75,14.81,8.13,289,1022,10.4,10.9,999,99,99
2013,2,4,3,50,317,6.8,8.6,3.01,14.81,8.72,295,1022.1,10.3,10.9,999,99,99
2013,2,4,4,50,316,7.5,8.9,3,16,9.05,283,1022.1,10.3,10.9,999,99,99
2013,2,4,5,50,324,6.2,8.4,2.95,14.81,8.89,284,1022.2,10.2,10.9,999,99,99
2013,2,4,6,50,309,7.2,8.7,2.47,14.81,8.04,292,1022.2,10,10.9,999,99,99
2013,2,4,7,50,333,6.5,7.7,2.98,14.81,8.73,283,1022.2,10,10.9,999,99,99
2013,2,4,8,50,326,5.4,6.7,2.94,14.81,8.66,296,1021.9,9.9,10.9,999,99,99
2013,2,4,9,50,312,6.9,8.5,2.44,14.81,8.05,275,1021.6,9.8,10.9,999,99,99
2013,2,4,10,50,321,6.2,7.5,2.74,14.81,9.21,284,1021.3,9.8,10.8,999,99,99
2013,2,4,11,50,328,6.3,8.1,2.36,14.81,8.42,291,1021.2,9.5,10.8,999,99,99
2013,2,4,12,50,323,6,8.6,2.43,13.79,8.43,282,1020.9,9.4,10.8,999,99,99
2013,2,4,13,50,331,6.8,8.5,2.54,14.81,8.91,296,1020.9,9.6,10.8,999,99,99
2013,2,4,14,50,340,7.4,9.2,2.32,13.79,8.61,308,1021,9.7,10.8,999,99,99
2013,2,4,15,50,320,6.9,8.3,2.34,14.81,8.06,286,1021.6,9.7,10.8,999,99,99
2013,2,4,16,50,326,5.6,7.9,2.42,13.79,8.52,291,1022.1,9.8,10.8,999,99,99
2013,2,4,17,50,323,5.6,7.2,2.43,13.79,8.11,289,1022.3,9.5,10.8,999,99,99
2013,2,4,18,50,334,5.2,6.5,2.44,14.81,8.29,284,1022.1,9.6,10.8,999,99,99
2013,2,4,19,50,329,5.7,7.1,2.4,12.9,8.48,286,1022,9.7,10.8,999,99,99
2013,2,4,20,50,313,5.6,7,2.13,13.79,8.04,296,1021.2,9.9,10.8,999,99,99
2013,2,4,21,50,306,5.9,7.7,2.25,13.79,8.68,280,1020.1,10,10.8,999,99,99
2013,2,4,22,50,316,5.2,7.1,1.78,13.79,8.03,284,1019.8,9.9,10.9,999,99,99
2013,2,4,23,50,315,5.8,7.1,1.83,13.79,8.37,288,1019.6,10,10.9,999,99,99
2013,2,5,0,50,331,7.4,8.5,2.14,12.12,9.15,304,1018.9,9.5,11.1,999,99,99
2013,2,5,1,50,331,6.9,8.8,99,99,99,999,1019.2,9,11,999,99,99
2013,2,5,3,50,325,7.1,8.8,99,99,99,999,1019.5,9.6,10.8,999,99,99
2013,2,5,4,50,316,6.8,8.5,1.81,12.9,7.48,278,1019.9,9.7,10.8,999,99,99
2013,2,5,5,50,318,6.4,7.8,2,12.12,7.44,286,1020.1,9.7,10.8,999,99,99
2013,2,5,6,50,317,6.8,8.3,1.95,12.9,7.27,289,1020,9.8,10.8,999,99,99
2013,2,5,7,50,316,5.5,7.7,99,99,99,999,1020.3,9.7,10.8,999,99,99
2013,2,5,8,50,303,5.7,7.2,1.84,12.9,7.67,283,1020,9.7,10.8,999,99,99
2013,2,5,9,50,301,7.2,9.1,99,99,99,999,1019.7,9.7,10.8,999,99,99
2013,2,5,10,50,307,5.9,7.5,99,99,99,999,1019.7,9.4,10.8,999,99,99
2013,2,5,11,50,306,6.9,8.9,1.78,12.9,7.41,275,1019.4,9.4,10.8,999,99,99
2013,2,5,12,50,327,7.3,8.8,99,99,99,999,1019.3,9.2,10.8,999,99,99
2013,2,5,13,50,317,6.3,8.3,99,99,99,999,1019.2,9.3,10.7,999,99,99
2013,2,5,14,50,315,7.2,10.3,1.91,12.12,7.26,288,1019.5,9.7,10.7,999,99,99
2013,2,5,15,50,312,6,7.6,99,99,99,999,1020,10,10.7,999,99,99
2013,2,5,16,50,297,3.6,4.4,99,99,99,999,1020.4,10.5,10.7,999,99,99
2013,2,5,17,50,304,2.9,3.8,99,99,99,999,1020.6,10.4,10.7,999,99,99
2013,2,5,18,50,307,3.4,4.1,1.7,12.12,7.43,282,1021,10.7,10.8,999,99,99
2013,2,5,19,50,310,2.7,3.5,1.73,12.12,7.76,292,1020.8,10.7,10.8,999,99,99
2013,2,5,20,50,318,2.9,3.7,1.74,12.12,8.11,291,1020.4,10.7,10.9,999,99,99
2013,2,5,21,50,322,1.8,2.3,1.62,12.9,8.23,289,1020,10.9,11.1,999,99,99
2013,2,5,22,50,297,4.7,6.1,1.77,12.9,8.69,283,1019.9,11.3,11.1,999,99,99
2013,2,5,23,50,315,4.8,5.9,1.7,14.81,8.66,272,1020.1,11.4,11,999,99,99
2013,2,6,0,50,308,5.2,6.5,1.64,12.9,8.46,302,1020.1,11.2,11,999,99,99
2013,2,6,1,50,313,6.3,7.7,1.84,11.43,8.13,289,1020.2,11.2,11,999,99,99
2013,2,6,2,50,315,6.7,8,1.77,12.9,7.71,287,1020.4,11.1,10.9,999,99,99
2013,2,6,3,50,312,7.3,9,1.91,13.79,7.5,295,1020.9,10.6,10.8,999,99,99
2013,2,6,4,50,315,9.3,11.2,1.92,13.79,7.16,289,1021.1,10.8,10.8,999,99,99
2013,2,6,5,50,314,9.8,12,1.95,14.81,6.59,301,1021.2,10.8,10.9,999,99,99
2013,2,6,6,50,318,9.9,11.4,2.29,13.79,6.94,298,1021.3,10.8,10.8,999,99,99
2013,2,6,7,50,313 1,0,12.3,2.2,13.79,6.31,282,1021.6,10.7,10.8,999,99,99
2013,2,6,8,50,318,9.1,11.3,2.37,13.79,6.7,289,1021.4,10.6,10.8,999,99,99
2013,2,6,9,50,318,8.9,10.7,2.24,13.79,6.4,291,1021.6,10.5,10.8,999,99,99
2013,2,6,10,50,320,8.3,10.4,2.4,13.79,6.42,293,1021.4,10.5,10.8,999,99,99
2013,2,6,11,50,315,8.3,10,2.53,12.9,7.14,297,1021.1,10.3,10.8,999,99,99
2013,2,6,12,50,323,8.4,9.7,2.28,13.79,7.21,289,1021.2,10.4,10.8,999,99,99
2013,2,6,13,50,319,8.7,10.4,2.3,12.9,7.28,297,1021.4,10.4,10.8,999,99,99
2013,2,6,14,50,318,8.7,10.1,2.62,11.43,7.67,298,1021.8,10.4,10.8,999,99,99
2013,2,6,15,50,317,8.2,9.9,3.13,12.9,8.48,302,1022.1,10.4,10.9,999,99,99
2013,2,6,16,50,317,7.7,9.4,3.09,12.9,8.69,287,1022.6,10.5,11.1,999,99,99
2013,2,6,17,50,312,7.3,8.8,2.99,16,8.62,294,1023,10.7,11.1,999,99,99
2013,2,6,18,50,316,8.1,10.2,4.03,14.81,10.22,304,1022.9,10.7,11.2,999,99,99
2013,2,6,19,50,315,8,10.2,3.83,14.81,9.54,304,1022.9,10.7,11.2,999,99,99
2013,2,6,20,50,314,7.9,9.7,3.61,16,9.54,304,1022.3,10.7,11.3,999,99,99
2013,2,6,21,50,318,7.7,9.5,3.75,12.9,9.65,299,1021.7,10.7,11.3,999,99,99
2013,2,6,22,50,317,6.7,8.6,3.59,16,9.64,298,1021.8,10.7,11.3,999,99,99
2013,2,6,23,50,315,6.7,8.2,3.99,16,10.57,299,1021.6,10.8,11.3,999,99,99
2013,2,7,0,50,305,6.4,8.6,3.65,13.79,9.83,296,1021.7,10.8,11.3,999,99,99
2013,2,7,1,50,302,5,6.6,3.52,12.12,10.05,295,1021.8,10.6,11.3,999,99,99
2013,2,7,2,50,298,4.7,6.6,3.54,14.81,10.31,302,1022,10.6,11.3,999,99,99
2013,2,7,3,50,288,4.8,6.2,3.49,14.81,10.36,286,1022.3,10.6,11.3,999,99,99
2013,2,7,4,50,282,4.7,6.1,3.82,14.81,10.56,300,1022.6,10.8,11.4,999,99,99
2013,2,7,5,50,278,2.4,3.9,3.61,14.81,10.27,302,1022.3,10.8,11.4,999,99,99
2013,2,7,6,50,263,3.5,4.5,3.65,13.79,10.29,288,1022.5,10.9,11.4,999,99,99
2013,2,7,7,50,248,4.1,5.5,3.98,13.79,10.71,296,1022.4,10.8,11.4,999,99,99
2013,2,7,8,50,232,4,4.9,3.06,13.79,10.06,287,1022,10.8,11.4,999,99,99
2013,2,7,9,50,238,4.4,5.5,2.92,12.9,9.65,292,1021.8,10.8,11.4,999,99,99
2013,2,7,10,50,222,4.6,5.5,3.19,13.79,10.15,295,1021.5,10.9,11.4,999,99,99
2013,2,7,11,50,221,4.6,5.6,3.13,12.12,9.95,295,1020.9,10.8,11.5,999,99,99
2013,2,7,12,50,220,4.4,5.4,3.42,12.9,10.51,302,1020.7,10.9,11.5,999,99,99
2013,2,7,13,50,204,4.6,5.5,2.94,13.79,10.05,306,1020.2,10.9,11.5,999,99,99
