#YY,MM,DD,hh,mm,WDIR,WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2013,3,1,3,50,316,5.2,6.8,2.66,16,8.58,304,1031.1,9.6,10.2,999,99,99
2013,3,1,4,50,316,7.9,9.3,2.38,13.79,8.19,310,1031.1,9.5,10.1,999,99,99
2013,3,1,5,50,315,7,8.9,2.34,14.81,7.44,293,1031.4,9.4,10.1,999,99,99
2013,3,1,6,50,334,5.9,7.5,2.39,14.81,7.88,316,1031.3,9.5,10.1,999,99,99
2013,3,1,7,50,324,5.3,6.8,2.27,13.79,7.87,296,1031,9.7,10.1,999,99,99
2013,3,1,8,50,323,5.7,7.9,2.16,12.12,7.54,293,1031,9.6,10.1,999,99,99
2013,3,1,9,50,309,8.1,9.7,2.18,13.79,7.58,294,1030.8,9.7,10.2,999,99,99
2013,3,1,10,50,310,8.9,10.4,1.98,14.81,7.14,298,1030.5,9.4,10.2,999,99,99
2013,3,1,11,50,327,9.5,10.9,2.53,13.79,7.74,315,1030.1,9.3,10.2,999,99,99
2013,3,1,12,50,331 1,0.1,12.1,2.36,13.79,7.15,313,1029.8,9.1,10.2,999,99,99
2013,3,1,13,50,348,7.7,9,2.18,13.79,7.13,308,1029.6,8.7,10.1,999,99,99
2013,3,1,14,50,344,6.1,7.3,2.35,12.9,7.34,320,1029.2,8.5,10.1,999,99,99
2013,3,1,15,50,302,5.7,6.7,2.33,12.9,7.42,300,1029.6,8.1,10.1,999,99,99
2013,3,1,16,50,321,6.4,7.5,2.36,12.9,7.28,306,1029,8.3,10.1,999,99,99
2013,3,1,17,50,316,6.2,7.2,2.24,12.12,7.05,297,1029.1,8.7,10.2,999,99,99
2013,3,1,18,50,326,6.5,8,2.09,12.12,7.46,304,1028.9,8.8,10.3,999,99,99
2013,3,1,19,50,336,5.6,6.5,2.04,12.9,7.71,302,1028.1,9,10.3,999,99,99
2013,3,1,20,50,332,5.9,7.3,2.06,12.12,7.99,304,1027.2,8.8,10.4,999,99,99
2013,3,1,21,50,318,5.9,7.1,2.18,12.9,8.41,301,1026.4,9.7,10.5,999,99,99
2013,3,1,22,50,312,8.2,9.9,1.87,12.12,7.69,303,1025.7,9.7,10.5,999,99,99
2013,3,1,23,50,321,8.6,9.8,2.23,12.12,7.93,305,1025.4,9.4,10.5,999,99,99
2013,3,2,0,50,321,7.8,9.5,2.21,12.9,7.43,312,1024.9,9,10.3,999,99,99
2013,3,2,1,50,326,8.4,10.1,2.36,21.05,7.75,288,1024.6,8.8,10.3,999,99,99
2013,3,2,2,50,315,9.1,11,2.09,21.05,7.04,310,1024.9,8.8,10.3,999,99,99
2013,3,2,3,50,314,8.4,9.8,2.02,19.05,6.52,309,1025.4,8.8,10.2,999,99,99
2013,3,2,4,50,339,6.9,8.5,2.17,12.12,6.9,314,1025.1,8.8,10.1,999,99,99
2013,3,2,5,50,329,7.2,8.4,2.08,19.05,6.98,278,1025,8.6,10.2,999,99,99
2013,3,2,6,50,321,7.2,8.3,2.02,19.05,7.1,300,1024.5,8.7,10.2,999,99,99
2013,3,2,7,50,330,6.7,8.1,1.87,19.05,6.84,324,1024.2,8.8,10.2,999,99,99
2013,3,2,8,50,333,6.7,8.3,2.28,19.05,7.97,284,1023.9,8.9,10.2,999,99,99
2013,3,2,9,50,325,6.1,7.3,2.45,19.05,8.66,320,1023.5,8.7,10.2,999,99,99
2013,3,2,10,50,321,6.8,8,2.31,19.05,8.5,308,1022.7,8.7,10.1,999,99,99
2013,3,2,11,50,335,4.9,6,2.35,19.05,8.72,299,1022.2,8.8,10.1,999,99,99
2013,3,2,12,50,320,4.6,6,2.33,19.05,8.97,296,1022.2,9.1,10.2,999,99,99
2013,3,2,13,50,296,6.9,8.3,3.32,19.05,11.45,298,1022.5,8.9,10.3,999,99,99
2013,3,2,14,50,308,7,8.6,2.95,19.05,10.21,305,1022.5,9,10.2,999,99,99
2013,3,2,15,50,324,6.7,8,2.31,17.39,8.7,285,1022.8,9.1,10.3,999,99,99
2013,3,2,16,50,339,4.7,5.8,2.86,17.39,9.75,307,1022.9,9.3,10.3,999,99,99
2013,3,2,17,50,326,4.4,5.8,2.78,17.39,10.25,298,1022.7,9.6,10.3,999,99,99
2013,3,2,18,50,350,3.1,3.9,3,17.39,11.37,289,1022.4,9.7,10.4,999,99,99
2013,3,2,19,50,293,4.9,6.2,2.63,17.39,10.54,288,1022.2,9.8,10.5,999,99,99
2013,3,2,20,50,301,5,6.3,2.89,17.39,12.1,297,1021.6,9,10.5,999,99,99
2013,3,2,21,50,306,5.4,7,2.89,17.39,11.49,289,1020.8,9.1,10.6,999,99,99
2013,3,2,22,50,309,4.9,6.3,3.06,17.39,11.65,299,1020.4,9.1,10.6,999,99,99
2013,3,2,23,50,316,4.3,6.2,2.48,17.39,9.86,300,1019.9,9.3,10.5,999,99,99
2013,3,3,0,50,309,6,7.2,2.73,17.39,9.99,305,1020.1,9.5,10.5,999,99,99
2013,3,3,1,50,324,4.8,6.1,2.32,16,8.99,306,1020.1,10.1,10.5,999,99,99
2013,3,3,2,50,312,5.3,6.7,3.08,16,10.77,297,1020.1,10.1,10.5,999,99,99
2013,3,3,3,50,305,6.1,7,2.74,17.39,9.55,294,1020.2,10.1,10.4,999,99,99
2013,3,3,4,50,291,4.2,5.1,2.78,16,9.62,290,1020.3,10.1,10.4,999,99,99
2013,3,3,5,50,310,3.7,5.5,2.47,17.39,8.73,293,1020.5,10.2,10.4,999,99,99
2013,3,3,6,50,283,1.4,2.4,2.61,17.39,9.34,283,1020.6,10.2,10.4,999,99,99
2013,3,3,7,50,58,0.9,1.8,2.58,16,9.46,301,1020,10.1,10.4,999,99,99
2013,3,3,8,50,194,2,4.2,2.47,16,9.63,297,1020.2,10.1,10.4,999,99,99
2013,3,3,9,50,247,4.5,6.2,2.37,16,10.51,295,1020.3,10.1,10.4,999,99,99
2013,3,3,10,50,263,3.1,4,2.55,16,10.43,283,1019.6,10.1,10.4,999,99,99
2013,3,3,11,50,274,2.1,3.2,2.33,16,10.15,283,1019.3,10.2,10.4,999,99,99
2013,3,3,12,50,236,0.5,1.4,2.58,16,10.46,282,1019.5,10.2,10.4,999,99,99
2013,3,3,13,50,299,3.5,4.5,2.39,16,9.66,274,1019.7,10.4,10.4,999,99,99
2013,3,3,14,50,291,6,7.2,2.31,14.81,8.92,285,1019.6,10.4,10.4,999,99,99
2013,3,3,15,50,298,7,8.6,2.21,16,8.39,304,1020.2,10.4,10.4,999,99,99
2013,3,3,16,50,278,3.4,4.4,2.21,16,8.27,285,1020.4,10.3,10.4,999,99,99
2013,3,3,17,50,289,6.7,8.1,2.37,13.79,8.5,290,1020.1,10.5,10.4,999,99,99
2013,3,3,18,50,295,7.4,8.9,1.99,16,7.2,278,1020.1,10.3,10.4,999,99,99
2013,3,3,19,50,305,8.1,10,2.2,14.81,7.48,284,1020.3,9.7,10.3,999,99,99
2013,3,3,20,50,315,6.8,8.2,2.13,16,7.48,277,1019.9,9.4,10.2,999,99,99
2013,3,3,21,50,309,5.9,7,2.37,14.81,8.35,288,1019.5,9.4,10.1,999,99,99
2013,3,3,22,50,303,6.8,9.3,2.28,14.81,7.78,290,1019.4,9.7,10.1,999,99,99
2013,3,3,23,50,306,7.2,8.5,2.17,14.81,7.34,305,1019.3,9.6,10.1,999,99,99
2013,3,4,0,50,304,6.8,8.6,2.42,14.81,7.81,295,1019.2,9.5,10.1,999,99,99
2013,3,4,1,50,311,7.1,8.8,2.69,13.79,8.1,295,1019.4,9.6,10,999,99,99
2013,3,4,2,50,307,6.2,8.1,2.76,13.79,8.13,294,1019.7,9.5,10,999,99,99
2013,3,4,3,50,300,7.2,8.8,2.86,13.79,7.83,289,1019.9,9.6,10,999,99,99
2013,3,4,4,50,306,7.7,9.9,2.8,12.9,7.44,288,1019.9,9.5,10,999,99,99
2013,3,4,5,50,300,8.1,10.3,3.05,14.81,7.57,278,1020.2,9.5,10,999,99,99
2013,3,4,6,50,311,7.2,9.3,3.03,13.79,7.58,270,1020,9.4,10.1,999,99,99
2013,3,4,7,50,311,5.7,7.3,2.7,14.81,7.41,269,1019.7,9.2,10.3,999,99,99
2013,3,4,8,50,308,6.5,8.2,2.78,14.81,7.89,285,1020,9.3,10.4,999,99,99
2013,3,4,9,50,308,5.2,7.4,2.57,14.81,8.2,275,1020,9.1,10.4,999,99,99
2013,3,4,10,50,298,5.7,7.9,2.6,13.79,7.87,287,1020.1,9,10.5,999,99,99
2013,3,4,11,50,297,5.7,7.6,2.31,13.79,7.7,280,1020,9,10.6,999,99,99
2013,3,4,12,50,308,4.3,5.8,2.64,13.79,8.42,298,1020.4,8.9,10.6,999,99,99
2013,3,4,13,50,313,4.6,7.6,2.56,13.79,8.1,299,1020.3,8.8,10.6,999,99,99
2013,3,4,14,50,304,5,6.7,2.6,14.81,8.3,287,1020.9,8.9,10.6,999,99,99
2013,3,4,15,50,320,4.6,5.9,2.67,13.79,8.44,288,1021.1,8.9,10.6,999,99,99
2013,3,4,16,50,315,6,7.8,2.46,13.79,8.03,292,1021.7,8.9,10.6,999,99,99
2013,3,4,17,50,321,4.5,5.9,2.2,13.79,7.95,298,1021.7,9,10.7,999,99,99
2013,3,4,18,50,315,3.3,5,2.27,13.79,8.25,281,1022,9.1,10.8,999,99,99
2013,3,4,19,50,312,4.2,6,2.5,13.79,9.06,285,1022.1,9.1,10.9,999,99,99
2013,3,4,20,50,330,2.3,3.8,2.33,13.79,9.27,285,1021,9,10.9,999,99,99
2013,3,4,21,50,305,2.5,3.7,2.37,13.79,9.42,287,1020.4,9.1,11.1,999,99,99
2013,3,4,22,50,293,5.8,7.4,2.21,12.9,9.56,297,1020.4,9.2,10.9,999,99,99
2013,3,4,23,50,310,5.3,6.4,2.03,13.79,8.86,286,1019.8,9.3,10.9,999,99,99
2013,3,5,0,50,299,5.5,6.7,2.27,13.79,9.15,296,1019.6,9.4,10.8,999,99,99
2013,3,5,1,50,303,4.5,6.1,1.85,12.9,8.34,292,1019.3,9.2,10.8,999,99,99
2013,3,5,2,50,312,4.1,5.3,2.14,12.9,9.07,293,1019,9.1,10.8,999,99,99
2013,3,5,3,50,309,3.1,4,1.79,12.12,8.29,302,1019.1,9,10.8,999,99,99
2013,3,5,4,50,313,3.6,4.9,1.93,12.9,8.31,298,1019.3,9,10.8,999,99,99
2013,3,5,5,50,285,4.5,6,1.85,13.79,8.39,281,1019.4,9,10.8,999,99,99
2013,3,5,6,50,287,3.7,4.5,2.02,12.12,8.49,298,1019.1,8.9,10.7,999,99,99
2013,3,5,7,50,280,1.4,2.4,1.7,12.9,8.22,284,1018.8,8.9,10.6,999,99,99
2013,3,5,8,50,320,1,1.8,1.62,12.12,8.55,288,1018.5,8.8,10.6,999,99,99
2013,3,5,9,50,269,3.1,5.7,1.72,12.12,9.13,291,1018.9,8.9,10.7,999,99,99
2013,3,5,10,50,255,3,4.8,1.67,19.05,9.72,282,1018.5,9,10.9,999,99,99
2013,3,5,11,50,238,3.1,4.8,2.02,17.39,11.09,293,1018.1,9,10.9,999,99,99
2013,3,5,12,50,204,2.5,3.5,1.73,12.12,9.81,280,1018.1,9.2,10.9,999,99,99
2013,3,5,13,50,181,4.1,5.6,1.71,19.05,10.09,325,1017.8,9.3,10.9,999,99,99
2013,3,5,14,50,182,4.5,6,1.86,19.05,10.69,287,1018.2,9.5,10.8,999,99,99
2013,3,5,15,50,179,6.1,7.7,1.72,19.05,9.97,325,1017.9,9.7,10.7,999,99,99
2013,3,5,16,50,177,6.9,8.4,1.77,19.05,8.99,300,1017.8,9.7,10.7,999,99,99
2013,3,5,17,50,185,8.2,10.4,1.94,19.05,8.56,283,1017.8,9.9,10.8,999,99,99
2013,3,5,18,50,179,8.4,9.8,2.25,17.39,9.29,306,1017.6,10.2,10.8,999,99,99
2013,3,5,19,50,173,9.2,11.1,2.22,17.39,8.66,299,1016.9,10.4,10.8,999,99,99
2013,3,5,20,50,170,9.5,11.3,1.78,17.39,6.49,316,1016.1,10.4,10.8,999,99,99
2013,3,5,21,50,162,9.7,11.5,2.53,17.39,8.16,311,1015,10.5,10.7,999,99,99
2013,3,5,22,50,168,9.8,12.7,2.44,17.39,7.81,312,1014.5,10.7,10.6,999,99,99
2013,3,5,23,50,168 1,1.1,13.9,2.82,17.39,8.29,299,1013.7,10.6,10.6,999,99,99
2013,3,6,0,50,168 1,2.4,15.6,2.98,17.39,7.91,300,1012.6,10.5,10.5,999,99,99
2013,3,6,1,50,168 1,3.4,16,2.91,17.39,7.19,269,1011.6,10.4,10.4,999,99,99
2013,3,6,2,50,169 1,4.2,17.3,3.12,17.39,7,298,1011.4,10.5,10.4,999,99,99
2013,3,6,3,50,171 1,4.3,18.6,3.14,16,6.43,264,1010.6,10.7,10.4,999,99,99
2013,3,6,4,50,169 1,5.6,20.4,3.56,6.67,6.49,193,1010.3,10.5,10.6,999,99,99
2013,3,6,5,50,172 1,5.4,19.3,4.01,16,7.01,280,1010.4,10.4,10.9,999,99,99
2013,3,6,6,50,182 1,3.9,17.5,4.01,7.69,6.77,194,1010.9,10.4,10.8,999,99,99
2013,3,6,7,50,183 1,3.7,17.1,3.99,7.69,6.93,202,1010.8,10.9,11,999,99,99
2013,3,6,8,50,203 1,1.5,14,4,8.33,7.31,206,1011.3,11.6,11,999,99,99
2013,3,6,9,50,209,9.9,11.8,4.13,7.69,7.52,201,1011.8,11.5,11,999,99,99
2013,3,6,10,50,211 1,1.2,14.8,3.94,7.69,7.46,202,1012.1,11.5,11,999,99,99
2013,3,6,11,50,246 1,0.9,13.2,3.73,8.33,7.23,214,1012.5,11,11,999,99,99
2013,3,6,12,50,242,8.3,10.4,3.6,16,7.5,290,1013.7,10.7,11,999,99,99
2013,3,6,13,50,242,7.8,9.8,3.29,17.39,7.65,303,1014.6,10.5,11,999,99,99
2013,3,6,14,50,239,5.6,7,3.49,16,7.91,317,1015.7,10.5,10.9,999,99,99
2013,3,6,15,50,239,6,7.6,3.3,14.81,7.88,301,1016.4,10.4,10.9,999,99,99
2013,3,6,16,50,236,4.9,6.8,3.3,14.81,8.5,299,1017.3,10.4,10.9,999,99,99
2013,3,6,17,50,241,5.6,7.2,3.71,16,8.8,296,1017.9,10.7,10.9,999,99,99
2013,3,6,18,50,229,6.1,7,3.21,16,8.15,305,1018.6,10.8,10.9,999,99,99
2013,3,6,19,50,218,4.1,5.2,3.79,14.81,8.78,301,1018.8,10.8,10.9,999,99,99
2013,3,6,20,50,230,4.5,5.7,3.26,14.81,8.29,290,1018.6,10.7,11,999,99,99
2013,3,6,21,50,229,3.2,4.3,3.37,14.81,8.71,277,1018.3,10.7,11,999,99,99
2013,3,6,22,50,225,2.6,3.8,3.35,14.81,8.91,296,1018.3,10.8,11.1,999,99,99
2013,3,6,23,50,209,3,3.9,3.31,14.81,8.64,290,1018.1,10.9,11.1,999,99,99
2013,3,7,0,50,202,2.3,3.4,3.12,13.79,8.53,273,1017.8,11.1,11.1,999,99,99
2013,3,7,1,50,201,1.9,2.8,3.49,12.9,8.81,272,1017.5,10.7,11.2,999,99,99
2013,3,7,2,50,200,2,2.8,3.38,13.79,8.68,273,1017.3,10.5,11.1,999,99,99
2013,3,7,3,50,205,2.3,3.1,2.93,10,8.14,278,1017.3,10.5,11.2,999,99,99
2013,3,7,4,50,197,2.4,3.1,3.57,13.79,9.11,279,1017.1,10.4,11.1,999,99,99
2013,3,7,5,50,174,3.1,4.4,3.67,13.79,9.16,293,1016.6,10.3,11.1,999,99,99
2013,3,7,6,50,170,3.4,5.1,3.53,14.81,9.06,289,1016.5,10.3,11.1,999,99,99
2013,3,7,7,50,188,4.4,5.5,3.77,12.12,9.48,286,1016.1,10.3,11,999,99,99
2013,3,7,8,50,198,4.2,5.1,3.01,13.79,8.53,291,1015.8,10.3,11,999,99,99
2013,3,7,9,50,190,3.8,4.6,3.04,12.12,9.13,280,1015.5,10.3,11,999,99,99
2013,3,7,10,50,174,3.9,5.2,3.02,11.43,9.22,284,1014.7,10.3,10.9,999,99,99
2013,3,7,11,50,159,4.5,5.6,3.01,13.79,9.41,293,1014,10.3,10.9,999,99,99
2013,3,7,12,50,140,6.1,8,2.43,12.9,8.28,296,1013.9,9.8,10.9,999,99,99
2013,3,7,13,50,134,6.5,9,2.59,12.9,8.43,291,1013.7,9.7,10.9,999,99,99
2013,3,7,14,50,135,6.9,9.3,2.53,12.9,8.17,283,1013.5,9.7,10.9,999,99,99
2013,3,7,15,50,141,7.5,9.4,2.53,12.12,8.12,304,1013.6,9.7,10.9,999,99,99
2013,3,7,16,50,136,7.9,10.2,2.63,12.9,7.98,283,1013.7,9.7,11,999,99,99
2013,3,7,17,50,142,7.7,99,99,99,99,999,1013.8,9.6,999,999,99,99
2013,3,7,18,50,176,5.5,7.7,2.55,12.9,7.36,283,1013.9,8.6,11,999,99,99
2013,3,7,19,50,155,6,7.2,2.44,12.9,7.45,293,1013.6,9,11,999,99,99
2013,3,7,20,50,126,6.9,9,2.48,12.12,7.58,293,1012.9,9.5,11,999,99,99
2013,3,7,21,50,129,7,8.7,2.43,12.9,7.7,273,1012.1,9.8,11,999,99,99
2013,3,7,22,50,191,3.9,5,99,99,99,999,1012.2,8.7,11,999,99,99
2013,3,7,23,50,138,3.1,4.7,2.21,12.9,7.66,280,1012.2,8.6,11,999,99,99
2013,3,8,0,50,102,3,4.3,2.38,11.43,8.2,298,1011.8,8.7,11,999,99,99
2013,3,8,1,50,87,4.4,5.9,2.1,12.12,8.37,295,1011.5,9,11,999,99,99
2013,3,8,2,50,81,4.6,5.7,2.02,12.9,8.04,279,1011.6,9.3,11,999,99,99
2013,3,8,3,50,101,4.2,5.9,2.12,12.12,7.99,297,1012.1,9.2,11,999,99,99
2013,3,8,4,50,133,4.3,5.9,2.01,12.9,7.96,295,1012.2,9,11,999,99,99
2013,3,8,5,50,69,2.7,3.9,1.97,12.12,8.11,301,1012.6,8.9,10.9,999,99,99
2013,3,8,6,50,334,2.9,4.7,2.15,12.9,8.45,304,1012.4,8.7,10.9,999,99,99
2013,3,8,7,50,339,5.4,6.6,1.93,11.43,8.12,294,1012,8.9,10.9,999,99,99
2013,3,8,8,50,308,5.5,6.5,1.93,19.05,8.23,312,1011.8,9.5,11,999,99,99
2013,3,8,9,50,323,5.9,7.1,2.08,11.43,7.88,304,1011.7,10,11,999,99,99
2013,3,8,10,50,326,8,9.4,2.09,19.05,8.01,311,1010.8,10,11,999,99,99
2013,3,8,11,50,330,9.5,11.3,2.14,19.05,7.69,307,1010.5,10.2,11,999,99,99
2013,3,8,12,50,329,9.5,11.8,2.21,19.05,7.21,312,1011,10.2,10.9,999,99,99
2013,3,8,13,50,320 1,1.2,13.2,2.3,10.81,6.68,313,1011.2,9.9,10.8,999,99,99
2013,3,8,14,50,315 1,0.4,12.6,2.45,11.43,6.97,291,1011.7,9.9,10.9,999,99,99
2013,3,8,15,50,312 1,1.7,14.1,2.5,6.67,6.37,290,1012.3,9.8,10.9,999,99,99
2013,3,8,16,50,310 1,2.6,15.1,2.77,9.09,6.39,290,1012.9,9.8,10.9,999,99,99
2013,3,8,17,50,311 1,2.4,14.7,3.16,9.09,6.72,292,1013.3,9.9,10.9,999,99,99
2013,3,8,18,50,307 1,1.4,14,3.02,9.09,6.45,285,1013.9,9.8,10.8,999,99,99
2013,3,8,19,50,308 1,2,15.2,3.14,9.09,6.4,302,1014.3,9.8,10.8,999,99,99
2013,3,8,20,50,302 1,2.6,15.1,3.14,8.33,6.53,313,1014.2,9.9,10.8,999,99,99
2013,3,8,21,50,304 1,2.5,15.6,3.38,9.09,6.81,297,1014,9.9,10.8,999,99,99
2013,3,8,22,50,300 1,2.6,15.8,3.49,7.69,6.88,301,1014.3,10,10.8,999,99,99
2013,3,8,23,50,300 1,3.7,16.7,3.36,8.33,6.74,308,1014.6,10.1,10.8,999,99,99
2013,3,9,0,50,302 1,3.3,16.6,3.08,9.09,6.42,301,1014.5,10.2,10.8,999,99,99
2013,3,9,1,50,300 1,3.3,17,3.37,7.69,6.48,307,1015.6,10.2,10.8,999,99,99
2013,3,9,2,50,304 1,4.2,17.3,3.11,9.09,6.2,305,1016.2,10.1,10.8,999,99,99
2013,3,9,3,50,299 1,4,16.5,3.69,9.09,6.69,302,1016.8,10.2,10.8,999,99,99
2013,3,9,4,50,308 1,4.2,16.6,3.61,9.09,6.61,309,1017.7,10.1,10.8,999,99,99
2013,3,9,5,50,303 1,2.4,15.1,3.35,8.33,6.69,318,1018.4,10.1,10.8,999,99,99
2013,3,9,6,50,299 1,2.6,15,3.49,9.09,6.81,306,1018.8,10.1,10.7,999,99,99
2013,3,9,7,50,300 1,3.8,16.9,3.13,8.33,6.58,321,1018.8,9.9,10.7,999,99,99
2013,3,9,8,50,303 1,2.9,16.3,3.82,8.33,7.12,318,1019.6,10,10.6,999,99,99
2013,3,9,9,50,310 1,2.2,14.2,3.49,9.09,6.89,317,1019.9,9.9,10.5,999,99,99
2013,3,9,10,50,302 1,1.8,15,3.82,9.09,7.2,313,1020.1,9.8,10.4,999,99,99
2013,3,9,11,50,299 1,2.9,15.7,3.44,9.09,6.81,323,1020.5,9.8,10.3,999,99,99
2013,3,9,12,50,305 1,3.6,16.5,3.46,9.09,6.91,313,1021.3,9.9,10.1,999,99,99
2013,3,9,13,50,313 1,3,15.7,3.58,9.09,6.68,310,1022.1,9.8,10.1,999,99,99
2013,3,9,14,50,325 1,2.1,15.1,3.57,9.09,6.83,318,1022.6,9.8,10,999,99,99
2013,3,9,15,50,329 1,1.3,14.1,3.66,8.33,6.89,314,1023.4,9.9,10,999,99,99
2013,3,9,16,50,325 1,0.5,13.2,3.25,9.09,6.63,313,1024.5,9.8,10,999,99,99
2013,3,9,17,50,324 1,0.4,12.4,3.26,9.09,6.77,309,1025.2,9.8,10.1,999,99,99
2013,3,9,18,50,323,9.4,11.6,2.92,8.33,6.59,312,1025.7,9.9,10.1,999,99,99
2013,3,9,19,50,318,9.1,11.1,2.65,8.33,6.23,307,1026.7,10,10.1,999,99,99
2013,3,9,20,50,313 1,0.1,12.5,2.6,8.33,6.44,311,1026.4,10,10.1,999,99,99
2013,3,9,21,50,315 1,0,11.8,2.45,8.33,6.19,297,1026.1,10,10.2,999,99,99
2013,3,9,22,50,316 1,0.3,11.8,2.24,7.69,6.19,304,1026,10.2,10.2,999,99,99
2013,3,9,23,50,309 1,0,12.6,2.2,16,6.18,270,1025.6,10.2,10.2,999,99,99
2013,3,10,0,50,310,8.7,10.5,2.41,14.81,6.66,301,1025.6,10.4,10.2,999,99,99
2013,3,10,1,50,310,8.3,10.2,2.23,8.33,6.3,312,1025.9,10.2,10.2,999,99,99
2013,3,10,3,50,313,8.2,9.9,2.24,16,6,288,1026.3,10.2,10.1,999,99,99
2013,3,10,4,50,317,7.8,9.3,2.21,14.81,6.14,284,1026.4,10.3,10.1,999,99,99
2013,3,10,5,50,315,8.1,9.6,2.1,16,6.09,286,1026.6,10.1,10.1,999,99,99
2013,3,10,6,50,312,9.9,11.8,2.07,14.81,5.89,291,1026.5,10,10.1,999,99,99
2013,3,10,7,50,309,9.2,10.8,2.12,16,5.59,257,1026.4,9.9,10.1,999,99,99
2013,3,10,8,50,315,9.1,10.8,2.3,14.81,5.91,285,1026.7,9.8,10.1,999,99,99
2013,3,10,9,50,320,7.5,9.4,2.1,14.81,5.93,305,1027,9.9,10.1,999,99,99
2013,3,10,10,50,322,8.6,9.9,2.26,14.81,6.44,291,1026.7,9.8,10.1,999,99,99
2013,3,10,11,50,307,8.2,10,2.04,7.14,6.15,311,1026.6,9.8,10.1,999,99,99
2013,3,10,12,50,317,7.5,9.2,2.17,14.81,6.3,297,1026.8,9.9,10.1,999,99,99
2013,3,10,13,50,321,7.6,9,2.28,14.81,6.48,304,1026.7,9.7,10.1,999,99,99
2013,3,10,14,50,326,6.8,8.3,2.39,14.81,6.89,296,1027.2,9.7,10.1,999,99,99
2013,3,10,15,50,313,6.8,8.3,2.28,13.79,6.7,297,1027.6,9.9,10.1,999,99,99
2013,3,10,16,50,314,8.4,10.1,2.32,14.81,7.36,296,1028.1,9.6,10.1,999,99,99
2013,3,10,17,50,326,6.5,8,2.59,14.81,8.01,308,1027.9,9.8,10.1,999,99,99
2013,3,10,18,50,313,6.7,8.1,2.65,14.81,8.53,289,1028.1,9.9,10.2,999,99,99
2013,3,10,19,50,313,6.8,8.3,2.73,16,8.58,306,1027.8,10,10.2,999,99,99
2013,3,10,20,50,309,6.7,8.2,2.62,13.79,8.43,301,1027.2,10,10.3,999,99,99
2013,3,10,21,50,319,6.4,8.4,2.84,14.81,8.82,305,1026.6,10.1,10.3,999,99,99
2013,3,10,22,50,309,7.7,9.7,3.2,14.81,10.16,305,1026.5,10.2,10.4,999,99,99
2013,3,10,23,50,312,7.3,8.9,2.86,14.81,9.34,304,1026.1,10.2,10.6,999,99,99
2013,3,11,0,50,305,6.8,8.1,3.01,14.81,9.83,301,1025.9,10.1,10.6,999,99,99
2013,3,11,1,50,309,7.2,8.4,2.8,14.81,9.05,296,1025.9,9.5,10.5,999,99,99
2013,3,11,2,50,314,7.4,9.2,2.59,14.81,8.54,308,1025.9,9.5,10.4,999,99,99
2013,3,11,3,50,327,5,6.4,2.57,14.81,8.75,309,1025.9,9.7,10.3,999,99,99
2013,3,11,4,50,317,3.9,4.8,2.68,14.81,9.36,305,1025.9,9.8,10.3,999,99,99
2013,3,11,5,50,313,4.9,6.6,2.58,14.81,9.46,298,1025.8,9.7,10.2,999,99,99
2013,3,11,6,50,313,5.1,6.4,2.85,14.81,10.18,313,1025.6,9.8,10.2,999,99,99
2013,3,11,7,50,315,3.9,5,2.7,14.81,9.57,303,1025.1,9.8,10.3,999,99,99
2013,3,11,8,50,311,4,5.4,2.73,14.81,9.91,306,1025.1,9.9,10.5,999,99,99
2013,3,11,9,50,312,4.5,5.4,2.59,13.79,9.48,296,1025,10,10.5,999,99,99
2013,3,11,10,50,316,4.2,5.2,2.3,13.79,9.02,294,1024.2,10,10.5,999,99,99
2013,3,11,11,50,322,3.7,4.8,2.7,13.79,9.74,307,1024,10,10.4,999,99,99
2013,3,11,12,50,330,5.7,7.4,2.27,13.79,9,310,1024,10,10.4,999,99,99
2013,3,11,13,50,316,6.1,7.8,2.61,13.79,9.32,314,1024.1,9.5,10.3,999,99,99
2013,3,11,14,50,313,5.2,7.1,2.53,12.9,8.22,302,1024.2,9.4,10.3,999,99,99
2013,3,11,15,50,331,4.5,5.8,2.78,13.79,8.74,306,1024.4,8.1,10.3,999,99,99
2013,3,11,16,50,319,5.5,6.8,3.05,13.79,9.05,302,1024.6,8,10.5,999,99,99
2013,3,11,17,50,336,6,7.6,2.55,13.79,8.67,309,1024.4,8,10.5,999,99,99
2013,3,11,18,50,7,4.9,6.2,2.66,13.79,9.19,318,1024.1,8.1,10.5,999,99,99
2013,3,11,19,50,325,2.9,4.2,2.3,13.79,8.43,306,1024.1,8,10.5,999,99,99
2013,3,11,20,50,308,6.2,7.9,2.14,13.79,8.38,298,1023.5,8.4,10.5,999,99,99
2013,3,11,21,50,309,8.1,9.9,2.12,13.79,7.66,296,1022.6,9.5,10.5,999,99,99
2013,3,11,22,50,317,8.6,9.8,2.39,13.79,7.38,302,1022.3,10,10.4,999,99,99
2013,3,11,23,50,321,7.1,8.8,2.18,13.79,7.08,314,1022,10.5,10.4,999,99,99
2013,3,12,0,50,317,8.1,9.6,2.02,13.79,6.97,309,1021.4,9.7,10.8,999,99,99
2013,3,12,1,50,319,8.5,10.7,1.89,13.79,6.56,303,1021.2,10.1,10.6,999,99,99
2013,3,12,2,50,318,8.5,10.4,1.91,12.9,6.39,300,1021,10.1,10.4,999,99,99
