Date ,Day,Time,Sampling period,Predicted (ft),Pred(cm),High/Low,Difference (ft),absval difference (ft)
2013/10/03,Thu,4:54 PM,NA,1,30,L,-4.1,4.1
2013/10/03,Thu,10:56 PM,NA,5.1,155,H,3.8,3.8
2013/10/04,Fri,4:58 AM,NA,1.3,40,L,-4.3,4.3
2013/10/04,Fri,11:07 AM,NA,5.6,171,H,5.1,5.1
2013/10/04,Fri,5:31 PM,NA,0.5,15,L,-4.6,4.6
2013/10/04,Fri,11:42 PM,NA,5.1,155,H,3.6,3.6
2013/10/05,Sat,5:32 AM,NA,1.5,46,L,-4.3,4.3
2013/10/05,Sat,11:38 AM,NA,5.8,177,H,5.6,5.6
2013/10/05,Sat,6:09 PM,NA,0.2,6,L,-4.8,4.8
2013/10/06,Sun,12:29 AM,NA,5,152,H,3.2,3.2
2013/10/06,Sun,6:08 AM,NA,1.8,55,L,-4.1,4.1
2013/10/06,Sun,12:12 PM,NA,5.9,180,H,6,6
2013/10/06,Sun,6:51 PM,NA,-0.1,-3,L,-4.9,4.9
2013/10/07,Mon,1:20 AM,NA,4.8,146,H,2.7,2.7
2013/10/07,Mon,6:47 AM,NA,2.1,64,L,-3.9,3.9
2013/10/07,Mon,12:50 PM,NA,6,183,H,6.2,6.2
2013/10/07,Mon,7:37 PM,NA,-0.2,-6,L,-4.8,4.8
2013/10/08,Tue,2:16 AM,NA,4.6,140,H,2.2,2.2
2013/10/08,Tue,7:31 AM,NA,2.4,73,L,-3.5,3.5
2013/10/08,Tue,1:33 PM,NA,5.9,180,H,6.1,6.1
2013/10/08,Tue,8:28 PM,NA,-0.2,-6,L,-4.6,4.6
2013/10/09,Wed,3:18 AM,NA,4.4,134,H,1.7,1.7
2013/10/09,Wed,8:23 AM,NA,2.7,82,L,-3.1,3.1
2013/10/09,Wed,2:23 PM,NA,5.8,177,H,6,6
2013/10/09,Wed,9:26 PM,NA,-0.2,-6,L,-4.6,4.6
2013/10/10,Thu,4:27 AM,NA,4.4,134,H,1.5,1.5
2013/10/10,Thu,9:29 AM,NA,2.9,88,L,-2.7,2.7
2013/10/10,Thu,3:22 PM,NA,5.6,171,H,5.6,5.6
2013/10/10,Thu,10:31 PM,NA,0,0,L,-4.4,4.4
2013/10/11,Fri,5:38 AM,NA,4.4,134,H,1.4,1.4
2013/10/11,Fri,10:50 AM,NA,3,91,L,-2.4,2.4
2013/10/11,Fri,4:31 PM,NA,5.4,165,H,5.3,5.3
2013/10/11,Fri,11:39 PM,NA,0.1,3,L,-4.5,4.5
2013/10/12,Sat,6:45 AM,NA,4.6,140,H,1.8,1.8
2013/10/12,Sat,12:15 PM,NA,2.8,85,L,-2.4,2.4
2013/10/12,Sat,5:47 PM,NA,5.2,158,H,4.9,4.9
2013/10/13,Sun,12:45 AM,NA,0.3,9,L,-4.6,4.6
2013/10/13,Sun,7:41 AM,NA,4.9,149,H,2.6,2.6
2013/10/13,Sun,1:28 PM,NA,2.3,70,L,-2.9,2.9
2013/10/13,Sun,7:03 PM,NA,5.2,158,H,4.8,4.8
2013/10/14,Mon,1:45 AM,NA,0.4,12,L,-4.9,4.9
2013/10/14,Mon,8:28 AM,NA,5.3,162,H,3.6,3.6
2013/10/14,Mon,2:30 PM,NA,1.7,52,L,-3.5,3.5
2013/10/14,Mon,8:14 PM,NA,5.2,158,H,4.7,4.7
2013/10/15,Tue,2:38 AM,NA,0.5,15,L,-5.1,5.1
2013/10/15,Tue,9:10 AM,NA,5.6,171,H,4.5,4.5
2013/10/15,Tue,3:23 PM,NA,1.1,34,L,-4.1,4.1
2013/10/15,Tue,9:17 PM,NA,5.2,158,H,4.4,4.4
2013/10/16,Wed,3:26 AM,NA,0.8,24,L,-5,5
2013/10/16,Wed,9:48 AM,NA,5.8,177,H,5.2,5.2
2013/10/16,Wed,4:11 PM,NA,0.6,18,L,-4.6,4.6
2013/10/16,Wed,10:15 PM,NA,5.2,158,H,4.1,4.1
2013/10/17,Thu,4:09 AM,NA,1.1,34,L,-4.9,4.9
2013/10/17,Thu,10:24 AM,NA,6,183,H,5.8,5.8
2013/10/17,Thu,4:55 PM,NA,0.2,6,L,-5,5
2013/10/17,Thu,11:09 PM,NA,5.2,158,H,3.8,3.8
2013/10/18,Fri,4:51 AM,NA,1.4,43,L,-4.6,4.6
2013/10/18,Fri,10:57 AM,NA,6,183,H,6.1,6.1
2013/10/18,Fri,5:36 PM,NA,-0.1,-3,L,-5.1,5.1
2013/10/18,Fri,11:59 PM,NA,5,152,H,3.3,3.3
2013/10/19,Sat,5:31 AM,NA,1.7,52,L,-4.3,4.3
2013/10/19,Sat,11:30 AM,NA,6,183,H,6.2,6.2
2013/10/19,Sat,6:16 PM,NA,-0.2,-6,L,-5.1,5.1
2013/10/20,Sun,12:48 AM,NA,4.9,149,H,2.8,2.8
2013/10/20,Sun,6:11 AM,NA,2.1,64,L,-3.8,3.8
2013/10/20,Sun,12:02 PM,NA,5.9,180,H,6.1,6.1
2013/10/20,Sun,6:55 PM,NA,-0.2,-6,L,-4.9,4.9
2013/10/21,Mon,1:37 AM,NA,4.7,143,H,2.3,2.3
2013/10/21,Mon,6:52 AM,NA,2.4,73,L,-3.3,3.3
2013/10/21,Mon,12:35 PM,NA,5.7,174,H,5.8,5.8
2013/10/21,Mon,7:35 PM,NA,-0.1,-3,L,-4.6,4.6
2013/10/22,Tue,2:27 AM,NA,4.5,137,H,1.7,1.7
2013/10/22,Tue,7:35 AM,NA,2.8,85,L,-2.7,2.7
2013/10/22,Tue,1:11 PM,NA,5.5,168,H,5.4,5.4
2013/10/22,Tue,8:18 PM,NA,0.1,3,L,-4.2,4.2
2013/10/23,Wed,3:20 AM,NA,4.3,131,H,1.3,1.3
2013/10/23,Wed,8:24 AM,NA,3,91,L,-2.2,2.2
2013/10/23,Wed,1:51 PM,NA,5.2,158,H,4.9,4.9
2013/10/23,Wed,9:04 PM,NA,0.3,9,L,-3.9,3.9
2013/10/24,Thu,4:17 AM,NA,4.2,128,H,1,1
2013/10/24,Thu,9:23 AM,NA,3.2,98,L,-1.7,1.7
2013/10/24,Thu,2:38 PM,NA,4.9,149,H,4.3,4.3
2013/10/24,Thu,9:56 PM,NA,0.6,18,L,-3.6,3.6
2013/10/25,Fri,5:17 AM,NA,4.2,128,H,1,1
2013/10/25,Fri,10:34 AM,NA,3.2,98,L,-1.4,1.4
2013/10/25,Fri,3:33 PM,NA,4.6,140,H,3.8,3.8
2013/10/25,Fri,10:53 PM,NA,0.8,24,L,-3.5,3.5
2013/10/26,Sat,6:13 AM,NA,4.3,131,H,1.2,1.2
2013/10/26,Sat,11:49 AM,NA,3.1,94,L,-1.3,1.3
2013/10/26,Sat,4:37 PM,NA,4.4,134,H,3.4,3.4
2013/10/26,Sat,11:52 PM,NA,1,30,L,-3.5,3.5
2013/10/27,Sun,7:01 AM,NA,4.5,137,H,1.7,1.7
2013/10/27,Sun,12:55 PM,NA,2.8,85,L,-1.4,1.4
2013/10/27,Sun,5:48 PM,NA,4.2,128,H,3.1,3.1
2013/10/28,Mon,12:47 AM,NA,1.1,34,L,-3.6,3.6
2013/10/28,Mon,7:40 AM,NA,4.7,143,H,2.3,2.3
2013/10/28,Mon,1:50 PM,NA,2.4,73,L,-1.8,1.8
2013/10/28,Mon,6:58 PM,NA,4.2,128,H,3,3
2013/10/29,Tue,1:37 AM,NA,1.2,37,L,-3.7,3.7
2013/10/29,Tue,8:14 AM,NA,4.9,149,H,3,3
2013/10/29,Tue,2:36 PM,NA,1.9,58,L,-2.4,2.4
2013/10/29,Tue,8:04 PM,NA,4.3,131,H,3,3
2013/10/30,Wed,2:21 AM,NA,1.3,40,L,-3.9,3.9
2013/10/30,Wed,8:46 AM,NA,5.2,158,H,3.9,3.9
2013/10/30,Wed,3:16 PM,NA,1.3,40,L,-3.1,3.1
2013/10/30,Wed,9:03 PM,NA,4.4,134,H,2.9,2.9
2013/10/31,Thu,3:02 AM,NA,1.5,46,L,-4,4
2013/10/31,Thu,9:17 AM,NA,5.5,168,H,4.8,4.8
2013/10/31,Thu,3:54 PM,NA,0.7,21,L,-3.8,3.8
2013/10/31,Thu,9:57 PM,NA,4.5,137,H,2.9,2.9
2013/11/01,Fri,3:41 AM,NA,1.6,49,L,-4.2,4.2
2013/11/01,Fri,9:49 AM,NA,5.8,177,H,5.6,5.6
2013/11/01,Fri,4:31 PM,NA,0.2,6,L,-4.5,4.5
2013/11/01,Fri,10:48 PM,NA,4.7,143,H,2.9,2.9
2013/11/02,Sat,4:19 AM,NA,1.8,55,L,-4.2,4.2
2013/11/02,Sat,10:22 AM,NA,6,183,H,6.4,6.4
2013/11/02,Sat,5:10 PM,NA,-0.4,-12,L,-5.1,5.1
2013/11/02,Sat,11:38 PM,NA,4.7,143,H,2.7,2.7
2013/11/03,Sun,3:59 AM,NA,2,61,L,-4.2,4.2
2013/11/03,Sun,9:58 AM,NA,6.2,189,H,6.9,6.9
2013/11/03,Sun,4:51 PM,NA,-0.7,-21,L,-5.5,5.5
2013/11/03,Sun,11:29 PM,NA,4.8,146,H,2.5,2.5
2013/11/04,Mon,4:40 AM,NA,2.3,70,L,-4,4
2013/11/04,Mon,10:37 AM,NA,6.3,192,H,7.3,7.3
2013/11/04,Mon,5:34 PM,NA,-1,-30,L,-5.7,5.7
2013/11/05,Tue,12:21 AM,NA,4.7,143,H,2.2,2.2
2013/11/05,Tue,5:25 AM,NA,2.5,76,L,-3.8,3.8
2013/11/05,Tue,11:21 AM,NA,6.3,192,H,7.3,7.3
2013/11/05,Tue,6:22 PM,NA,-1,-30,L,-5.7,5.7
2013/11/06,Wed,1:15 AM,NA,4.7,143,H,2,2
2013/11/06,Wed,6:16 AM,NA,2.7,82,L,-3.5,3.5
2013/11/06,Wed,12:09 PM,NA,6.2,189,H,7.1,7.1
2013/11/06,Wed,7:12 PM,NA,-0.9,-27,L,-5.6,5.6
2013/11/07,Thu,2:13 AM,NA,4.7,143,H,1.9,1.9
2013/11/07,Thu,7:15 AM,NA,2.8,85,L,-3.1,3.1
2013/11/07,Thu,1:03 PM,NA,5.9,180,H,6.6,6.6
2013/11/07,Thu,8:08 PM,NA,-0.7,-21,L,-5.5,5.5
2013/11/08,Fri,3:13 AM,NA,4.8,146,H,1.9,1.9
2013/11/08,Fri,8:27 AM,NA,2.9,88,L,-2.6,2.6
2013/11/08,Fri,2:04 PM,NA,5.5,168,H,5.8,5.8
2013/11/08,Fri,9:07 PM,NA,-0.3,-9,L,-5.2,5.2
2013/11/09,Sat,4:13 AM,NA,4.9,149,H,2.2,2.2
2013/11/09,Sat,9:49 AM,NA,2.7,82,L,-2.4,2.4
2013/11/09,Sat,3:15 PM,NA,5.1,155,H,5,5
2013/11/09,Sat,10:09 PM,NA,0.1,3,L,-5,5
2013/11/10,Sun,5:11 AM,NA,5.1,155,H,2.8,2.8
2013/11/10,Sun,11:12 AM,NA,2.3,70,L,-2.4,2.4
2013/11/10,Sun,4:34 PM,NA,4.7,143,H,4.3,4.3
2013/11/10,Sun,11:12 PM,NA,0.4,12,L,-5,5
2013/11/11,Mon,6:03 AM,NA,5.4,165,H,3.6,3.6
2013/11/11,Mon,12:24 PM,NA,1.8,55,L,-2.7,2.7
2013/11/11,Mon,5:55 PM,NA,4.5,137,H,3.7,3.7
2013/11/12,Tue,12:11 AM,NA,0.8,24,L,-4.9,4.9
2013/11/12,Tue,6:50 AM,NA,5.7,174,H,4.6,4.6
2013/11/12,Tue,1:25 PM,NA,1.1,34,L,-3.4,3.4
2013/11/12,Tue,7:11 PM,NA,4.5,137,H,3.3,3.3
2013/11/13,Wed,1:05 AM,NA,1.2,37,L,-4.7,4.7
2013/11/13,Wed,7:33 AM,NA,5.9,180,H,5.3,5.3
2013/11/13,Wed,2:17 PM,NA,0.6,18,L,-3.9,3.9
2013/11/13,Wed,8:19 PM,NA,4.5,137,H,3,3
2013/11/14,Thu,1:55 AM,NA,1.5,46,L,-4.5,4.5
2013/11/14,Thu,8:12 AM,NA,6,183,H,5.9,5.9
2013/11/14,Thu,3:03 PM,NA,0.1,3,L,-4.5,4.5
2013/11/14,Thu,9:19 PM,NA,4.6,140,H,2.8,2.8
2013/11/15,Fri,2:41 AM,NA,1.8,55,L,-4.3,4.3
2013/11/15,Fri,8:48 AM,NA,6.1,186,H,6.4,6.4
2013/11/15,Fri,3:45 PM,NA,-0.3,-9,L,-5,5
2013/11/15,Fri,10:12 PM,NA,4.7,143,H,2.6,2.6
2013/11/16,Sat,3:24 AM,NA,2.1,64,L,-4,4
2013/11/16,Sat,9:22 AM,NA,6.1,186,H,6.6,6.6
2013/11/16,Sat,4:23 PM,NA,-0.5,-15,L,-5.2,5.2
2013/11/16,Sat,11:01 PM,NA,4.7,143,H,2.3,2.3
2013/11/17,Sun,4:06 AM,NA,2.4,73,L,-3.6,3.6
2013/11/17,Sun,9:55 AM,NA,6,183,H,6.5,6.5
2013/11/17,Sun,5:00 PM,NA,-0.5,-15,L,-5.1,5.1
2013/11/17,Sun,11:47 PM,NA,4.6,140,H,2,2
2013/11/18,Mon,4:47 AM,NA,2.6,79,L,-3.3,3.3
2013/11/18,Mon,10:27 AM,NA,5.9,180,H,6.4,6.4
2013/11/18,Mon,5:36 PM,NA,-0.5,-15,L,-5.1,5.1
2013/11/19,Tue,12:32 AM,NA,4.6,140,H,1.8,1.8
2013/11/19,Tue,5:28 AM,NA,2.8,85,L,-2.9,2.9
2013/11/19,Tue,11:01 AM,NA,5.7,174,H,6.1,6.1
2013/11/19,Tue,6:12 PM,NA,-0.4,-12,L,-4.9,4.9
2013/11/20,Wed,1:15 AM,NA,4.5,137,H,1.5,1.5
2013/11/20,Wed,6:11 AM,NA,3,91,L,-2.5,2.5
2013/11/20,Wed,11:37 AM,NA,5.5,168,H,5.7,5.7
2013/11/20,Wed,6:49 PM,NA,-0.2,-6,L,-4.6,4.6
2013/11/21,Thu,1:58 AM,NA,4.4,134,H,1.3,1.3
2013/11/21,Thu,6:57 AM,NA,3.1,94,L,-2.1,2.1
2013/11/21,Thu,12:16 PM,NA,5.2,158,H,5.2,5.2
2013/11/21,Thu,7:29 PM,NA,0,0,L,-4.4,4.4
2013/11/22,Fri,2:42 AM,NA,4.4,134,H,1.2,1.2
2013/11/22,Fri,7:51 AM,NA,3.2,98,L,-1.7,1.7
2013/11/22,Fri,12:59 PM,NA,4.9,149,H,4.6,4.6
2013/11/22,Fri,8:11 PM,NA,0.3,9,L,-4.1,4.1
2013/11/23,Sat,3:27 AM,NA,4.4,134,H,1.2,1.2
2013/11/23,Sat,8:54 AM,NA,3.2,98,L,-1.3,1.3
2013/11/23,Sat,1:50 PM,NA,4.5,137,H,3.9,3.9
2013/11/23,Sat,8:58 PM,NA,0.6,18,L,-3.9,3.9
2013/11/24,Sun,4:12 AM,NA,4.5,137,H,1.5,1.5
2013/11/24,Sun,10:04 AM,NA,3,91,L,-1.2,1.2
2013/11/24,Sun,2:48 PM,NA,4.2,128,H,3.3,3.3
2013/11/24,Sun,9:47 PM,NA,0.9,27,L,-3.8,3.8
2013/11/25,Mon,4:54 AM,NA,4.7,143,H,2,2
2013/11/25,Mon,11:12 AM,NA,2.7,82,L,-1.2,1.2
2013/11/25,Mon,3:58 PM,NA,3.9,119,H,2.7,2.7
2013/11/25,Mon,10:39 PM,NA,1.2,37,L,-3.7,3.7
2013/11/26,Tue,5:35 AM,NA,4.9,149,H,2.7,2.7
2013/11/26,Tue,12:11 PM,NA,2.2,67,L,-1.5,1.5
2013/11/26,Tue,5:16 PM,NA,3.7,113,H,2.2,2.2
2013/11/26,Tue,11:32 PM,NA,1.5,46,L,-3.7,3.7
2013/11/27,Wed,6:13 AM,NA,5.2,158,H,3.6,3.6
2013/11/27,Wed,1:01 PM,NA,1.6,49,L,-2.1,2.1
2013/11/27,Wed,6:35 PM,NA,3.7,113,H,1.9,1.9
2013/11/28,Thu,12:22 AM,NA,1.8,55,L,-3.7,3.7
2013/11/28,Thu,6:50 AM,NA,5.5,168,H,4.6,4.6
2013/11/28,Thu,1:46 PM,NA,0.9,27,L,-3,3
2013/11/28,Thu,7:46 PM,NA,3.9,119,H,1.9,1.9
2013/11/29,Fri,1:11 AM,NA,2,61,L,-3.8,3.8
2013/11/29,Fri,7:27 AM,NA,5.8,177,H,5.5,5.5
2013/11/29,Fri,2:28 PM,NA,0.3,9,L,-3.8,3.8
2013/11/29,Fri,8:48 PM,NA,4.1,125,H,1.9,1.9
2013/11/30,Sat,1:58 AM,NA,2.2,67,L,-3.9,3.9
2013/11/30,Sat,8:06 AM,NA,6.1,186,H,6.5,6.5
2013/11/30,Sat,3:09 PM,NA,-0.4,-12,L,-4.8,4.8
2013/11/30,Sat,9:43 PM,NA,4.4,134,H,2,2
2013/12/01,Sun,2:45 AM,NA,2.4,73,L,-4,4
2013/12/01,Sun,8:46 AM,NA,6.4,195,H,7.3,7.3
2013/12/01,Sun,3:51 PM,NA,-0.9,-27,L,-5.5,5.5
2013/12/01,Sun,10:34 PM,NA,4.6,140,H,2.1,2.1
2013/12/02,Mon,3:32 AM,NA,2.5,76,L,-4.1,4.1
2013/12/02,Mon,9:29 AM,NA,6.6,201,H,7.9,7.9
2013/12/02,Mon,4:35 PM,NA,-1.3,-40,L,-6,6
2013/12/02,Mon,11:24 PM,NA,4.7,143,H,2.1,2.1
2013/12/03,Tue,4:20 AM,NA,2.6,79,L,-4.1,4.1
2013/12/03,Tue,10:14 AM,NA,6.7,204,H,8.2,8.2
2013/12/03,Tue,5:20 PM,NA,-1.5,-46,L,-6.4,6.4
2013/12/04,Wed,12:13 AM,NA,4.9,149,H,2.3,2.3
2013/12/04,Wed,5:11 AM,NA,2.6,79,L,-4,4
2013/12/04,Wed,11:02 AM,NA,6.6,201,H,8,8
2013/12/04,Wed,6:07 PM,NA,-1.4,-43,L,-6.4,6.4
2013/12/05,Thu,1:03 AM,NA,5,152,H,2.3,2.3
2013/12/05,Thu,6:06 AM,NA,2.7,82,L,-3.7,3.7
2013/12/05,Thu,11:53 AM,NA,6.4,195,H,7.6,7.6
2013/12/05,Thu,6:56 PM,NA,-1.2,-37,L,-6.3,6.3
2013/12/06,Fri,1:53 AM,NA,5.1,155,H,2.5,2.5
2013/12/06,Fri,7:08 AM,NA,2.6,79,L,-3.4,3.4
2013/12/06,Fri,12:49 PM,NA,6,183,H,6.8,6.8
2013/12/06,Fri,7:47 PM,NA,-0.8,-24,L,-6,6
2013/12/07,Sat,2:45 AM,NA,5.2,158,H,2.7,2.7
2013/12/07,Sat,8:18 AM,NA,2.5,76,L,-2.9,2.9
2013/12/07,Sat,1:50 PM,NA,5.4,165,H,5.7,5.7
2013/12/07,Sat,8:41 PM,NA,-0.3,-9,L,-5.6,5.6
2013/12/08,Sun,3:37 AM,NA,5.3,162,H,3,3
2013/12/08,Sun,9:35 AM,NA,2.3,70,L,-2.5,2.5
2013/12/08,Sun,3:00 PM,NA,4.8,146,H,4.5,4.5
2013/12/08,Sun,9:37 PM,NA,0.3,9,L,-5.2,5.2
2013/12/09,Mon,4:30 AM,NA,5.5,168,H,3.6,3.6
2013/12/09,Mon,10:55 AM,NA,1.9,58,L,-2.4,2.4
2013/12/09,Mon,4:20 PM,NA,4.3,131,H,3.5,3.5
2013/12/09,Mon,10:35 PM,NA,0.8,24,L,-4.9,4.9
2013/12/10,Tue,5:21 AM,NA,5.7,174,H,4.3,4.3
2013/12/10,Tue,12:08 PM,NA,1.4,43,L,-2.6,2.6
2013/12/10,Tue,5:46 PM,NA,4,122,H,2.6,2.6
2013/12/10,Tue,11:34 PM,NA,1.4,43,L,-4.5,4.5
2013/12/11,Wed,6:09 AM,NA,5.9,180,H,5.1,5.1
2013/12/11,Wed,1:11 PM,NA,0.8,24,L,-3.2,3.2
2013/12/11,Wed,7:09 PM,NA,4,122,H,2.2,2.2
2013/12/12,Thu,12:32 AM,NA,1.8,55,L,-4.2,4.2
2013/12/12,Thu,6:55 AM,NA,6,183,H,5.7,5.7
2013/12/12,Thu,2:06 PM,NA,0.3,9,L,-3.8,3.8
2013/12/12,Thu,8:21 PM,NA,4.1,125,H,1.9,1.9
2013/12/13,Fri,1:27 AM,NA,2.2,67,L,-3.9,3.9
2013/12/13,Fri,7:37 AM,NA,6.1,186,H,6.2,6.2
2013/12/13,Fri,2:52 PM,NA,-0.1,-3,L,-4.4,4.4
2013/12/13,Fri,9:21 PM,NA,4.3,131,H,1.8,1.8
2013/12/14,Sat,2:17 AM,NA,2.5,76,L,-3.6,3.6
2013/12/14,Sat,8:17 AM,NA,6.1,186,H,6.4,6.4
2013/12/14,Sat,3:34 PM,NA,-0.3,-9,L,-4.8,4.8
2013/12/14,Sat,10:12 PM,NA,4.5,137,H,1.8,1.8
2013/12/15,Sun,3:04 AM,NA,2.7,82,L,-3.4,3.4
2013/12/15,Sun,8:54 AM,NA,6.1,186,H,6.6,6.6
2013/12/15,Sun,4:11 PM,NA,-0.5,-15,L,-5.1,5.1
2013/12/15,Sun,10:58 PM,NA,4.6,140,H,1.8,1.8
2013/12/16,Mon,3:48 AM,NA,2.8,85,L,-3.2,3.2
2013/12/16,Mon,9:30 AM,NA,6,183,H,6.5,6.5
2013/12/16,Mon,4:45 PM,NA,-0.5,-15,L,-5.1,5.1
2013/12/16,Mon,11:38 PM,NA,4.6,140,H,1.7,1.7
2013/12/17,Tue,4:29 AM,NA,2.9,88,L,-3,3
2013/12/17,Tue,10:04 AM,NA,5.9,180,H,6.4,6.4
2013/12/17,Tue,5:18 PM,NA,-0.5,-15,L,-5.1,5.1
2013/12/18,Wed,12:16 AM,NA,4.6,140,H,1.6,1.6
2013/12/18,Wed,5:10 AM,NA,3,91,L,-2.8,2.8
2013/12/18,Wed,10:39 AM,NA,5.8,177,H,6.2,6.2
2013/12/18,Wed,5:51 PM,NA,-0.4,-12,L,-5,5
2013/12/19,Thu,12:51 AM,NA,4.6,140,H,1.6,1.6
2013/12/19,Thu,5:50 AM,NA,3,91,L,-2.6,2.6
2013/12/19,Thu,11:14 AM,NA,5.6,171,H,5.9,5.9
2013/12/19,Thu,6:24 PM,NA,-0.3,-9,L,-4.9,4.9
2013/12/20,Fri,1:25 AM,NA,4.6,140,H,1.6,1.6
2013/12/20,Fri,6:32 AM,NA,3,91,L,-2.3,2.3
2013/12/20,Fri,11:52 AM,NA,5.3,162,H,5.3,5.3
2013/12/20,Fri,6:58 PM,NA,0,0,L,-4.7,4.7
2013/12/21,Sat,1:59 AM,NA,4.7,143,H,1.7,1.7
2013/12/21,Sat,7:18 AM,NA,3,91,L,-2,2
2013/12/21,Sat,12:32 PM,NA,5,152,H,4.8,4.8
2013/12/21,Sat,7:33 PM,NA,0.2,6,L,-4.5,4.5
2013/12/22,Sun,2:34 AM,NA,4.7,143,H,1.8,1.8
2013/12/22,Sun,8:10 AM,NA,2.9,88,L,-1.7,1.7
2013/12/22,Sun,1:18 PM,NA,4.6,140,H,4,4
2013/12/22,Sun,8:11 PM,NA,0.6,18,L,-4.2,4.2
2013/12/23,Mon,3:11 AM,NA,4.8,146,H,2,2
2013/12/23,Mon,9:10 AM,NA,2.8,85,L,-1.4,1.4
2013/12/23,Mon,2:11 PM,NA,4.2,128,H,3.2,3.2
2013/12/23,Mon,8:52 PM,NA,1,30,L,-4,4
2013/12/24,Tue,3:50 AM,NA,5,152,H,2.6,2.6
2013/12/24,Tue,10:15 AM,NA,2.4,73,L,-1.4,1.4
2013/12/24,Tue,3:16 PM,NA,3.8,116,H,2.4,2.4
2013/12/24,Tue,9:37 PM,NA,1.4,43,L,-3.8,3.8
2013/12/25,Wed,4:30 AM,NA,5.2,158,H,3.2,3.2
2013/12/25,Wed,11:20 AM,NA,2,61,L,-1.5,1.5
2013/12/25,Wed,4:37 PM,NA,3.5,107,H,1.7,1.7
2013/12/25,Wed,10:29 PM,NA,1.8,55,L,-3.6,3.6
2013/12/26,Thu,5:13 AM,NA,5.4,165,H,4,4
2013/12/26,Thu,12:19 PM,NA,1.4,43,L,-2.1,2.1
2013/12/26,Thu,6:09 PM,NA,3.5,107,H,1.3,1.3
2013/12/26,Thu,11:27 PM,NA,2.2,67,L,-3.5,3.5
2013/12/27,Fri,5:58 AM,NA,5.7,174,H,5,5
2013/12/27,Fri,1:12 PM,NA,0.7,21,L,-2.9,2.9
2013/12/27,Fri,7:33 PM,NA,3.6,110,H,1.1,1.1
2013/12/28,Sat,12:26 AM,NA,2.5,76,L,-3.5,3.5
2013/12/28,Sat,6:45 AM,NA,6,183,H,5.9,5.9
2013/12/28,Sat,2:01 PM,NA,0.1,3,L,-3.9,3.9
2013/12/28,Sat,8:40 PM,NA,4,122,H,1.3,1.3
2013/12/29,Sun,1:25 AM,NA,2.7,82,L,-3.7,3.7
2013/12/29,Sun,7:33 AM,NA,6.4,195,H,7,7
2013/12/29,Sun,2:48 PM,NA,-0.6,-18,L,-4.9,4.9
2013/12/29,Sun,9:35 PM,NA,4.3,131,H,1.6,1.6
2013/12/30,Mon,2:20 AM,NA,2.7,82,L,-4,4
2013/12/30,Mon,8:21 AM,NA,6.7,204,H,7.7,7.7
2013/12/30,Mon,3:34 PM,NA,-1,-30,L,-5.6,5.6
2013/12/30,Mon,10:24 PM,NA,4.6,140,H,1.9,1.9
2013/12/31,Tue,3:14 AM,NA,2.7,82,L,-4.2,4.2
2013/12/31,Tue,9:10 AM,NA,6.9,210,H,8.3,8.3
2013/12/31,Tue,4:20 PM,NA,-1.4,-43,L,-6.3,6.3
2013/12/31,Tue,11:10 PM,NA,4.9,149,H,4.9,4.9
