Buoy,#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
46237,2014,1,1,0,31,NA,NA,NA,1.64,14.29,9.98,271,NA,NA,10.7,NA,NA,NA
46237,2014,1,1,1,1,NA,NA,NA,1.52,14.29,9.58,269,NA,NA,10.6,NA,NA,NA
46237,2014,1,1,1,31,NA,NA,NA,1.5,13.33,8.81,276,NA,NA,10.6,NA,NA,NA
46237,2014,1,1,2,1,NA,NA,NA,1.58,13.33,8.78,273,NA,NA,10.6,NA,NA,NA
46237,2014,1,1,2,31,NA,NA,NA,1.54,14.29,9.17,278,NA,NA,10.6,NA,NA,NA
46237,2014,1,1,3,1,NA,NA,NA,1.61,14.29,9.2,274,NA,NA,10.6,NA,NA,NA
46237,2014,1,1,3,31,NA,NA,NA,1.58,14.29,9.23,277,NA,NA,10.6,NA,NA,NA
46237,2014,1,1,4,1,NA,NA,NA,1.66,14.29,9.4,277,NA,NA,10.6,NA,NA,NA
46237,2014,1,1,4,31,NA,NA,NA,1.42,15.38,8.9,267,NA,NA,10.5,NA,NA,NA
46237,2014,1,1,5,1,NA,NA,NA,1.44,15.38,9.11,270,NA,NA,10.5,NA,NA,NA
46237,2014,1,1,5,31,NA,NA,NA,1.38,14.29,9.64,267,NA,NA,10.6,NA,NA,NA
46237,2014,1,1,6,1,NA,NA,NA,1.34,15.38,9.82,266,NA,NA,10.6,NA,NA,NA
46237,2014,1,1,6,31,NA,NA,NA,1.39,14.29,9.79,273,NA,NA,10.6,NA,NA,NA
46237,2014,1,1,7,1,NA,NA,NA,1.36,12.5,9.89,274,NA,NA,10.6,NA,NA,NA
46237,2014,1,1,7,31,NA,NA,NA,1.42,15.38,10.49,271,NA,NA,10.6,NA,NA,NA
46237,2014,1,1,8,1,NA,NA,NA,1.37,15.38,10.23,276,NA,NA,10.5,NA,NA,NA
46237,2014,1,1,8,31,NA,NA,NA,1.37,15.38,10.44,280,NA,NA,10.5,NA,NA,NA
46237,2014,1,1,9,1,NA,NA,NA,1.62,14.29,11.28,277,NA,NA,10.5,NA,NA,NA
46237,2014,1,1,9,31,NA,NA,NA,1.23,14.29,9.81,280,NA,NA,10.6,NA,NA,NA
46237,2014,1,1,10,1,NA,NA,NA,1.48,14.29,11,271,NA,NA,10.6,NA,NA,NA
46237,2014,1,1,10,31,NA,NA,NA,1.41,15.38,11.02,278,NA,NA,10.6,NA,NA,NA
46237,2014,1,1,11,1,NA,NA,NA,1.31,14.29,10.61,276,NA,NA,10.5,NA,NA,NA
46237,2014,1,1,11,31,NA,NA,NA,1.35,15.38,10.89,269,NA,NA,10.5,NA,NA,NA
46237,2014,1,1,12,1,NA,NA,NA,1.44,15.38,11.32,264,NA,NA,10.5,NA,NA,NA
46237,2014,1,1,12,31,NA,NA,NA,1.45,15.38,11,267,NA,NA,10.5,NA,NA,NA
46237,2014,1,1,13,1,NA,NA,NA,1.42,14.29,10.36,273,NA,NA,10.5,NA,NA,NA
46237,2014,1,1,13,31,NA,NA,NA,1.37,14.29,9.82,278,NA,NA,10.5,NA,NA,NA
46237,2014,1,1,14,1,NA,NA,NA,1.33,13.33,9.66,271,NA,NA,10.5,NA,NA,NA
46237,2014,1,1,14,31,NA,NA,NA,1.61,14.29,11.17,273,NA,NA,10.5,NA,NA,NA
46237,2014,1,1,15,1,NA,NA,NA,1.4,14.29,10.55,264,NA,NA,10.5,NA,NA,NA
46237,2014,1,1,15,31,NA,NA,NA,1.48,14.29,10.83,271,NA,NA,10.5,NA,NA,NA
46237,2014,1,1,16,1,NA,NA,NA,1.56,15.38,10.94,266,NA,NA,10.5,NA,NA,NA
46237,2014,1,1,16,31,NA,NA,NA,1.41,14.29,10.78,280,NA,NA,10.4,NA,NA,NA
46237,2014,1,1,17,1,NA,NA,NA,1.65,14.29,11.44,270,NA,NA,10.5,NA,NA,NA
46237,2014,1,1,17,31,NA,NA,NA,1.29,14.29,9.91,273,NA,NA,10.5,NA,NA,NA
46237,2014,1,1,18,1,NA,NA,NA,1.19,13.33,9.25,280,NA,NA,10.5,NA,NA,NA
46237,2014,1,1,18,31,NA,NA,NA,1.36,14.29,9.63,271,NA,NA,10.6,NA,NA,NA
46237,2014,1,1,19,1,NA,NA,NA,1.32,14.29,9.98,270,NA,NA,10.6,NA,NA,NA
46237,2014,1,1,19,31,NA,NA,NA,1.31,13.33,9.83,270,NA,NA,10.7,NA,NA,NA
46237,2014,1,1,20,1,NA,NA,NA,1.24,13.33,9.65,269,NA,NA,10.8,NA,NA,NA
46237,2014,1,1,20,31,NA,NA,NA,1.38,13.33,10.62,273,NA,NA,10.9,NA,NA,NA
46237,2014,1,1,21,1,NA,NA,NA,1.47,14.29,10.99,271,NA,NA,10.9,NA,NA,NA
46237,2014,1,1,21,31,NA,NA,NA,1.36,14.29,10.62,271,NA,NA,10.9,NA,NA,NA
46237,2014,1,1,22,1,NA,NA,NA,1.26,14.29,10.64,263,NA,NA,11,NA,NA,NA
46237,2014,1,1,22,31,NA,NA,NA,1.32,14.29,10.93,264,NA,NA,10.9,NA,NA,NA
46237,2014,1,1,23,1,NA,NA,NA,1.3,14.29,10.72,267,NA,NA,10.9,NA,NA,NA
46237,2014,1,1,23,31,NA,NA,NA,1.23,13.33,9.77,273,NA,NA,10.8,NA,NA,NA
46237,2014,1,2,0,1,NA,NA,NA,1.25,14.29,9.67,270,NA,NA,10.8,NA,NA,NA
46237,2014,1,2,0,31,NA,NA,NA,1.33,14.29,9.45,274,NA,NA,10.7,NA,NA,NA
46237,2014,1,2,1,1,NA,NA,NA,1.38,14.29,8.77,270,NA,NA,10.6,NA,NA,NA
46237,2014,1,2,1,31,NA,NA,NA,1.26,12.5,8.3,271,NA,NA,10.6,NA,NA,NA
46237,2014,1,2,2,1,NA,NA,NA,1.27,13.33,7.89,278,NA,NA,10.6,NA,NA,NA
46237,2014,1,2,2,31,NA,NA,NA,1.22,14.29,8.42,277,NA,NA,10.6,NA,NA,NA
46237,2014,1,2,3,1,NA,NA,NA,1.21,14.29,8.4,271,NA,NA,10.6,NA,NA,NA
46237,2014,1,2,3,31,NA,NA,NA,1.37,13.33,9.31,278,NA,NA,10.6,NA,NA,NA
46237,2014,1,2,4,1,NA,NA,NA,1.31,14.29,8.92,273,NA,NA,10.6,NA,NA,NA
46237,2014,1,2,4,31,NA,NA,NA,1.28,12.5,8.57,276,NA,NA,10.6,NA,NA,NA
46237,2014,1,2,5,1,NA,NA,NA,1.15,12.5,8.7,271,NA,NA,10.5,NA,NA,NA
46237,2014,1,2,5,31,NA,NA,NA,1.23,14.29,8.82,267,NA,NA,10.5,NA,NA,NA
46237,2014,1,2,6,1,NA,NA,NA,1.21,14.29,9.47,277,NA,NA,10.6,NA,NA,NA
46237,2014,1,2,6,31,NA,NA,NA,1.1,14.29,8.79,271,NA,NA,10.6,NA,NA,NA
46237,2014,1,2,7,1,NA,NA,NA,1.13,13.33,9.18,281,NA,NA,10.6,NA,NA,NA
46237,2014,1,2,7,31,NA,NA,NA,1.07,13.33,8.67,271,NA,NA,10.6,NA,NA,NA
46237,2014,1,2,8,1,NA,NA,NA,1.06,13.33,8.75,273,NA,NA,10.6,NA,NA,NA
46237,2014,1,2,8,31,NA,NA,NA,1.09,13.33,8.93,276,NA,NA,10.5,NA,NA,NA
46237,2014,1,2,9,1,NA,NA,NA,1.28,13.33,9.94,273,NA,NA,10.5,NA,NA,NA
46237,2014,1,2,9,31,NA,NA,NA,1.09,13.33,8.96,273,NA,NA,10.5,NA,NA,NA
46237,2014,1,2,10,1,NA,NA,NA,1.21,13.33,9.95,277,NA,NA,10.5,NA,NA,NA
46237,2014,1,2,10,31,NA,NA,NA,1.14,11.76,8.98,276,NA,NA,10.5,NA,NA,NA
46237,2014,1,2,11,1,NA,NA,NA,1.1,13.33,8.7,271,NA,NA,10.5,NA,NA,NA
46237,2014,1,2,11,31,NA,NA,NA,1.25,13.33,9.23,273,NA,NA,10.4,NA,NA,NA
46237,2014,1,2,12,1,NA,NA,NA,1.17,13.33,9.03,273,NA,NA,10.4,NA,NA,NA
46237,2014,1,2,12,31,NA,NA,NA,1.08,13.33,8.82,278,NA,NA,10.4,NA,NA,NA
46237,2014,1,2,13,1,NA,NA,NA,1.03,12.5,8.19,267,NA,NA,10.4,NA,NA,NA
46237,2014,1,2,13,31,NA,NA,NA,1.17,13.33,8.96,269,NA,NA,10.7,NA,NA,NA
46237,2014,1,2,14,1,NA,NA,NA,1.24,13.33,8.71,274,NA,NA,10.7,NA,NA,NA
46237,2014,1,2,14,31,NA,NA,NA,1.14,13.33,7.47,277,NA,NA,10.7,NA,NA,NA
46237,2014,1,2,15,1,NA,NA,NA,1.01,13.33,6.31,267,NA,NA,10.7,NA,NA,NA
46237,2014,1,2,15,31,NA,NA,NA,1.05,12.5,6.56,269,NA,NA,10.7,NA,NA,NA
46237,2014,1,2,16,1,NA,NA,NA,1.05,13.33,6.81,269,NA,NA,10.6,NA,NA,NA
46237,2014,1,2,16,31,NA,NA,NA,1.04,12.5,6.52,274,NA,NA,10.6,NA,NA,NA
46237,2014,1,2,17,1,NA,NA,NA,1.04,13.33,7.14,271,NA,NA,10.7,NA,NA,NA
46237,2014,1,2,17,31,NA,NA,NA,0.93,13.33,6.62,266,NA,NA,10.7,NA,NA,NA
46237,2014,1,2,18,1,NA,NA,NA,0.99,12.5,7.08,274,NA,NA,10.7,NA,NA,NA
46237,2014,1,2,18,31,NA,NA,NA,1.05,12.5,8.04,269,NA,NA,10.7,NA,NA,NA
46237,2014,1,2,19,1,NA,NA,NA,0.98,11.76,8,277,NA,NA,10.7,NA,NA,NA
46237,2014,1,2,19,31,NA,NA,NA,1,13.33,7.55,266,NA,NA,10.8,NA,NA,NA
46237,2014,1,2,20,1,NA,NA,NA,0.96,13.33,7.06,262,NA,NA,10.9,NA,NA,NA
46237,2014,1,2,20,31,NA,NA,NA,0.97,13.33,7.08,260,NA,NA,10.9,NA,NA,NA
46237,2014,1,2,21,1,NA,NA,NA,0.95,12.5,7.13,270,NA,NA,10.9,NA,NA,NA
46237,2014,1,2,21,31,NA,NA,NA,1,12.5,7.86,273,NA,NA,10.9,NA,NA,NA
46237,2014,1,2,22,1,NA,NA,NA,0.94,12.5,8.49,274,NA,NA,11,NA,NA,NA
46237,2014,1,2,22,31,NA,NA,NA,0.97,13.33,9.24,264,NA,NA,11,NA,NA,NA
46237,2014,1,2,23,1,NA,NA,NA,0.96,11.11,9,264,NA,NA,10.9,NA,NA,NA
46237,2014,1,2,23,31,NA,NA,NA,1.07,12.5,9.66,270,NA,NA,10.8,NA,NA,NA
46237,2014,1,3,0,1,NA,NA,NA,0.98,13.33,9.29,259,NA,NA,10.7,NA,NA,NA
46237,2014,1,3,0,31,NA,NA,NA,0.92,12.5,9.51,271,NA,NA,10.7,NA,NA,NA
46237,2014,1,3,1,1,NA,NA,NA,1.05,12.5,9.62,276,NA,NA,10.8,NA,NA,NA
46237,2014,1,3,1,31,NA,NA,NA,1.07,12.5,9.55,266,NA,NA,10.7,NA,NA,NA
46237,2014,1,3,2,1,NA,NA,NA,0.93,11.76,9.43,269,NA,NA,10.7,NA,NA,NA
46237,2014,1,3,2,31,NA,NA,NA,1.04,11.76,9.93,270,NA,NA,10.7,NA,NA,NA
46237,2014,1,3,3,1,NA,NA,NA,0.88,11.76,9.58,267,NA,NA,10.6,NA,NA,NA
46237,2014,1,3,3,31,NA,NA,NA,1.03,12.5,10.01,271,NA,NA,10.6,NA,NA,NA
46237,2014,1,3,4,1,NA,NA,NA,0.94,12.5,9.95,276,NA,NA,10.6,NA,NA,NA
46237,2014,1,3,4,31,NA,NA,NA,1.01,11.76,10.05,267,NA,NA,10.6,NA,NA,NA
46237,2014,1,3,5,1,NA,NA,NA,0.91,11.76,9.22,273,NA,NA,10.6,NA,NA,NA
46237,2014,1,3,5,31,NA,NA,NA,0.95,13.33,9.46,269,NA,NA,10.6,NA,NA,NA
46237,2014,1,3,6,1,NA,NA,NA,0.9,12.5,8.57,274,NA,NA,10.6,NA,NA,NA
46237,2014,1,3,6,31,NA,NA,NA,0.97,11.76,8.72,270,NA,NA,10.6,NA,NA,NA
46237,2014,1,3,7,1,NA,NA,NA,0.94,10.53,8.94,278,NA,NA,10.6,NA,NA,NA
46237,2014,1,3,7,31,NA,NA,NA,0.85,12.5,8.44,280,NA,NA,10.6,NA,NA,NA
46237,2014,1,3,8,1,NA,NA,NA,0.97,11.11,9.37,273,NA,NA,10.6,NA,NA,NA
46237,2014,1,3,8,31,NA,NA,NA,0.87,11.76,8.92,278,NA,NA,10.5,NA,NA,NA
46237,2014,1,3,9,1,NA,NA,NA,0.85,11.76,8.6,273,NA,NA,10.5,NA,NA,NA
46237,2014,1,3,9,31,NA,NA,NA,0.94,11.11,9.07,278,NA,NA,10.5,NA,NA,NA
46237,2014,1,3,10,1,NA,NA,NA,0.85,12.5,9.02,274,NA,NA,10.4,NA,NA,NA
46237,2014,1,3,10,31,NA,NA,NA,0.9,15.38,9.81,273,NA,NA,10.4,NA,NA,NA
46237,2014,1,3,11,1,NA,NA,NA,0.9,12.5,9.47,269,NA,NA,10.4,NA,NA,NA
46237,2014,1,3,11,31,NA,NA,NA,0.93,11.11,8.96,277,NA,NA,10.4,NA,NA,NA
46237,2014,1,3,12,1,NA,NA,NA,0.86,15.38,8.71,276,NA,NA,10.5,NA,NA,NA
46237,2014,1,3,12,31,NA,NA,NA,0.86,14.29,8.5,266,NA,NA,10.7,NA,NA,NA
46237,2014,1,3,13,1,NA,NA,NA,0.97,15.38,8.78,271,NA,NA,10.8,NA,NA,NA
46237,2014,1,3,13,31,NA,NA,NA,1.02,15.38,9.07,276,NA,NA,10.8,NA,NA,NA
46237,2014,1,3,14,1,NA,NA,NA,0.9,15.38,8.81,276,NA,NA,10.8,NA,NA,NA
46237,2014,1,3,14,31,NA,NA,NA,0.98,13.33,8.81,263,NA,NA,10.7,NA,NA,NA
46237,2014,1,3,15,1,NA,NA,NA,0.92,14.29,8.61,269,NA,NA,10.6,NA,NA,NA
46237,2014,1,3,15,31,NA,NA,NA,0.99,11.76,8.83,276,NA,NA,10.7,NA,NA,NA
46237,2014,1,3,16,1,NA,NA,NA,0.9,16.67,8.9,273,NA,NA,10.7,NA,NA,NA
46237,2014,1,3,16,31,NA,NA,NA,1.06,15.38,8.95,277,NA,NA,10.7,NA,NA,NA
46237,2014,1,3,17,1,NA,NA,NA,0.96,11.11,8.05,274,NA,NA,10.7,NA,NA,NA
46237,2014,1,3,17,31,NA,NA,NA,0.96,15.38,7.69,271,NA,NA,10.7,NA,NA,NA
46237,2014,1,3,18,1,NA,NA,NA,1,16.67,8.14,276,NA,NA,10.8,NA,NA,NA
46237,2014,1,3,18,31,NA,NA,NA,1.05,15.38,8.76,276,NA,NA,10.8,NA,NA,NA
46237,2014,1,3,19,1,NA,NA,NA,1.12,15.38,9.23,277,NA,NA,10.8,NA,NA,NA
46237,2014,1,3,19,31,NA,NA,NA,1.12,16.67,9.96,277,NA,NA,10.9,NA,NA,NA
46237,2014,1,3,20,1,NA,NA,NA,1.09,15.38,10.55,278,NA,NA,11,NA,NA,NA
46237,2014,1,3,20,31,NA,NA,NA,1.1,15.38,10.73,281,NA,NA,11.1,NA,NA,NA
46237,2014,1,3,21,1,NA,NA,NA,1,15.38,10.26,274,NA,NA,11.2,NA,NA,NA
46237,2014,1,3,21,31,NA,NA,NA,1.01,15.38,9.84,280,NA,NA,11.2,NA,NA,NA
46237,2014,1,3,22,1,NA,NA,NA,1.13,16.67,10.59,276,NA,NA,11.2,NA,NA,NA
46237,2014,1,3,22,31,NA,NA,NA,1.08,16.67,10.34,273,NA,NA,11.2,NA,NA,NA
46237,2014,1,3,23,1,NA,NA,NA,1.16,15.38,10.54,281,NA,NA,11.2,NA,NA,NA
46237,2014,1,3,23,31,NA,NA,NA,1.12,15.38,11.08,277,NA,NA,11.1,NA,NA,NA
46237,2014,1,4,0,1,NA,NA,NA,1.15,15.38,10.92,266,NA,NA,10.9,NA,NA,NA
46237,2014,1,4,0,31,NA,NA,NA,1.13,14.29,11,278,NA,NA,10.9,NA,NA,NA
46237,2014,1,4,1,1,NA,NA,NA,1.31,14.29,11.41,283,NA,NA,10.8,NA,NA,NA
46237,2014,1,4,1,31,NA,NA,NA,1.13,14.29,10.84,277,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,2,1,NA,NA,NA,1.27,14.29,10.53,278,NA,NA,10.8,NA,NA,NA
46237,2014,1,4,2,31,NA,NA,NA,1.37,15.38,10.28,271,NA,NA,10.8,NA,NA,NA
46237,2014,1,4,3,1,NA,NA,NA,1.26,14.29,8.91,277,NA,NA,10.8,NA,NA,NA
46237,2014,1,4,3,31,NA,NA,NA,1.25,15.38,8.38,271,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,4,1,NA,NA,NA,1.39,14.29,9.03,277,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,4,31,NA,NA,NA,1.32,15.38,8.68,285,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,5,1,NA,NA,NA,1.25,13.33,8.19,274,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,5,31,NA,NA,NA,1.34,13.33,8.11,278,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,6,1,NA,NA,NA,1.54,15.38,9.04,276,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,6,31,NA,NA,NA,1.34,13.33,8.4,283,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,7,1,NA,NA,NA,1.39,14.29,8.59,270,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,7,31,NA,NA,NA,1.37,14.29,8.41,281,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,8,1,NA,NA,NA,1.36,14.29,8.03,283,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,8,31,NA,NA,NA,1.51,14.29,8.27,278,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,9,1,NA,NA,NA,1.53,13.33,8.45,280,NA,NA,10.8,NA,NA,NA
46237,2014,1,4,9,31,NA,NA,NA,1.52,13.33,8.65,277,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,10,1,NA,NA,NA,1.56,14.29,9.32,280,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,10,31,NA,NA,NA,1.62,13.33,9.25,276,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,11,1,NA,NA,NA,1.57,13.33,9.44,281,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,11,31,NA,NA,NA,1.46,13.33,8.77,281,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,12,1,NA,NA,NA,1.42,14.29,9.15,277,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,12,31,NA,NA,NA,1.67,13.33,9.61,284,NA,NA,10.8,NA,NA,NA
46237,2014,1,4,13,1,NA,NA,NA,1.46,13.33,8.71,278,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,13,31,NA,NA,NA,1.58,13.33,9.45,281,NA,NA,10.6,NA,NA,NA
46237,2014,1,4,14,1,NA,NA,NA,1.38,13.33,8.58,281,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,14,31,NA,NA,NA,1.41,13.33,8.6,271,NA,NA,10.8,NA,NA,NA
46237,2014,1,4,15,1,NA,NA,NA,1.46,13.33,8.84,281,NA,NA,10.8,NA,NA,NA
46237,2014,1,4,15,31,NA,NA,NA,1.58,13.33,8.84,285,NA,NA,10.8,NA,NA,NA
46237,2014,1,4,16,1,NA,NA,NA,1.53,12.5,8.83,274,NA,NA,10.8,NA,NA,NA
46237,2014,1,4,16,31,NA,NA,NA,1.48,12.5,8.81,284,NA,NA,10.7,NA,NA,NA
46237,2014,1,4,17,1,NA,NA,NA,1.51,12.5,8.78,280,NA,NA,10.8,NA,NA,NA
46237,2014,1,4,17,31,NA,NA,NA,1.41,13.33,8.48,277,NA,NA,10.8,NA,NA,NA
46237,2014,1,4,18,1,NA,NA,NA,1.25,13.33,8.12,281,NA,NA,10.8,NA,NA,NA
46237,2014,1,4,18,31,NA,NA,NA,1.33,12.5,8.83,277,NA,NA,10.9,NA,NA,NA
46237,2014,1,4,19,1,NA,NA,NA,1.32,12.5,8.66,277,NA,NA,11,NA,NA,NA
46237,2014,1,4,19,31,NA,NA,NA,1.28,13.33,8.6,273,NA,NA,11,NA,NA,NA
46237,2014,1,4,20,1,NA,NA,NA,1.18,13.33,7.9,278,NA,NA,11,NA,NA,NA
46237,2014,1,4,20,31,NA,NA,NA,1.24,12.5,8.45,278,NA,NA,11.1,NA,NA,NA
46237,2014,1,4,21,1,NA,NA,NA,1.3,12.5,8.69,276,NA,NA,11.2,NA,NA,NA
46237,2014,1,4,21,31,NA,NA,NA,1.19,13.33,8.63,274,NA,NA,11.3,NA,NA,NA
46237,2014,1,4,22,1,NA,NA,NA,1.2,13.33,8.12,276,NA,NA,11.2,NA,NA,NA
46237,2014,1,4,22,31,NA,NA,NA,1.2,13.33,7.57,273,NA,NA,11.2,NA,NA,NA
46237,2014,1,4,23,1,NA,NA,NA,1.21,11.76,7.81,278,NA,NA,11.3,NA,NA,NA
46237,2014,1,4,23,31,NA,NA,NA,1.18,12.5,7.55,278,NA,NA,11.2,NA,NA,NA
46237,2014,1,5,0,1,NA,NA,NA,1.19,12.5,7.62,274,NA,NA,11.2,NA,NA,NA
46237,2014,1,5,0,31,NA,NA,NA,1.16,12.5,7.22,277,NA,NA,11,NA,NA,NA
46237,2014,1,5,1,1,NA,NA,NA,1.24,12.5,7.58,269,NA,NA,11,NA,NA,NA
46237,2014,1,5,1,31,NA,NA,NA,1.27,11.76,7.04,281,NA,NA,11,NA,NA,NA
46237,2014,1,5,2,1,NA,NA,NA,1.24,11.76,6.59,278,NA,NA,10.9,NA,NA,NA
46237,2014,1,5,2,31,NA,NA,NA,1.3,11.76,6.58,284,NA,NA,10.8,NA,NA,NA
46237,2014,1,5,3,1,NA,NA,NA,1.16,12.5,6.4,271,NA,NA,10.9,NA,NA,NA
46237,2014,1,5,3,31,NA,NA,NA,1.11,11.76,6.38,283,NA,NA,10.9,NA,NA,NA
46237,2014,1,5,4,1,NA,NA,NA,1.27,11.76,7.35,277,NA,NA,10.8,NA,NA,NA
46237,2014,1,5,4,31,NA,NA,NA,1.06,11.76,6.74,284,NA,NA,10.8,NA,NA,NA
46237,2014,1,5,5,1,NA,NA,NA,1.01,11.11,6.8,278,NA,NA,10.8,NA,NA,NA
46237,2014,1,5,5,31,NA,NA,NA,1.08,12.5,7.24,276,NA,NA,10.8,NA,NA,NA
46237,2014,1,5,6,1,NA,NA,NA,1,11.76,6.84,281,NA,NA,10.7,NA,NA,NA
46237,2014,1,5,6,31,NA,NA,NA,0.97,11.76,6.93,283,NA,NA,10.7,NA,NA,NA
46237,2014,1,5,7,1,NA,NA,NA,0.95,13.33,6.73,269,NA,NA,10.7,NA,NA,NA
46237,2014,1,5,7,31,NA,NA,NA,0.94,11.76,6.74,280,NA,NA,10.7,NA,NA,NA
46237,2014,1,5,8,1,NA,NA,NA,1.03,11.76,7.38,276,NA,NA,10.7,NA,NA,NA
46237,2014,1,5,8,31,NA,NA,NA,0.86,12.5,6.78,284,NA,NA,10.7,NA,NA,NA
46237,2014,1,5,9,1,NA,NA,NA,0.88,11.76,7.12,281,NA,NA,10.7,NA,NA,NA
46237,2014,1,5,9,31,NA,NA,NA,0.83,12.5,7.05,271,NA,NA,10.6,NA,NA,NA
46237,2014,1,5,10,1,NA,NA,NA,0.88,11.76,7.1,285,NA,NA,10.7,NA,NA,NA
46237,2014,1,5,10,31,NA,NA,NA,0.86,11.76,6.85,284,NA,NA,10.7,NA,NA,NA
46237,2014,1,5,11,1,NA,NA,NA,0.83,9.88,6.72,284,NA,NA,10.6,NA,NA,NA
46237,2014,1,5,11,31,NA,NA,NA,0.87,11.11,6.79,277,NA,NA,10.6,NA,NA,NA
46237,2014,1,5,12,1,NA,NA,NA,0.87,10.53,7.16,274,NA,NA,10.5,NA,NA,NA
46237,2014,1,5,12,31,NA,NA,NA,0.88,11.11,6.94,283,NA,NA,10.4,NA,NA,NA
46237,2014,1,5,13,1,NA,NA,NA,0.91,10.53,7.29,283,NA,NA,10.3,NA,NA,NA
46237,2014,1,5,13,31,NA,NA,NA,0.81,11.11,6.75,276,NA,NA,10.1,NA,NA,NA
46237,2014,1,5,14,1,NA,NA,NA,0.84,11.76,6.58,287,NA,NA,10.5,NA,NA,NA
46237,2014,1,5,14,31,NA,NA,NA,0.83,11.76,6.54,274,NA,NA,10.5,NA,NA,NA
46237,2014,1,5,15,1,NA,NA,NA,0.81,11.76,6.36,270,NA,NA,10.9,NA,NA,NA
46237,2014,1,5,15,31,NA,NA,NA,0.74,10.53,6.05,290,NA,NA,10.9,NA,NA,NA
46237,2014,1,5,16,1,NA,NA,NA,0.8,11.76,6.02,276,NA,NA,10.8,NA,NA,NA
46237,2014,1,5,16,31,NA,NA,NA,0.76,10.53,5.48,281,NA,NA,10.8,NA,NA,NA
46237,2014,1,5,17,1,NA,NA,NA,0.79,12.5,5.42,267,NA,NA,10.8,NA,NA,NA
46237,2014,1,5,17,31,NA,NA,NA,0.76,10.53,5.35,273,NA,NA,10.8,NA,NA,NA
46237,2014,1,5,18,1,NA,NA,NA,0.79,11.76,5.38,271,NA,NA,10.8,NA,NA,NA
46237,2014,1,5,18,31,NA,NA,NA,0.71,10.53,5.19,269,NA,NA,10.8,NA,NA,NA
46237,2014,1,5,19,1,NA,NA,NA,0.68,18.18,5.14,274,NA,NA,10.9,NA,NA,NA
46237,2014,1,5,19,31,NA,NA,NA,0.68,10.53,4.94,273,NA,NA,10.9,NA,NA,NA
46237,2014,1,5,20,1,NA,NA,NA,0.7,9.09,4.58,273,NA,NA,10.9,NA,NA,NA
46237,2014,1,5,20,31,NA,NA,NA,0.69,11.11,4.62,260,NA,NA,10.9,NA,NA,NA
46237,2014,1,5,21,1,NA,NA,NA,0.71,11.76,4.91,267,NA,NA,11,NA,NA,NA
46237,2014,1,5,21,31,NA,NA,NA,0.68,18.18,5.25,274,NA,NA,11,NA,NA,NA
46237,2014,1,5,22,1,NA,NA,NA,0.63,12.5,5.19,257,NA,NA,11.1,NA,NA,NA
46237,2014,1,5,22,31,NA,NA,NA,0.64,9.09,5.93,278,NA,NA,11.1,NA,NA,NA
46237,2014,1,5,23,1,NA,NA,NA,0.58,16.67,5.75,271,NA,NA,11.1,NA,NA,NA
46237,2014,1,5,23,31,NA,NA,NA,0.66,9.09,6.14,277,NA,NA,11.1,NA,NA,NA
46237,2014,1,6,0,1,NA,NA,NA,0.58,16.67,6.32,277,NA,NA,11.1,NA,NA,NA
46237,2014,1,6,0,31,NA,NA,NA,0.64,16.67,7.32,260,NA,NA,11.1,NA,NA,NA
46237,2014,1,6,1,1,NA,NA,NA,0.58,16.67,6.91,276,NA,NA,11.1,NA,NA,NA
46237,2014,1,6,1,31,NA,NA,NA,0.59,16.67,7.4,264,NA,NA,11.1,NA,NA,NA
46237,2014,1,6,2,1,NA,NA,NA,0.64,16.67,7.29,309,NA,NA,11,NA,NA,NA
46237,2014,1,6,2,31,NA,NA,NA,0.64,16.67,7.55,249,NA,NA,10.9,NA,NA,NA
46237,2014,1,6,3,1,NA,NA,NA,0.67,16.67,6.64,264,NA,NA,10.9,NA,NA,NA
46237,2014,1,6,3,31,NA,NA,NA,0.63,16.67,7.7,266,NA,NA,10.8,NA,NA,NA
46237,2014,1,6,4,1,NA,NA,NA,0.64,16.67,7.9,269,NA,NA,10.8,NA,NA,NA
46237,2014,1,6,4,31,NA,NA,NA,0.57,16.67,7.35,273,NA,NA,10.9,NA,NA,NA
