Buoy,#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
46014,2013,12,31,23,50,335,2.3,3.2,1.93,13.79,11.54,NA,1022.8,10.4,11.8,NA,NA,NA
46014,2014,1,1,0,50,2,5.4,6.5,1.68,14.81,10.97,NA,1023,10.2,11.7,NA,NA,NA
46014,2014,1,1,1,50,3,5.3,6.1,1.9,14.81,11.02,NA,1022.9,10.2,11.6,NA,NA,NA
46014,2014,1,1,2,50,1,5.6,6.7,1.89,14.81,11.06,NA,1022.9,10.2,11.6,NA,NA,NA
46014,2014,1,1,3,50,8,5.1,6.4,2,14.81,10.63,NA,1022.9,9.9,11.6,NA,NA,NA
46014,2014,1,1,4,50,359,4.4,5.6,2.04,13.79,10.74,NA,1022.9,9.5,11.5,NA,NA,NA
46014,2014,1,1,5,50,342,3.4,5.3,1.83,13.79,10.33,NA,1023,9.7,11.5,NA,NA,NA
46014,2014,1,1,6,50,358,3.7,5.2,2.03,14.81,11.03,NA,1023.1,9.5,11.5,NA,NA,NA
46014,2014,1,1,7,50,17,2.9,4.6,1.73,14.81,10.39,NA,1022.8,9.1,11.6,NA,NA,NA
46014,2014,1,1,8,50,355,2.7,3.8,1.83,13.79,10.25,NA,1022.8,8.3,11.6,NA,NA,NA
46014,2014,1,1,9,50,346,2.7,3.7,1.81,13.79,9.96,NA,1022.6,8.6,11.6,NA,NA,NA
46014,2014,1,1,10,50,6,2.5,3.7,1.8,13.79,9.17,NA,1022.7,9.1,11.7,NA,NA,NA
46014,2014,1,1,11,50,327,2.2,3.3,1.9,13.79,9.06,NA,1022.2,8.8,11.7,NA,NA,NA
46014,2014,1,1,12,50,354,2.7,4,1.62,13.79,8.38,NA,1021.7,8.6,11.6,NA,NA,NA
46014,2014,1,1,13,50,329,1.4,3.2,1.61,13.79,8.28,NA,1022.3,8.7,11.6,NA,NA,NA
46014,2014,1,1,14,50,357,2.5,3.8,1.8,13.79,8.86,NA,1022.2,8.5,11.4,NA,NA,NA
46014,2014,1,1,15,50,46,3.5,4.9,1.75,14.81,8.71,NA,1022.5,7.6,11.4,NA,NA,NA
46014,2014,1,1,16,50,5,2.8,3.8,1.5,14.81,8.13,NA,1022.6,6.9,11.3,NA,NA,NA
46014,2014,1,1,17,50,343,3.5,4.4,1.87,13.79,9.43,NA,1022.9,8.1,11.3,NA,NA,NA
46014,2014,1,1,18,50,347,4.9,6.2,1.66,13.79,8.89,NA,1023,8.4,11.3,NA,NA,NA
46014,2014,1,1,19,50,18,4.1,5.3,1.9,12.9,9.46,NA,1022.2,8.6,11.3,NA,NA,NA
46014,2014,1,1,20,50,329,3.7,4.7,1.75,13.79,9.05,NA,1021.7,8.9,11.4,NA,NA,NA
46014,2014,1,1,21,50,353,3,3.8,1.77,13.79,9.26,NA,1021.1,9.1,11.4,NA,NA,NA
46014,2014,1,1,22,50,315,4.1,4.9,1.58,13.79,8.54,NA,1021.3,9.4,11.4,NA,NA,NA
46014,2014,1,1,23,50,320,2.6,3.4,1.78,13.79,8.86,NA,1021.5,9.1,11.3,NA,NA,NA
46014,2014,1,2,0,50,314,2.8,3.8,1.75,13.79,9.04,NA,1021.2,9.6,11.3,NA,NA,NA
46014,2014,1,2,1,50,338,2.6,3.4,1.68,12.9,9.26,NA,1021.1,9.9,11.2,NA,NA,NA
46014,2014,1,2,2,50,324,4.3,5.6,1.45,13.79,8.51,NA,1021.4,9.7,11.1,NA,NA,NA
46014,2014,1,2,3,50,355,4.2,5,1.5,13.79,8.7,NA,1021.5,10.2,11,NA,NA,NA
46014,2014,1,2,4,50,336,2.5,3.3,1.4,12.9,9.1,NA,1021.5,10.1,10.8,NA,NA,NA
46014,2014,1,2,5,50,317,3.4,4.5,1.54,12.9,9.19,NA,1021.7,9.5,10.7,NA,NA,NA
46014,2014,1,2,6,50,339,1.9,2.9,1.33,12.9,8.85,NA,1021.9,9.1,10.6,NA,NA,NA
46014,2014,1,2,7,50,356,2.2,3,1.51,12.12,9.36,NA,1021.6,8.7,10.4,NA,NA,NA
46014,2014,1,2,8,50,358,2.5,3.5,1.62,12.9,9.62,NA,1021.3,8.8,10.3,NA,NA,NA
46014,2014,1,2,9,50,35,1.9,2.4,1.48,12.9,9.33,NA,1021.2,9.2,10.3,NA,NA,NA
46014,2014,1,2,10,50,48,2.5,3.3,1.42,12.9,8.95,NA,1021.1,9,10.3,NA,NA,NA
46014,2014,1,2,11,50,352,1.9,2.7,1.46,12.12,9.06,NA,1021,8.6,10.3,NA,NA,NA
46014,2014,1,2,12,50,57,2,2.7,1.32,11.43,8.91,NA,1020.6,8,10.3,NA,NA,NA
46014,2014,1,2,13,50,43,0.3,1.2,1.25,12.12,8.76,NA,1020.5,7.5,10.3,NA,NA,NA
46014,2014,1,2,14,50,287,2.5,3.5,1.23,12.12,8.78,NA,1020.7,7.5,10.3,NA,NA,NA
46014,2014,1,2,15,50,45,1.3,1.9,1.3,12.12,8.89,NA,1020.7,7.5,10.4,NA,NA,NA
46014,2014,1,2,16,50,105,2,3.1,1.15,12.12,8.61,NA,1021.3,7.8,10.4,NA,NA,NA
46014,2014,1,2,17,50,103,1.6,2.4,1.32,12.9,9.21,NA,1021.7,8,10.4,NA,NA,NA
46014,2014,1,2,18,50,122,1.6,2.2,1.05,12.12,8.41,NA,1021.4,8.6,10.5,NA,NA,NA
46014,2014,1,2,19,50,180,0,0.3,1.02,11.43,8.52,NA,1020.8,9.4,10.6,NA,NA,NA
46014,2014,1,2,20,50,242,2.2,3,1.17,12.12,9.18,NA,1020.2,9.3,10.8,NA,NA,NA
46014,2014,1,2,21,50,288,2.2,2.7,1.12,12.12,8.88,NA,1019.8,10.3,10.9,NA,NA,NA
46014,2014,1,2,22,50,327,2,2.6,1.11,10,8.5,NA,1019.5,9.3,11,NA,NA,NA
46014,2014,1,2,23,50,360,1.4,1.9,1.05,11.43,8.46,NA,1019,8.8,10.8,NA,NA,NA
46014,2014,1,3,0,50,317,3,3.7,1.01,12.12,8.39,NA,1019.1,8.5,10.9,NA,NA,NA
46014,2014,1,3,1,50,351,4,4.7,1.12,11.43,9.48,NA,1019,8.9,11.5,NA,NA,NA
46014,2014,1,3,2,50,357,4.2,4.9,1.06,11.43,9.47,NA,1018.8,9.2,11.7,NA,NA,NA
46014,2014,1,3,3,50,357,5,6,0.91,11.43,8.76,NA,1018.7,9.1,11.7,NA,NA,NA
46014,2014,1,3,4,50,354,3.7,4.4,1.03,16,8.86,NA,1018.3,9.1,11.7,NA,NA,NA
46014,2014,1,3,5,50,321,3.0 9,9,NA,NA,NA,NA,1018.3,9.4,NA,NA,NA,NA
46014,2014,1,3,6,50,310,4.9,5.6,1.01,11.43,9.2,NA,1018.2,10.4,11.3,NA,NA,NA
46014,2014,1,3,7,50,316,3.3,3.8,1.01,11.43,9.41,NA,1018.2,11.2,11.6,NA,NA,NA
46014,2014,1,3,8,50,306,3.3 9,9,NA,NA,NA,NA,1018,11.2,11.6,NA,NA,NA
46014,2014,1,3,9,50,339,4.3,5.2,1.11,11.43,9.48,NA,1018.1,11.2,11.6,NA,NA,NA
46014,2014,1,3,10,50,75,2.2 9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46014,2014,1,3,11,50,180,0.0 9,9,NA,NA,NA,NA,1018.2,10.3,NA,NA,NA,NA
46014,2014,1,3,13,50,53,2.4,3.2,1.29,16,8.24,NA,1017.4,10.4,11.6,NA,NA,NA
46014,2014,1,3,14,50,42,2.5,3,NA,NA,NA,NA,1017.5,10,11.5,NA,NA,NA
46014,2014,1,3,16,50,339,1.3,1.9,1.37,16,7.81,NA,1017.8,10.6,11.6,NA,NA,NA
46014,2014,1,3,17,50,345,2.7,3.4,1.6,14.81,8.46,NA,1018.3,11,11.6,NA,NA,NA
46014,2014,1,3,18,50,346,5.6,6.8,1.91,14.81,9.31,NA,1018.3,11.2,11.6,NA,NA,NA
46014,2014,1,3,19,50,341,6.9,8.5,1.95,14.81,8.27,NA,1017.5,10.2,11.6,NA,NA,NA
46014,2014,1,3,20,50,346,6.9,7.9,2.31,14.81,8.78,NA,1016.5,10.6,11.6,NA,NA,NA
46014,2014,1,3,21,50,343,6.6,7.6,2.45,14.81,8.45,NA,1015.8,10.8,11.6,NA,NA,NA
46014,2014,1,3,22,50,346,8.8 1,0.4,2.39,14.81,7.94,NA,1015.7,10.7,11.3,NA,NA,NA
46014,2014,1,3,23,50,343,8.3 1,0,2.28,14.81,7.11,NA,1015.8,10.6,11.2,NA,NA,NA
46014,2014,1,4,0,50,338,8.7 1,0.5,2.48,14.81,7.6,NA,1015.7,10.5,11.1,NA,NA,NA
46014,2014,1,4,1,50,343,7.5,9.3,2.32,14.81,6.86,NA,1015.7,10.8,11.1,NA,NA,NA
46014,2014,1,4,2,50,348,6.6,8.1,2.42,13.79,7.52,NA,1015.5,10.8,11.1,NA,NA,NA
46014,2014,1,4,3,50,351,7.5,9,2.61,13.79,7.36,NA,1015.4,10.9,11.1,NA,NA,NA
46014,2014,1,4,4,50,349,7.7,9.5,2.26,13.79,6.68,NA,1015.5,10.7,11.1,NA,NA,NA
46014,2014,1,4,5,50,352,8.9 1,0.5,2.43,13.79,7.25,NA,1015.9,10.5,11.1,NA,NA,NA
46014,2014,1,4,6,50,358,7.9,9.4,2.46,12.9,7.2,NA,1015.9,10.4,11.1,NA,NA,NA
46014,2014,1,4,7,50,347,6.2,7.7,2.63,13.79,7.63,NA,1016.1,10.2,11.1,NA,NA,NA
46014,2014,1,4,8,50,343,6.7,7.9,2.56,12.9,7.27,NA,1015.8,10,11,NA,NA,NA
46014,2014,1,4,9,50,349,6,7.4,2.54,12.9,7.4,NA,1015.9,9.5,11,NA,NA,NA
46014,2014,1,4,10,50,355,4,5.1,2.52,12.9,7.68,NA,1015.8,8.8,11,NA,NA,NA
46014,2014,1,4,11,50,347,3.8,4.9,2.54,12.9,7.92,NA,1015.8,8.9,11,NA,NA,NA
46014,2014,1,4,12,50,336,2.3,3.8,2.54,12.9,8.13,NA,1015.8,8.3,10.9,NA,NA,NA
46014,2014,1,4,13,50,10,2.8,4.4,2.44,12.12,7.92,NA,1015.7,8,10.9,NA,NA,NA
46014,2014,1,4,14,50,31,1.8,2.5,2.44,12.12,7.87,NA,1016,7.7,10.9,NA,NA,NA
46014,2014,1,4,15,50,74,1,2.3,2.49,12.9,7.78,NA,1016.3,7.6,10.9,NA,NA,NA
46014,2014,1,4,16,50,180,0,0.6,2.34,12.9,7.71,NA,1016.9,7.2,10.8,NA,NA,NA
46014,2014,1,4,17,50,180,0.1,0.8,2.28,12.9,7.57,NA,1017.5,7.5,10.8,NA,NA,NA
46014,2014,1,4,19,50,126,0.8,2.1,2.19,12.9,7.65,NA,1017.2,8.2,10.9,NA,NA,NA
46014,2014,1,4,20,50,150,2.2,3.3,2.23,10,7.71,NA,1016.7,7,11,NA,NA,NA
46014,2014,1,4,21,50,210,2.7,3.8,2.16,10,7.58,NA,1016.7,7.4,11.1,NA,NA,NA
46014,2014,1,4,22,50,152,1,2.3,2.25,9.09,7.9,NA,1016.8,7.4,11.1,NA,NA,NA
46014,2014,1,4,23,50,107,1.5,2.8,2.11,9.09,7.79,NA,1017,7.5,11,NA,NA,NA
46014,2014,1,5,0,50,180,0.1,0.5,2.04,10,7.72,NA,1017,7.1,10.9,NA,NA,NA
46014,2014,1,5,1,50,180,0.1,0.4,2,9.09,7.57,NA,1017.3,7,10.8,NA,NA,NA
46014,2014,1,5,2,50,180,0,0.3,1.92,10,7.43,NA,1017.9,6.8,10.8,NA,NA,NA
46014,2014,1,5,3,50,344,2,2.8,1.74,12.12,7.44,NA,1018.3,7.4,10.7,NA,NA,NA
46014,2014,1,5,4,50,317,2.3,3.5,1.8,12.12,7.43,NA,1018.3,8.3,10.7,NA,NA,NA
46014,2014,1,5,5,50,351,1.8,3.2,1.54,8.33,7.12,NA,1018.7,9.4,10.7,NA,NA,NA
46014,2014,1,5,6,50,348,1.2,2,1.68,12.12,7.77,NA,1018.7,9.7,10.6,NA,NA,NA
46014,2014,1,5,7,50,20,0.9,1.9,1.6,8.33,7.61,NA,1018.4,9.7,10.4,NA,NA,NA
46014,2014,1,5,8,50,27,0.1,0.4,1.61,9.09,7.5,NA,1018.4,9.4,10.4,NA,NA,NA
46014,2014,1,5,9,50,180,0.1,0.4,1.46,11.43,7.72,NA,1018.6,9.4,10.6,NA,NA,NA
46014,2014,1,5,10,50,32,1.4,1.8,1.55,8.33,7.67,NA,1018.9,9.7,10.7,NA,NA,NA
46014,2014,1,5,11,50,326,0.4,2.1,1.41,9.09,7.37,NA,1019.1,9.4,10.7,NA,NA,NA
46014,2014,1,5,12,50,27,1.6,2.6,1.33,8.33,7.03,NA,1019.3,8.8,10.7,NA,NA,NA
46014,2014,1,5,13,50,92,2.9,3.5,1.22,8.33,6.81,NA,1019.6,9,10.6,NA,NA,NA
46014,2014,1,5,14,50,103,3.5 9,9,NA,NA,NA,NA,1019.8,9.2,10.6,NA,NA,NA
46014,2014,1,5,15,50,129,2,2.7,1.26,7.69,7.04,NA,1020.9,9.3,10.6,NA,NA,NA
46014,2014,1,5,16,50,101,3.2,3.8,1.26,7.14,6.77,NA,1021.5,9.8,10.6,NA,NA,NA
46014,2014,1,5,17,50,112,3.5,4.4,1.15,8.33,6.86,NA,1022.1,9.7,10.6,NA,NA,NA
46014,2014,1,5,18,50,127,2.3,2.9,1.02,7.69,6.76,NA,1022.3,10.1,10.7,NA,NA,NA
46014,2014,1,5,19,50,178,1.6,2.1,1.05,8.33,7.02,NA,1021.8,10.6,10.8,NA,NA,NA
46014,2014,1,5,20,50,188,1.8,2.2,1.01,7.69,7.19,NA,1021.3,10.8,10.9,NA,NA,NA
46014,2014,1,5,21,50,181,0.9,1.4,0.98,16,6.81,NA,1020.8,10.9,11,NA,NA,NA
46014,2014,1,5,22,50,240,0.4,0.8,1,8.33,6.86,NA,1020.9,11.3,11,NA,NA,NA
46014,2014,1,5,23,50,295,0.6,1,1.01,7.69,7,NA,1021.1,11.1,10.9,NA,NA,NA
46014,2014,1,6,0,50,287,0.7,1.3,1.03,7.69,6.74,NA,1021.4,10.6,11,NA,NA,NA
46014,2014,1,6,1,50,52,0.2,0.5,0.95,16,6.89,NA,1021.6,10.2,11,NA,NA,NA
46014,2014,1,6,2,50,51,1.8,2.2,0.92,16,7.15,NA,1021.8,10.1,10.9,NA,NA,NA
46014,2014,1,6,3,50,180,0,0.2,1.07,16,7.42,NA,1022,10.1,10.8,NA,NA,NA
46014,2014,1,6,4,50,346,0.7,1.3,0.89,14.81,6.96,NA,1022.3,10.2,10.8,NA,NA,NA
46014,2014,1,6,5,50,28,1.5,1.9,0.98,16,7.44,NA,1022.5,10.1,10.7,NA,NA,NA
46014,2014,1,6,6,50,60,2.3,2.7,0.91,16,7.78,NA,1022.5,9.9,10.7,NA,NA,NA
46014,2014,1,6,7,50,4,0.8,1.2,0.89,16,8.08,NA,1022.6,10.3,10.8,NA,NA,NA
46014,2014,1,6,8,50,113,2.2,2.6,1.13,16,9.54,NA,1022.3,10.2,10.6,NA,NA,NA
46014,2014,1,6,9,50,113,2.3,2.9,0.88,14.81,8.44,NA,1022.3,10.5,10.6,NA,NA,NA
46014,2014,1,6,10,50,NA,2.2,2.7,0.98,14.81,8.77,NA,1022.6,10.5,10.7,NA,NA,NA
46014,2014,1,6,11,50,70,3.1,3.9,1,14.81,8.8,NA,1022.8,10.2,10.7,NA,NA,NA
46014,2014,1,6,12,50,115,2.7,3.8,0.98,14.81,8.85,NA,1022.4,10.2,10.7,NA,NA,NA
46014,2014,1,6,13,50,100,2.6,3.1,0.95,13.79,8.15,NA,1022.8,10,10.6,NA,NA,NA
46014,2014,1,6,14,50,106,3.1,3.7,0.94,13.79,8.29,NA,1023.4,10.1,10.6,NA,NA,NA
46014,2014,1,6,15,50,95,3.1,3.7,1.05,14.81,8.74,NA,1023.7,10.2,10.6,NA,NA,NA
46014,2014,1,6,16,50,69,4,4.9,1.07,13.79,8.7,NA,1024.3,10.1,10.6,NA,NA,NA
46014,2014,1,6,17,50,89,3,3.5,0.98,14.81,8.63,NA,1024.4,10.5,10.6,NA,NA,NA
46014,2014,1,6,18,50,87,4.7,5.9,1.1,13.79,8.63,NA,1023.7,11.1,10.9,NA,NA,NA
46014,2014,1,6,19,50,134,3,3.8,1.04,12.12,8.08,NA,1023,11.7,10.9,NA,NA,NA
46014,2014,1,6,20,50,135,2.6,3.2,1.08,13.79,8.93,NA,1021.6,11.8,11,NA,NA,NA
46014,2014,1,6,21,50,187,2.4,2.8,1.09,13.79,9.33,NA,1021,11.9,11.2,NA,NA,NA
46014,2014,1,6,22,50,236,1.8,2.5,1.15,12.9,9.96,NA,1021.9,12.1,11.4,NA,NA,NA
46014,2014,1,6,23,50,135,1.2,2.1,1.06,12.9,9.83,NA,1021.6,12,11.5,NA,NA,NA
46014,2014,1,7,0,50,55,1.2,1.8,1.09,13.79,9.73,NA,1022.4,11.4,11.5,NA,NA,NA
46014,2014,1,7,1,50,92,3.8,4.6,1.17,13.79,10.25,NA,1021.7,11.5,11.2,NA,NA,NA
46014,2014,1,7,2,50,123,2.6,3.4,1.1,13.79,10.03,NA,1021.7,11.4,11.2,NA,NA,NA
46014,2014,1,7,3,50,3,1.2,1.7,1.11,12.9,9.81,NA,1022.4,11.4,11,NA,NA,NA
46014,2014,1,7,4,50,159,2,2.7,1.28,13.79,10.27,NA,1021.9,11.6,10.9,NA,NA,NA
46014,2014,1,7,5,50,144,2.4,3,1.11,13.79,9.78,NA,1021.7,11.1,10.9,NA,NA,NA
46014,2014,1,7,6,50,147,2.4,3,1.16,12.9,9.96,NA,1022,11,10.9,NA,NA,NA
46014,2014,1,7,7,50,104,2.8,3.6,1.29,12.9,10.71,NA,1021.8,10.5,10.9,NA,NA,NA
46014,2014,1,7,8,50,115,3.9,4.5,1.03,12.9,9.64,NA,1021,10.2,11,NA,NA,NA
46014,2014,1,7,9,50,111,3.2,4,1.13,13.79,9.9,NA,1020.9,10.6,11,NA,NA,NA
46014,2014,1,7,10,50,126,3.4,4.4,1.14,13.79,9.47,NA,1021.2,10.6,11,NA,NA,NA
46014,2014,1,7,11,50,175,1.5,2.3,1.08,12.9,8.87,NA,1021.5,10.6,10.9,NA,NA,NA
46014,2014,1,7,12,50,121,2.2,2.9,1.1,12.9,9.87,NA,1020.8,10.5,10.9,NA,NA,NA
46014,2014,1,7,13,50,102,4.5,5.4,1.19,12.9,10.08,NA,1020.4,10.1,10.9,NA,NA,NA
46014,2014,1,7,14,50,137,3.5,4.3,1.34,12.9,9.8,NA,1020,10.7,10.9,NA,NA,NA
46014,2014,1,7,15,50,154,2.3,2.7,1.39,12.12,9.94,NA,1020.7,10.8,10.9,NA,NA,NA
46014,2014,1,7,16,50,155,2,2.5,1.18,12.12,9.29,NA,1022,11,10.8,NA,NA,NA
46014,2014,1,7,17,50,143,3.5,4.8,1.27,12.12,9.6,NA,1022.6,11.3,10.9,NA,NA,NA
46014,2014,1,7,18,50,127,2.4,3.1,1.28,12.12,9.24,NA,1022.7,10.5,11,NA,NA,NA
46014,2014,1,7,19,50,166,3,4,1.14,12.9,8.65,NA,1021.9,11.2,11,NA,NA,NA
46014,2014,1,7,20,50,166,3.2,3.9,1.15,11.43,8.78,NA,1021.1,11.4,11,NA,NA,NA
46014,2014,1,7,21,50,185,2.2,2.5,1.35,11.43,9.36,NA,1021,11.3,11.1,NA,NA,NA
46014,2014,1,7,22,50,181,2.2,2.7,1.52,11.43,9.53,NA,1020.6,11.3,11.1,NA,NA,NA
46014,2014,1,7,23,50,227,2,2.5,1.28,11.43,9.17,NA,1020.9,11,11.1,NA,NA,NA
46014,2014,1,8,0,50,216,2.2,2.9,1.5,11.43,9.66,NA,1020.8,10.9,11,NA,NA,NA
46014,2014,1,8,1,50,170,1.7,2,1.44,12.12,9.49,NA,1021.1,10.8,11,NA,NA,NA
46014,2014,1,8,2,50,205,1.3,1.8,1.34,11.43,9.01,NA,1021.3,10.8,11,NA,NA,NA
46014,2014,1,8,3,50,180,0,0.3,1.3,11.43,9,NA,1021.8,10.9,11,NA,NA,NA
46014,2014,1,8,4,50,122,0.2,0.6,1.43,11.43,9.38,NA,1022.3,10.7,11,NA,NA,NA
46014,2014,1,8,5,50,180,0,0.1,1.31,11.43,9.28,NA,1022.8,10.7,11,NA,NA,NA
46014,2014,1,8,6,50,342,0.9,1.4,1.33,11.43,9.09,NA,1023.4,10.5,11,NA,NA,NA
46014,2014,1,8,7,50,57,0.6,1.3,1.33,11.43,9.43,NA,1022.7,10.4,11,NA,NA,NA
46014,2014,1,8,8,50,134,0.8,1.3,1.27,11.43,9.15,NA,1022.2,10.3,11,NA,NA,NA
46014,2014,1,8,9,50,180,0.7,1,1.35,11.43,9.38,NA,1022.3,10.4,11,NA,NA,NA
46014,2014,1,8,10,50,179,1.2,1.6,1.17,10.81,8.14,NA,1022.7,10.4,11,NA,NA,NA
46014,2014,1,8,11,50,180,0,0.1,1.27,12.12,8.85,NA,1022.8,10.4,11,NA,NA,NA
46014,2014,1,8,12,50,65,1.6,2.4,1.37,10.81,9.21,NA,1022.5,10.4,11,NA,NA,NA
46014,2014,1,8,13,50,210,0.3,1,1.41,17.39,9.44,NA,1022.2,10.3,11.2,NA,NA,NA
46014,2014,1,8,14,50,195,0.5,1.3,1.46,10.81,8.91,NA,1022.4,10.6,11.2,NA,NA,NA
46014,2014,1,8,15,50,107,1.4,1.9,1.48,17.39,8.96,NA,1022.6,10.3,11.2,NA,NA,NA
46014,2014,1,8,16,50,115,2.2,3.1,1.55,17.39,9.24,NA,1023,10.5,11.2,NA,NA,NA
46014,2014,1,8,17,50,207,0.2,0.9,1.58,16,9.15,NA,1024.2,10.4,11.2,NA,NA,NA
46014,2014,1,8,18,50,180,0,0.1,1.58,16,8.98,NA,1024.4,11,11.3,NA,NA,NA
46014,2014,1,8,19,50,177,2.1,2.7,1.48,16,8.56,NA,1023.7,10.6,11.4,NA,NA,NA
46014,2014,1,8,20,50,223,2.4,3.1,1.44,16,8.42,NA,1022.7,10.5,11.5,NA,NA,NA
46014,2014,1,8,21,50,256,0.4,0.8,1.5,16,8.97,NA,1022,11.1,11.4,NA,NA,NA
46014,2014,1,8,22,50,262,0.9,1.6,1.45,16,9.17,NA,1022.5,11.5,11.6,NA,NA,NA
46014,2014,1,8,23,50,295,0.1,0.5,1.56,16,8.98,NA,1022.7,11.5,11.6,NA,NA,NA
46014,2014,1,9,0,50,180,0,0.1,1.55,16,9.11,NA,1023,11.3,11.5,NA,NA,NA
46014,2014,1,9,1,50,180,0,0.2,1.76,14.81,9.49,NA,1022.9,11,11.3,NA,NA,NA
46014,2014,1,9,2,50,324,2,2.6,1.73,14.81,9.45,NA,1023.7,11.3,11.2,NA,NA,NA
46014,2014,1,9,3,50,293,1.4,2.1,1.65,16,9.2,NA,1023.5,10.9,11.1,NA,NA,NA
46014,2014,1,9,4,50,44,0.2,1.2,1.55,14.81,8.59,NA,1023.2,10.3,11,NA,NA,NA
46014,2014,1,9,5,50,191,1.7,2.5,1.63,12.12,8.79,NA,1023,10.2,11,NA,NA,NA
46014,2014,1,9,6,50,198,2.1,2.6,1.75,14.81,9.05,NA,1023.2,10.1,11,NA,NA,NA
46014,2014,1,9,7,50,165,3.1,3.7,1.67,10.81,8.81,NA,1022.9,10.4,11,NA,NA,NA
46014,2014,1,9,8,50,132,2.3,3.4,1.83,13.79,8.94,NA,1022.8,10.7,11.2,NA,NA,NA
46014,2014,1,9,9,50,311,4.6,6.1,2.03,10,9.33,NA,1022.7,11.3,11.1,NA,NA,NA
46014,2014,1,9,10,50,329,5.4,6.4,2.05,14.81,9.05,NA,1022.9,11.4,11,NA,NA,NA
46014,2014,1,9,11,50,331,5.6,6.7,1.97,10.81,8.48,NA,1022.7,11.3,11,NA,NA,NA
46014,2014,1,9,12,50,333,5.9,6.8,1.95,13.79,8.13,NA,1022.7,11.3,11,NA,NA,NA
46014,2014,1,9,13,50,334,5.4,6.4,1.93,14.81,8.18,NA,1023.4,11.1,11.1,NA,NA,NA
46014,2014,1,9,14,50,358,3.9,5.2,2.02,14.81,8.18,NA,1023.2,11.1,11.1,NA,NA,NA
46014,2014,1,9,15,50,360,3.9,5,1.91,12.12,8.08,NA,1023.5,11.1,11,NA,NA,NA
46014,2014,1,9,16,50,352,3.7,4.6,2.08,14.81,8.82,NA,1024.2,11.1,11,NA,NA,NA
46014,2014,1,9,17,50,329,4.1,5.2,2.11,14.81,8.43,NA,1025.5,11.1,11.1,NA,NA,NA
46014,2014,1,9,18,50,358,3.8,5,2.4,14.81,8.68,NA,1025.8,11.1,11.1,NA,NA,NA
46014,2014,1,9,19,50,354,3.1,4,2.37,14.81,8.75,NA,1025.6,11.1,11.1,NA,NA,NA
46014,2014,1,9,20,50,314,3,4.3,3.12,13.79,9.63,NA,1024.9,11.1,11.1,NA,NA,NA
46014,2014,1,9,21,50,328,4.3,5.9,3.6,13.79,10.2,NA,1025.2,11,11.2,NA,NA,NA
46014,2014,1,9,22,50,338,3.8,5.4,3.43,14.81,9.99,NA,1025.6,11.1,11.2,NA,NA,NA
46014,2014,1,9,23,50,336,3,4.3,3.45,11.43,9.8,NA,1025.3,11.1,11.3,NA,NA,NA
46014,2014,1,10,0,50,346,2.9,5.3,NA,NA,NA,NA,1025.5,11,11.2,NA,NA,NA
46014,2014,1,10,1,50,352,2.3,3.2,3.62,11.43,10.05,NA,1025.5,11,11.2,NA,NA,NA
46014,2014,1,10,2,50,37,0.7,1.8,3.65,13.79,10.15,NA,1025,10.9,11.1,NA,NA,NA
46014,2014,1,10,3,50,74,0.2,1.3,3,12.12,9.45,NA,1025.5,10.8,11.1,NA,NA,NA
46014,2014,1,10,4,50,206,0.1,0.8,3.44,12.9,9.88,NA,1025.6,10.8,11.2,NA,NA,NA
46014,2014,1,10,5,50,180,0.1,0.5,2.85,13.79,9.46,NA,1025.9,10.8,11.2,NA,NA,NA
46014,2014,1,10,6,50,211,2.1,2.8,2.81,13.79,9.32,NA,1025.8,10.5,11.3,NA,NA,NA
46014,2014,1,10,7,50,156,0.8,2.3,3.21,13.79,9.97,NA,1025.3,10.1,11.3,NA,NA,NA
46014,2014,1,10,8,50,81,3,4.9,3.02,12.12,9.49,NA,1025.4,9.8,11.3,NA,NA,NA
46014,2014,1,10,9,50,88,3.2,4.5,2.99,12.9,9.54,NA,1024.9,9.8,11.3,NA,NA,NA
46014,2014,1,10,10,50,88,3.1,4.5,3.15,12.9,10.19,NA,1024.9,10.3,11.3,NA,NA,NA
46014,2014,1,10,11,50,82,2.2,3.4,3.12,13.79,10.26,NA,1024.7,10.2,11.3,NA,NA,NA
46014,2014,1,10,12,50,44,1.9,2.7,2.6,12.9,9.66,NA,1024.7,10.3,11.3,NA,NA,NA
46014,2014,1,10,13,50,12,2.2,3,3.12,12.9,10.49,NA,1024.6,10.4,11.3,NA,NA,NA
46014,2014,1,10,14,50,8,1.9,3,2.97,12.9,9.91,NA,1025,10.1,11.3,NA,NA,NA
46014,2014,1,10,15,50,353,2.8,4,2.99,13.79,10.32,NA,1025.2,10,11.3,NA,NA,NA
46014,2014,1,10,16,50,68,2.3,3.8,3,12.9,10.09,NA,1025.6,9.8,11.3,NA,NA,NA
46014,2014,1,10,17,50,39,2.8,4,2.62,12.12,9.68,NA,1026,9.2,11.3,NA,NA,NA
46014,2014,1,10,18,50,8,2.9,3.7,2.71,13.79,9.64,NA,1025.6,9.4,11.3,NA,NA,NA
46014,2014,1,10,19,50,314,3.3,4.6,2.76,10.81,9.45,NA,1025.1,9.8,11.4,NA,NA,NA
