Buoy,#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
46026,2014,1,1,19,50,NA,1.7,2.5,1.35,13.79,8.7,269,NA,9.6,NA,NA,NA,NA
46026,2014,1,1,20,50,NA,3.2,4.2,1.27,13.79,8.81,273,NA,10,NA,NA,NA,NA
46026,2014,1,1,21,50,NA,5.2,6.1,1.4,13.79,9.03,265,NA,10,NA,NA,NA,NA
46026,2014,1,1,22,50,NA,6.4,7.4,1.37,13.79,8.47,269,NA,10,NA,NA,NA,NA
46026,2014,1,1,23,50,NA,6.6,7.7,1.52,13.79,7.92,269,NA,9.9,NA,NA,NA,NA
46026,2014,1,2,0,50,NA,6.6,7.7,1.33,13.79,6.84,271,NA,9.6,NA,NA,NA,NA
46026,2014,1,2,1,50,NA,5.5,6.4,1.32,13.79,6.79,245,NA,9.8,NA,NA,NA,NA
46026,2014,1,2,2,50,NA,4.7,5.7,1.39,12.9,7.5,276,NA,9.8,NA,NA,NA,NA
46026,2014,1,2,3,50,NA,2.8,3.3,1.43,11.43,7.66,284,NA,9.8,NA,NA,NA,NA
46026,2014,1,2,4,50,NA,4.1,4.9,1.39,12.9,8.02,287,NA,9.2,NA,NA,NA,NA
46026,2014,1,2,5,50,NA,5.1,6.1,1.31,13.79,8.02,288,NA,10.4,NA,NA,NA,NA
46026,2014,1,2,6,50,NA,4.8,5.8,1.09,13.79,7.79,284,NA,10.5,NA,NA,NA,NA
46026,2014,1,2,7,50,NA,4.1,5,1.38,13.79,8.52,285,NA,10.6,NA,NA,NA,NA
46026,2014,1,2,8,50,NA,4.2,4.9,1.16,12.9,7.69,282,NA,10.4,NA,NA,NA,NA
46026,2014,1,2,9,50,NA,5.7,6.7,1.19,12.12,7.42,269,NA,9,NA,NA,NA,NA
46026,2014,1,2,10,50,NA,4.2,5,1.08,12.9,7.1,262,NA,9.4,NA,NA,NA,NA
46026,2014,1,2,11,50,NA,2.9,3.5,1.19,12.9,7.71,262,NA,9.5,NA,NA,NA,NA
46026,2014,1,2,12,50,NA,2.3,2.8,1.27,12.9,8.15,263,NA,9.6,NA,NA,NA,NA
46026,2014,1,2,13,50,NA,1.4,2.3,1.07,12.9,7.56,287,NA,10,NA,NA,NA,NA
46026,2014,1,2,14,50,NA,2.2,3.1,0.98,12.12,7.32,269,NA,11,NA,NA,NA,NA
46026,2014,1,2,15,50,NA,3.7,5.4,1.13,12.9,7.4,279,NA,12.2,NA,NA,NA,NA
46026,2014,1,2,16,50,NA,5.1,7.3,1.09,12.9,5.72,269,NA,12.8,NA,NA,NA,NA
46026,2014,1,2,17,50,NA,2.4,3.3,1.1,11.43,6.54,268,NA,11.4,NA,NA,NA,NA
46026,2014,1,2,18,50,NA,1,1.4,0.98,12.9,6.93,289,NA,11.5,NA,NA,NA,NA
46026,2014,1,2,19,50,NA,5,6.4,1.2,12.9,7.84,261,NA,13.1,NA,NA,NA,NA
46026,2014,1,2,20,50,NA,3.5,4.3,0.98,12.9,6.34,253,NA,13.3,NA,NA,NA,NA
46026,2014,1,2,21,50,NA,3.3,4,1.05,12.12,7.18,264,NA,11.9,NA,NA,NA,NA
46026,2014,1,2,22,50,NA,3.3,3.9,1.06,12.12,7.61,271,NA,12,NA,NA,NA,NA
46026,2014,1,2,23,50,NA,1.7,2.2,0.99,12.12,7.82,264,NA,12,NA,NA,NA,NA
46026,2014,1,3,0,50,NA,2.2,2.6,0.97,12.12,9.1,269,NA,11.6,NA,NA,NA,NA
46026,2014,1,3,1,50,NA,3.3,3.9,0.97,12.12,9.1,249,NA,11.4,NA,NA,NA,NA
46026,2014,1,3,2,50,NA,5,5.8,0.98,11.43,9.13,254,NA,11.7,NA,NA,NA,NA
46026,2014,1,3,3,50,NA,4.8,5.8,1.02,12.12,8.83,269,NA,11.3,NA,NA,NA,NA
46026,2014,1,3,4,50,NA,5,6.4,0.97,11.43,7.73,284,NA,11.1,NA,NA,NA,NA
46026,2014,1,3,5,50,NA,2.8,3.6,1.01,12.9,7.94,294,NA,11.1,NA,NA,NA,NA
46026,2014,1,3,6,50,NA,3.6,4.2,1.06,11.43,8.5,282,NA,11.2,NA,NA,NA,NA
46026,2014,1,3,7,50,NA,5,5.9,1.05,12.12,8.29,285,NA,11.1,NA,NA,NA,NA
46026,2014,1,3,8,50,NA,4.7,5.8,1.01,12.12,8.21,268,NA,10.8,NA,NA,NA,NA
46026,2014,1,3,9,50,NA,4.4,5.3,1.01,11.43,7.93,253,NA,10.9,NA,NA,NA,NA
46026,2014,1,3,10,50,NA,5.2,6,0.92,11.43,7.28,259,NA,10.6,NA,NA,NA,NA
46026,2014,1,3,11,50,NA,2.7,3.4,0.96,12.12,7.68,269,NA,10.5,NA,NA,NA,NA
46026,2014,1,3,12,50,NA,5.2,6.2,0.99,11.43,7.78,261,NA,10.8,NA,NA,NA,NA
46026,2014,1,3,13,50,NA,5.1,5.9,1.04,11.43,6.87,266,NA,10.7,NA,NA,NA,NA
46026,2014,1,3,14,50,NA,3.5,4.2,1.07,10,7.17,254,NA,10.6,NA,NA,NA,NA
46026,2014,1,3,15,50,NA,3,3.8,1.06,11.43,7.09,270,NA,10.9,NA,NA,NA,NA
46026,2014,1,3,16,50,NA,1.6,2.9,1.09,14.81,8.48,297,NA,11.5,NA,NA,NA,NA
46026,2014,1,3,17,50,NA,2.2,3.1,1.02,14.81,7.87,302,NA,12.1,NA,NA,NA,NA
46026,2014,1,3,18,50,NA,2.9,3.5,1.29,14.81,7.74,294,NA,11.8,NA,NA,NA,NA
46026,2014,1,3,19,50,NA,2.9,3.6,1.08,16,7.05,325,NA,11.6,NA,NA,NA,NA
46026,2014,1,3,20,50,NA,4,4.8,1.22,14.81,9.14,285,NA,11.2,NA,NA,NA,NA
46026,2014,1,3,21,50,NA,2.7,3.3,1.15,14.81,9.45,300,NA,11.5,NA,NA,NA,NA
46026,2014,1,3,22,50,NA,4,5,1.11,14.81,9.65,280,NA,11.5,NA,NA,NA,NA
46026,2014,1,3,23,50,NA,4.4,5.4,1.13,14.81,9.57,286,NA,11.5,NA,NA,NA,NA
46026,2014,1,4,0,50,NA,5.9,7.1,1.26,14.81,9.07,280,NA,11.4,NA,NA,NA,NA
46026,2014,1,4,1,50,NA,7.4,8.5,1.45,14.81,8.19,286,NA,10,NA,NA,NA,NA
46026,2014,1,4,2,50,NA,7,8.3,1.37,13.79,7.09,248,NA,10.8,NA,NA,NA,NA
46026,2014,1,4,3,50,NA,6.4,7.7,1.46,13.79,6.8,273,NA,10.9,NA,NA,NA,NA
46026,2014,1,4,4,50,NA,6.6,7.6,1.59,13.79,7.34,266,NA,10.8,NA,NA,NA,NA
46026,2014,1,4,5,50,NA,5.6,6.8,1.46,13.79,6.83,279,NA,10.3,NA,NA,NA,NA
46026,2014,1,4,6,50,NA,5.4,7.2,1.68,13.79,7.53,309,NA,9.6,NA,NA,NA,NA
46026,2014,1,4,7,50,NA,5.2,6.3,1.74,13.79,7.12,299,NA,9.5,NA,NA,NA,NA
46026,2014,1,4,8,50,NA,4.3,5.4,1.72,13.79,7.25,298,NA,9.2,NA,NA,NA,NA
46026,2014,1,4,9,50,NA,1.6,3.2,1.69,13.79,7.7,296,NA,9,NA,NA,NA,NA
46026,2014,1,4,10,50,NA,2.8,4.1,1.75,13.79,7.67,300,NA,8.8,NA,NA,NA,NA
46026,2014,1,4,11,50,NA,1.8,3,1.67,12.9,7.57,281,NA,8.4,NA,NA,NA,NA
46026,2014,1,4,12,50,NA,1.9,2.8,1.85,12.9,8.07,276,NA,8.3,NA,NA,NA,NA
46026,2014,1,4,13,50,NA,1.9,3.1,1.68,13.79,7.51,273,NA,8.3,NA,NA,NA,NA
46026,2014,1,4,14,50,NA,1.2,2.7,1.81,12.9,7.74,281,NA,8.5,NA,NA,NA,NA
46026,2014,1,4,15,50,NA,0.8,1.5,1.77,12.9,7.32,290,NA,8.9,NA,NA,NA,NA
46026,2014,1,4,16,50,NA,2.2,2.9,1.83,13.79,7.75,300,NA,9,NA,NA,NA,NA
46026,2014,1,4,17,50,NA,3.1,3.9,1.73,12.9,7.59,287,NA,8.9,NA,NA,NA,NA
46026,2014,1,4,18,50,NA,0.7,1.4,1.66,12.9,7.62,289,NA,9.8,NA,NA,NA,NA
46026,2014,1,4,19,50,NA,2.9,3.7,1.65,12.9,7.62,290,NA,9.2,NA,NA,NA,NA
46026,2014,1,4,20,50,NA,2.8,3.6,1.45,12.12,7.5,294,NA,9.5,NA,NA,NA,NA
46026,2014,1,4,21,50,NA,4.3,5.3,1.45,12.12,7.56,269,NA,10.6,NA,NA,NA,NA
46026,2014,1,4,22,50,NA,5.8,6.8,1.42,12.12,7.3,280,NA,10.1,NA,NA,NA,NA
46026,2014,1,4,23,50,NA,5.7,6.8,1.52,10.81,7.19,280,NA,10.1,NA,NA,NA,NA
46026,2014,1,5,0,50,NA,7.4,8.8,1.39,12.12,6.42,266,NA,8.9,NA,NA,NA,NA
46026,2014,1,5,1,50,NA,6.9,7.7,1.44,10,6.22,282,NA,8.7,NA,NA,NA,NA
46026,2014,1,5,2,50,NA,6.2,7.2,1.51,12.12,6.62,279,NA,8.7,NA,NA,NA,NA
46026,2014,1,5,3,50,NA,6,7.7,1.33,12.12,6.54,281,NA,8.6,NA,NA,NA,NA
46026,2014,1,5,4,50,NA,5.5,6.4,1.32,11.43,6.65,270,NA,9.5,NA,NA,NA,NA
46026,2014,1,5,5,50,NA,5.5,6.4,1.25,9.09,6.54,301,NA,9.5,NA,NA,NA,NA
46026,2014,1,5,6,50,NA,4.6,5.3,1.26,10.81,6.88,303,NA,9.5,NA,NA,NA,NA
46026,2014,1,5,7,50,NA,4.4,5.3,1.23,10,7.03,307,NA,8.7,NA,NA,NA,NA
46026,2014,1,5,8,50,NA,3.5,4.2,1.18,10.81,7.41,304,NA,8.5,NA,NA,NA,NA
46026,2014,1,5,9,50,NA,3.9,4.9,1.14,9.09,7.14,302,NA,8.6,NA,NA,NA,NA
46026,2014,1,5,10,50,NA,2.3,3,1.22,9.09,7.37,303,NA,8.6,NA,NA,NA,NA
46026,2014,1,5,11,50,NA,1.9,2.4,1.07,9.09,6.99,307,NA,9.2,NA,NA,NA,NA
46026,2014,1,5,12,50,NA,1.3,1.7,1.08,9.09,7.2,308,NA,9.7,NA,NA,NA,NA
46026,2014,1,5,13,50,NA,1.6,1.9,1.01,10,7.11,301,NA,10.6,NA,NA,NA,NA
46026,2014,1,5,14,50,NA,6.3,8,1.14,8.33,7.34,302,NA,12.4,NA,NA,NA,NA
46026,2014,1,5,15,50,NA,5.2,6,1.08,8.33,6.09,299,NA,12.4,NA,NA,NA,NA
46026,2014,1,5,16,50,NA,6.3,7.4,1.03,9.09,5.9,289,NA,13,NA,NA,NA,NA
46026,2014,1,5,17,50,NA,5.8,6.8,0.97,8.33,5.26,292,NA,13.1,NA,NA,NA,NA
46026,2014,1,5,18,50,NA,5.5,6.7,0.88,8.33,5.36,291,NA,13.3,NA,NA,NA,NA
46026,2014,1,5,19,50,NA,5.3,6.2,0.87,8.33,5.13,296,NA,13.3,NA,NA,NA,NA
46026,2014,1,5,20,50,NA,5,5.8,0.84,9.09,4.85,305,NA,13.6,NA,NA,NA,NA
46026,2014,1,5,21,50,NA,2.3,3.7,0.87,8.33,5.35,285,NA,13.5,NA,NA,NA,NA
46026,2014,1,5,22,50,NA,3.5,4.1,0.82,8.33,5.57,296,NA,12.4,NA,NA,NA,NA
46026,2014,1,5,23,50,NA,4.5,5.5,0.69,8.33,5.91,287,NA,12.6,NA,NA,NA,NA
46026,2014,1,6,0,50,NA,4.3,4.9,0.67,8.33,6.9,295,NA,12.2,NA,NA,NA,NA
46026,2014,1,6,1,50,NA,4,5.1,0.72,8.33,7.18,284,NA,12.1,NA,NA,NA,NA
46026,2014,1,6,2,50,NA,3.3,3.9,0.74,16,7.42,283,NA,12.4,NA,NA,NA,NA
46026,2014,1,6,3,50,NA,2.7,3.1,0.74,16,7.61,276,NA,12.1,NA,NA,NA,NA
46026,2014,1,6,4,50,NA,2.3,2.6,0.76,16,7.66,266,NA,12.1,NA,NA,NA,NA
46026,2014,1,6,5,50,NA,4.2,5.1,0.69,16,6.79,317,NA,13.7,NA,NA,NA,NA
46026,2014,1,6,6,50,NA,4.1,4.8,0.74,16,7.34,292,NA,13.4,NA,NA,NA,NA
46026,2014,1,6,7,50,NA,4.1,4.8,0.66,16,6.92,203,NA,13.1,NA,NA,NA,NA
46026,2014,1,6,8,50,NA,3.9,4.9,0.76,16,6.61,307,NA,13,NA,NA,NA,NA
46026,2014,1,6,9,50,NA,4.8,5.4,0.7,16,6.26,282,NA,12.3,NA,NA,NA,NA
46026,2014,1,6,10,50,NA,4.1,4.9,0.75,16,7,285,NA,12.2,NA,NA,NA,NA
46026,2014,1,6,11,50,NA,5.3,6.3,0.75,16,7.1,276,NA,12.2,NA,NA,NA,NA
46026,2014,1,6,12,50,NA,5.1,6.2,0.84,16,6.26,291,NA,12.3,NA,NA,NA,NA
46026,2014,1,6,13,50,NA,4.8,5.7,0.79,14.81,5.75,333,NA,12.7,NA,NA,NA,NA
46026,2014,1,6,14,50,NA,5.8,6.6,0.85,14.81,5.92,274,NA,12.5,NA,NA,NA,NA
46026,2014,1,6,15,50,NA,6.2,7,0.89,14.81,5.82,268,NA,12.4,NA,NA,NA,NA
46026,2014,1,6,16,50,NA,6.5,7.4,0.83,14.81,5.23,278,NA,12.3,NA,NA,NA,NA
46026,2014,1,6,17,50,NA,6.8,8,0.91,14.81,5.89,267,NA,12.3,NA,NA,NA,NA
46026,2014,1,6,18,50,NA,5,6.1,0.9,14.81,6.02,268,NA,12.4,NA,NA,NA,NA
46026,2014,1,6,19,50,NA,6.6,8,0.92,13.79,5.33,266,NA,12.6,NA,NA,NA,NA
46026,2014,1,6,20,50,NA,7.7,9,0.87,13.79,5.11,304,NA,12.7,NA,NA,NA,NA
46026,2014,1,6,21,50,NA,6.7,9.9,1.04,13.79,5.81,265,NA,13.2,NA,NA,NA,NA
46026,2014,1,6,22,50,NA,4.8,6,0.88,14.81,5.68,279,NA,13.2,NA,NA,NA,NA
46026,2014,1,6,23,50,NA,4.7,5.7,0.86,14.81,6.17,282,NA,13.1,NA,NA,NA,NA
46026,2014,1,7,0,50,NA,5,6.2,0.94,13.79,7.35,272,NA,13.1,NA,NA,NA,NA
46026,2014,1,7,1,50,NA,2.9,3.5,1.1,13.79,8.92,289,NA,13.2,NA,NA,NA,NA
46026,2014,1,7,2,50,NA,2.7,3.1,0.82,12.9,8.6,285,NA,12.6,NA,NA,NA,NA
46026,2014,1,7,3,50,NA,2.8,3.9,0.95,13.79,9.67,283,NA,12.1,NA,NA,NA,NA
46026,2014,1,7,4,50,NA,2,2.8,1.09,13.79,10.59,292,NA,11.8,NA,NA,NA,NA
46026,2014,1,7,5,50,NA,2.8,3.2,0.95,13.79,10.24,300,NA,12,NA,NA,NA,NA
46026,2014,1,7,6,50,NA,2.1,2.8,1.1,12.9,10.29,289,NA,11.7,NA,NA,NA,NA
46026,2014,1,7,7,50,NA,3.5,4.1,1.01,12.9,10.34,299,NA,11.6,NA,NA,NA,NA
46026,2014,1,7,8,50,NA,1.7,2,1,12.9,9.9,278,NA,11.3,NA,NA,NA,NA
46026,2014,1,7,9,50,NA,1.8,2.2,1.17,12.9,10.52,285,NA,11.3,NA,NA,NA,NA
46026,2014,1,7,10,50,NA,0.6,1.1,1.07,13.79,10.66,300,NA,11.2,NA,NA,NA,NA
46026,2014,1,7,11,50,NA,1.3,1.6,1.15,12.12,10.62,294,NA,11.2,NA,NA,NA,NA
46026,2014,1,7,12,50,NA,1,2,1.3,12.9,10.06,292,NA,11.1,NA,NA,NA,NA
46026,2014,1,7,13,50,NA,1.5,2.2,1.01,11.43,9.91,268,NA,10.9,NA,NA,NA,NA
46026,2014,1,7,14,50,NA,1.8,2.7,1.21,13.79,10.67,283,NA,11,NA,NA,NA,NA
46026,2014,1,7,15,50,NA,0.2,0.8,1.25,13.79,10.69,287,NA,10.9,NA,NA,NA,NA
46026,2014,1,7,16,50,NA,1.6,2.4,1.1,12.12,10.02,271,NA,11.1,NA,NA,NA,NA
46026,2014,1,7,17,50,NA,1.7,2.5,1.11,11.43,10.33,272,NA,11.4,NA,NA,NA,NA
46026,2014,1,7,18,50,NA,0.8,1.2,1.37,12.9,11,276,NA,11.5,NA,NA,NA,NA
46026,2014,1,7,19,50,NA,1.3,1.8,1.24,12.9,10.6,273,NA,11.5,NA,NA,NA,NA
46026,2014,1,7,20,50,NA,0.4,0.8,1.21,12.9,10.47,284,NA,11.3,NA,NA,NA,NA
46026,2014,1,7,21,50,NA,1.6,1.9,1.18,12.12,10.16,290,NA,11.3,NA,NA,NA,NA
46026,2014,1,7,22,50,NA,0.7,1.2,1.21,12.12,10.28,283,NA,11.8,NA,NA,NA,NA
46026,2014,1,7,23,50,NA,1,1.7,1.16,12.9,9.31,274,NA,11.7,NA,NA,NA,NA
46026,2014,1,8,0,50,NA,1.6,2.2,1.13,11.43,9.76,292,NA,11.7,NA,NA,NA,NA
46026,2014,1,8,1,50,NA,3,3.6,1.24,12.9,10.31,284,NA,11.9,NA,NA,NA,NA
46026,2014,1,8,2,50,NA,3.1,3.5,1.16,12.9,10.04,268,NA,11.8,NA,NA,NA,NA
46026,2014,1,8,3,50,NA,3.4,4.2,1.13,11.43,9.83,281,NA,11.7,NA,NA,NA,NA
46026,2014,1,8,4,50,NA,4,4.7,1.1,11.43,9.21,265,NA,11.7,NA,NA,NA,NA
46026,2014,1,8,5,50,NA,4.1,4.7,0.99,11.43,9.01,280,NA,11.6,NA,NA,NA,NA
46026,2014,1,8,6,50,NA,5.1,6,1.11,12.12,9.5,277,NA,11.4,NA,NA,NA,NA
46026,2014,1,8,7,50,NA,5.2,6.2,1.16,12.12,9.02,279,NA,11.1,NA,NA,NA,NA
46026,2014,1,8,8,50,NA,5.7,7,1.25,11.43,7.89,278,NA,10.7,NA,NA,NA,NA
46026,2014,1,8,9,50,NA,5.7,6.8,1.12,11.43,6.99,271,NA,10.6,NA,NA,NA,NA
46026,2014,1,8,10,50,NA,5.4,6.5,1.24,11.43,6.65,278,NA,10.2,NA,NA,NA,NA
46026,2014,1,8,11,50,NA,4.3,5.4,1.16,11.43,6.52,275,NA,10,NA,NA,NA,NA
46026,2014,1,8,12,50,NA,5,6.3,1.26,10.81,6.65,256,NA,10.2,NA,NA,NA,NA
46026,2014,1,8,13,50,NA,5.5,6.4,1.17,10.81,6.65,272,NA,10.1,NA,NA,NA,NA
46026,2014,1,8,14,50,NA,4.1,5.3,1.22,11.43,6.66,259,NA,10.5,NA,NA,NA,NA
46026,2014,1,8,15,50,NA,4.5,5.8,1.28,11.43,7.19,260,NA,10.2,NA,NA,NA,NA
46026,2014,1,8,16,50,NA,4.9,6.4,1.3,10,7.07,263,NA,10.6,NA,NA,NA,NA
46026,2014,1,8,17,50,NA,5,6,1.23,11.43,6.52,249,NA,10.6,NA,NA,NA,NA
46026,2014,1,8,18,50,NA,4.7,5.6,1.19,10.81,6.53,282,NA,10.4,NA,NA,NA,NA
46026,2014,1,8,19,50,NA,5.8,6.9,1.27,17.39,6.92,299,NA,10,NA,NA,NA,NA
46026,2014,1,8,20,50,NA,5.4,6.3,1.18,10.81,6.28,257,NA,10.1,NA,NA,NA,NA
46026,2014,1,8,21,50,NA,7.4,8.5,1.23,10.81,6.21,270,NA,10.3,NA,NA,NA,NA
46026,2014,1,8,22,50,NA,6.8,8,1.31,10.81,6.26,279,NA,10.2,NA,NA,NA,NA
46026,2014,1,8,23,50,NA,3.7,4.8,1.34,16,6.41,267,NA,10.4,NA,NA,NA,NA
46026,2014,1,9,0,50,NA,5.8,7.2,1.32,10,6.54,273,NA,11,NA,NA,NA,NA
46026,2014,1,9,1,50,NA,8.4,9.7,1.53,10.81,6.92,257,NA,10.8,NA,NA,NA,NA
46026,2014,1,9,2,50,NA,6,7.1,1.39,16,6.24,277,NA,11.1,NA,NA,NA,NA
46026,2014,1,9,3,50,NA,6.9,8.2,1.47,16,6.54,285,NA,11.4,NA,NA,NA,NA
46026,2014,1,9,4,50,NA,6,7.9,1.39,16,6.31,324,NA,11.5,NA,NA,NA,NA
46026,2014,1,9,5,50,NA,5.9,6.9,1.49,16,6.04,287,NA,11.3,NA,NA,NA,NA
46026,2014,1,9,6,50,NA,6.1,7.2,1.46,14.81,6.79,289,NA,11.1,NA,NA,NA,NA
46026,2014,1,9,7,50,NA,6.9,8,1.45,16,6.81,264,NA,10.9,NA,NA,NA,NA
46026,2014,1,9,8,50,NA,7.4,8.9,1.34,14.81,6.52,247,NA,10.6,NA,NA,NA,NA
46026,2014,1,9,9,50,NA,6.9,8.2,1.37,16,6.4,255,NA,10.7,NA,NA,NA,NA
46026,2014,1,9,10,50,NA,5.3,6.6,1.59,16,6.96,292,NA,9.9,NA,NA,NA,NA
46026,2014,1,9,11,50,NA,4.2,5.3,1.48,10.81,7.39,282,NA,11,NA,NA,NA,NA
46026,2014,1,9,12,50,NA,5.8,7.1,1.27,12.12,6.83,286,NA,11.5,NA,NA,NA,NA
46026,2014,1,9,13,50,NA,8,9.6,1.48,11.43,6.91,271,NA,11.4,NA,NA,NA,NA
46026,2014,1,9,14,50,NA,4.8,6.1,1.6,10,6.91,269,NA,11.3,NA,NA,NA,NA
46026,2014,1,9,15,50,NA,5.2,6.4,1.62,16,7.23,283,NA,11.3,NA,NA,NA,NA
46026,2014,1,9,16,50,NA,8.4 1,0.2,1.71,11.43,7.27,278,NA,11.4,NA,NA,NA,NA
46026,2014,1,9,17,50,NA,9.4 1,1.1,1.64,12.12,6.56,285,NA,10.9,NA,NA,NA,NA
46026,2014,1,9,18,50,NA,9.7 1,1.7,1.62,14.81,6.05,295,NA,11.1,NA,NA,NA,NA
46026,2014,1,9,19,50,NA,9.7 1,1.3,1.78,14.81,6.35,278,NA,11.2,NA,NA,NA,NA
46026,2014,1,9,20,50,NA,9.6 1,1.8,1.75,14.81,6.19,253,NA,11.3,NA,NA,NA,NA
46026,2014,1,9,21,50,NA,8.4 1,0,1.77,14.81,6.13,287,NA,11.2,NA,NA,NA,NA
46026,2014,1,9,22,50,999 1,0.1 1,2.1,1.87,14.81,6.37,279,NA,11.3,NA,NA,NA,NA
46026,2014,1,9,23,50,999 1,0.5 1,3,1.88,14.81,5.96,290,NA,11.3,NA,NA,NA,NA
46026,2014,1,10,0,50,999 1,0.8 1,2.3,1.81,14.81,5.71,273,NA,11.3,NA,NA,NA,NA
46026,2014,1,10,1,50,999 1,0.4 1,2.7,2.06,14.81,6.38,281,NA,11.4,NA,NA,NA,NA
46026,2014,1,10,2,50,NA,9.2 1,0.9,2.17,13.79,6.52,287,NA,11.4,NA,NA,NA,NA
46026,2014,1,10,3,50,NA,9.7 1,1.8,2.04,13.79,6.29,305,NA,11.3,NA,NA,NA,NA
46026,2014,1,10,4,50,NA,9.9 1,1.6,2.13,12.9,6.69,279,NA,11.4,NA,NA,NA,NA
46026,2014,1,10,5,50,NA,8.9 1,0.8,2.34,12.9,7.39,288,NA,11.3,NA,NA,NA,NA
46026,2014,1,10,6,50,NA,8.1,9.6,2.45,12.9,8.18,294,NA,11.1,NA,NA,NA,NA
46026,2014,1,10,7,50,NA,7.2,9,2.26,13.79,8.03,286,NA,11.1,NA,NA,NA,NA
46026,2014,1,10,8,50,NA,7.5,9,2.45,13.79,8.69,277,NA,11,NA,NA,NA,NA
46026,2014,1,10,9,50,NA,7.8,9.7,2.1,12.9,7.88,281,NA,11,NA,NA,NA,NA
46026,2014,1,10,10,50,NA,8.5 1,0.4,2.2,13.79,8.25,279,NA,11.1,NA,NA,NA,NA
46026,2014,1,10,11,50,NA,5.8,7.1,2.17,12.9,8.03,281,NA,11.2,NA,NA,NA,NA
46026,2014,1,10,12,50,NA,5.4,7.2,2.08,12.9,8.7,279,NA,10.7,NA,NA,NA,NA
46026,2014,1,10,13,50,NA,5.2,6.8,2.32,13.79,9.05,276,NA,10.3,NA,NA,NA,NA
46026,2014,1,10,14,50,NA,4.9,5.9,2.17,12.9,8.78,270,NA,10,NA,NA,NA,NA
46026,2014,1,10,15,50,NA,5.3,6.6,2.29,12.9,8.79,288,NA,9.8,NA,NA,NA,NA
46026,2014,1,10,16,50,NA,4.4,5.5,2.22,13.79,9.08,283,NA,9.5,NA,NA,NA,NA
46026,2014,1,10,17,50,NA,3.8,5.2,2.05,13.79,8.71,279,NA,9.6,NA,NA,NA,NA
46026,2014,1,10,18,50,NA,2.9,4.2,1.98,12.9,8.54,274,NA,9.4,NA,NA,NA,NA
46026,2014,1,10,19,50,NA,2.3,3.4,2.34,13.79,9.56,279,NA,9.4,NA,NA,NA,NA
46026,2014,1,10,20,50,NA,2.7,3.7,1.96,12.9,9.15,289,NA,9.2,NA,NA,NA,NA
46026,2014,1,10,21,50,NA,4.9,6,1.91,12.12,8.72,282,NA,9.4,NA,NA,NA,NA
46026,2014,1,10,22,50,NA,6.2,7.4,1.99,14.81,9.06,286,NA,9.6,NA,NA,NA,NA
46026,2014,1,10,23,50,NA,5.9,7.2,2,12.9,8.98,291,NA,9.3,NA,NA,NA,NA
