Buoy,#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
46026,2014,4,3,17,50,NA,1.6,2.2,1.37,10,6.67,315,NA,11.4,NA,NA,NA,NA
46026,2014,4,3,18,50,NA,1.8,2.4,1.45,10,7.2,312,NA,11.5,NA,NA,NA,NA
46026,2014,4,3,19,50,NA,3.3,4.4,1.43,9.09,7.1,316,NA,11.6,NA,NA,NA,NA
46026,2014,4,3,20,50,NA,2.5,3.5,1.25,10,6.89,318,NA,11.8,NA,NA,NA,NA
46026,2014,4,3,21,50,NA,3,3.7,1.25,10,6.92,323,NA,12.1,NA,NA,NA,NA
46026,2014,4,3,22,50,NA,3.2,4.2,1.25,10,6.87,321,NA,12.2,NA,NA,NA,NA
46026,2014,4,3,23,50,NA,3.4,4,1.25,9.09,7.19,312,NA,12.4,NA,NA,NA,NA
46026,2014,4,4,0,50,NA,3.1,3.8,1.15,9.09,7.14,304,NA,12.4,NA,NA,NA,NA
46026,2014,4,4,1,50,NA,3.4,4.2,1.05,9.09,6.72,316,NA,12.4,NA,NA,NA,NA
46026,2014,4,4,2,50,NA,3.1,3.5,1.01,9.09,6.59,309,NA,12.3,NA,NA,NA,NA
46026,2014,4,4,3,50,NA,3.8,4.4,1.05,9.09,6.68,312,NA,12.4,NA,NA,NA,NA
46026,2014,4,4,4,50,NA,4.4,5.3,1.09,13.79,6.72,201,NA,12.4,NA,NA,NA,NA
46026,2014,4,4,5,50,NA,4.5,5.3,0.96,8.33,5.99,303,NA,12.5,NA,NA,NA,NA
46026,2014,4,4,6,50,NA,5.1,6.4,0.94,12.9,5.72,158,NA,11.5,NA,NA,NA,NA
46026,2014,4,4,7,50,NA,3.5,4.3,0.93,13.79,5.5,185,NA,11.8,NA,NA,NA,NA
46026,2014,4,4,8,50,NA,5.9,6.6,1.04,13.79,5.57,151,NA,11.1,NA,NA,NA,NA
46026,2014,4,4,10,50,NA,4.4,5.5,1.15,13.79,5.73,207,NA,10.1,NA,NA,NA,NA
46026,2014,4,4,11,50,NA,5.6,6.6,1.18,7.14,5.95,277,NA,10.7,NA,NA,NA,NA
46026,2014,4,4,12,50,NA,7.4,8.8,1.1,6.25,5.93,275,NA,10.8,NA,NA,NA,NA
46026,2014,4,4,13,50,NA,7.1,8.3,1.21,13.79,5.55,216,NA,11.4,NA,NA,NA,NA
46026,2014,4,4,14,50,NA,6.9,8,1.23,12.12,5.22,258,NA,10.9,NA,NA,NA,NA
46026,2014,4,4,15,50,NA,7,8.6,1.33,12.12,5.42,285,NA,11.6,NA,NA,NA,NA
46026,2014,4,4,16,50,NA,6.7,8,1.44,11.43,5.81,280,NA,11.7,NA,NA,NA,NA
46026,2014,4,4,17,50,NA,5.4,6.4,1.58,11.43,6.17,302,NA,11.9,NA,NA,NA,NA
46026,2014,4,4,18,50,NA,7,8.4,1.77,11.43,6.08,283,NA,11.9,NA,NA,NA,NA
46026,2014,4,4,19,50,NA,8.1 1,0.3,1.89,11.43,6.29,304,NA,11.9,NA,NA,NA,NA
46026,2014,4,4,20,50,NA,9.2 1,1.3,2.2,10.81,6.81,301,NA,11.6,NA,NA,NA,NA
46026,2014,4,4,21,50,NA,8.6 1,0.1,2.45,8.33,6.8,294,NA,11.7,NA,NA,NA,NA
46026,2014,4,4,22,50,NA,8,9.7,2.39,9.09,6.64,295,NA,11.6,NA,NA,NA,NA
46026,2014,4,4,23,50,NA,8.4 1,0.3,2.63,8.33,6.68,285,NA,11.7,NA,NA,NA,NA
46026,2014,4,5,0,50,NA,9.4 1,1.5,2.59,7.69,6.7,287,NA,12,NA,NA,NA,NA
46026,2014,4,5,1,50,NA,9.3 1,0.8,2.68,16,6.92,289,NA,12,NA,NA,NA,NA
46026,2014,4,5,2,50,999 1,0.4 1,2.8,2.62,16,6.88,278,NA,11.9,NA,NA,NA,NA
46026,2014,4,5,3,50,999 1,0.6 1,2.5,2.44,16,6.55,280,NA,11.8,NA,NA,NA,NA
46026,2014,4,5,4,50,999 1,0.9 1,2.9,2.62,16,6.76,274,NA,11.8,NA,NA,NA,NA
46026,2014,4,5,5,50,999 1,0.2 1,1.9,2.45,14.81,6.37,285,NA,11.8,NA,NA,NA,NA
46026,2014,4,5,6,50,NA,8.6 1,0.7,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA
46026,2014,4,5,7,50,NA,9.6 1,1.5,2.33,14.81,6.88,276,NA,11.6,NA,NA,NA,NA
46026,2014,4,5,8,50,NA,9.8 1,1.4,2.29,12.9,6.64,244,NA,11.4,NA,NA,NA,NA
46026,2014,4,5,9,50,NA,8.5 1,0.3,2.08,13.79,6.51,280,NA,11.3,NA,NA,NA,NA
46026,2014,4,5,10,50,NA,9.7 1,1.5,2.01,14.81,6.12,274,NA,11.3,NA,NA,NA,NA
46026,2014,4,5,11,50,NA,9.6 1,1.7,2.14,13.79,6.06,274,NA,11.4,NA,NA,NA,NA
46026,2014,4,5,12,50,NA,9.4 1,1.1,2.29,13.79,6.14,272,NA,11.4,NA,NA,NA,NA
46026,2014,4,5,13,50,NA,9.7 1,1.5,2.06,13.79,6.09,289,NA,11.5,NA,NA,NA,NA
46026,2014,4,5,14,50,999 1,0.5 1,2.6,1.91,13.79,5.71,288,NA,11.5,NA,NA,NA,NA
46026,2014,4,5,15,50,NA,9.8 1,1.4,1.96,14.81,6.13,234,NA,11.7,NA,NA,NA,NA
46026,2014,4,5,16,50,NA,9.0 1,0.4,1.88,13.79,6.2,269,NA,11.8,NA,NA,NA,NA
46026,2014,4,5,17,50,NA,8.8 1,0.6,1.97,13.79,6.06,290,NA,11.8,NA,NA,NA,NA
46026,2014,4,5,18,50,NA,9.0 1,0.6,1.99,13.79,5.97,270,NA,11.8,NA,NA,NA,NA
46026,2014,4,5,19,50,NA,9.4 1,0.6,1.94,13.79,6.16,276,NA,11.8,NA,NA,NA,NA
46026,2014,4,5,20,50,NA,9.5 1,1.6,1.83,13.79,5.94,247,NA,12,NA,NA,NA,NA
46026,2014,4,5,21,50,NA,9.5 1,1.1,1.91,13.79,5.97,276,NA,12.2,NA,NA,NA,NA
46026,2014,4,5,22,50,NA,9.2 1,0.7,1.81,13.79,5.78,307,NA,12.4,NA,NA,NA,NA
46026,2014,4,5,23,50,NA,7.9 1,0.2,1.82,13.79,5.84,293,NA,12.5,NA,NA,NA,NA
46026,2014,4,6,0,50,NA,9.5 1,1.3,1.87,12.9,6.2,289,NA,12.5,NA,NA,NA,NA
46026,2014,4,6,1,50,NA,8,9.8,2.04,13.79,6.37,282,NA,12.5,NA,NA,NA,NA
46026,2014,4,6,2,50,NA,8.5 1,0.4,1.84,12.9,6.1,274,NA,12.5,NA,NA,NA,NA
46026,2014,4,6,3,50,NA,9.0 1,0.8,1.92,12.12,6.01,278,NA,12.5,NA,NA,NA,NA
46026,2014,4,6,4,50,999 1,0.5 1,2.7,2.06,12.9,5.78,272,NA,12.4,NA,NA,NA,NA
46026,2014,4,6,5,50,NA,9.8 1,1.8,1.96,13.79,5.39,254,NA,12.4,NA,NA,NA,NA
46026,2014,4,6,6,50,999 1,0.5 1,2.7,2.01,12.9,5.7,289,NA,12.3,NA,NA,NA,NA
46026,2014,4,6,7,50,NA,9.7 1,1.6,1.98,13.79,5.71,258,NA,12.2,NA,NA,NA,NA
46026,2014,4,6,8,50,NA,9.7 1,1.4,1.98,12.9,5.89,264,NA,12.1,NA,NA,NA,NA
46026,2014,4,6,9,50,NA,8.4,9.9,2,13.79,5.92,280,NA,12.1,NA,NA,NA,NA
46026,2014,4,6,10,50,NA,6.5,7.8,1.84,11.43,5.82,284,NA,12,NA,NA,NA,NA
46026,2014,4,6,11,50,NA,7.6,9.1,NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA
46026,2014,4,6,12,50,NA,6,7.3,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA
46026,2014,4,6,13,50,NA,6.3,7.5,1.78,12.9,6.34,281,NA,11.8,NA,NA,NA,NA
46026,2014,4,6,14,50,NA,5.8,6.7,1.82,12.12,6.65,276,NA,12,NA,NA,NA,NA
46026,2014,4,6,15,50,NA,5.9,7.1,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
46026,2014,4,6,16,50,NA,4.3,5.4,1.77,19.05,6.61,294,NA,12.2,NA,NA,NA,NA
46026,2014,4,6,17,50,NA,3.1,4,1.72,17.39,6.79,269,NA,12.1,NA,NA,NA,NA
46026,2014,4,6,18,50,NA,4.1,5,1.81,19.05,7.34,281,NA,12.5,NA,NA,NA,NA
46026,2014,4,6,19,50,NA,6.7,8.1,1.89,17.39,7.38,263,NA,12.4,NA,NA,NA,NA
46026,2014,4,6,20,50,NA,7.4,8.8,1.71,17.39,6.47,277,NA,12.5,NA,NA,NA,NA
46026,2014,4,6,21,50,NA,7.1,8.4,1.97,17.39,7.02,289,NA,12.5,NA,NA,NA,NA
46026,2014,4,6,22,50,NA,7.7,8.9,1.75,17.39,6.42,266,NA,12.8,NA,NA,NA,NA
46026,2014,4,6,23,50,NA,7.2,8.4,1.93,17.39,6.83,271,NA,12.9,NA,NA,NA,NA
46026,2014,4,7,0,50,NA,7.2,8.4,2.02,17.39,7.29,247,NA,13,NA,NA,NA,NA
46026,2014,4,7,1,50,NA,8.1,9.5,2.1,17.39,7.04,278,NA,12.9,NA,NA,NA,NA
46026,2014,4,7,2,50,NA,7.1,8.6,2.03,17.39,7.15,274,NA,12.6,NA,NA,NA,NA
46026,2014,4,7,3,50,NA,6.1,7.2,2.02,17.39,7.38,262,NA,12.6,NA,NA,NA,NA
46026,2014,4,7,4,50,NA,7,8.2,2.06,17.39,7.33,277,NA,12.5,NA,NA,NA,NA
46026,2014,4,7,5,50,NA,3.8,4.6,2.13,16,6.95,274,NA,12.2,NA,NA,NA,NA
46026,2014,4,7,6,50,NA,6.1,7.1,2.04,17.39,6.96,273,NA,12.3,NA,NA,NA,NA
46026,2014,4,7,7,50,NA,5,6,1.97,17.39,7.01,263,NA,12.2,NA,NA,NA,NA
46026,2014,4,7,8,50,NA,2.7,4,1.84,16,7.02,268,NA,12.1,NA,NA,NA,NA
46026,2014,4,7,9,50,NA,4.2,5.1,2.03,16,7.43,260,NA,12,NA,NA,NA,NA
46026,2014,4,7,10,50,NA,4.4,5.2,2.13,17.39,7.94,265,NA,11.9,NA,NA,NA,NA
46026,2014,4,7,11,50,NA,2.5,3.1,1.9,17.39,7.82,255,NA,12.1,NA,NA,NA,NA
46026,2014,4,7,12,50,NA,2.4,2.9,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA
46026,2014,4,7,13,50,NA,1.5,2.5,1.74,16,7.66,282,NA,12.1,NA,NA,NA,NA
46026,2014,4,7,14,50,NA,1,2.1,1.86,16,7.9,263,NA,12.7,NA,NA,NA,NA
46026,2014,4,7,15,50,NA,0.3,0.8,1.87,16,8.1,260,NA,13.4,NA,NA,NA,NA
46026,2014,4,7,16,50,NA,2.3,3,1.86,16,7.87,252,NA,12.6,NA,NA,NA,NA
46026,2014,4,7,17,50,NA,2.9,3.7,1.85,16,8,261,NA,12.5,NA,NA,NA,NA
46026,2014,4,7,18,50,NA,2.8,3.6,1.7,16,7.69,262,NA,12.7,NA,NA,NA,NA
46026,2014,4,7,19,50,NA,3.9,4.8,1.82,16,8.31,263,NA,12.8,NA,NA,NA,NA
46026,2014,4,7,20,50,NA,4.1,4.9,1.88,16,8.59,276,NA,12.9,NA,NA,NA,NA
46026,2014,4,7,21,50,NA,4.4,5.3,1.86,14.81,8.79,267,NA,13,NA,NA,NA,NA
46026,2014,4,7,22,50,NA,4.3,5.2,1.7,16,8.23,285,NA,13.2,NA,NA,NA,NA
46026,2014,4,7,23,50,NA,5.7,6.6,1.77,14.81,8.07,279,NA,13.3,NA,NA,NA,NA
46026,2014,4,8,0,50,NA,6.4,7.5,1.89,16,8.2,261,NA,12.9,NA,NA,NA,NA
46026,2014,4,8,1,50,NA,6.7,8.1,1.88,14.81,8.08,273,NA,12.6,NA,NA,NA,NA
46026,2014,4,8,2,50,NA,7.9,9.1,1.85,16,7.37,258,NA,11.1,NA,NA,NA,NA
46026,2014,4,8,3,50,NA,7.9,9,1.74,14.81,6.91,280,NA,10.7,NA,NA,NA,NA
46026,2014,4,8,4,50,NA,7.9,9.9,1.89,14.81,6.68,276,NA,10.6,NA,NA,NA,NA
46026,2014,4,8,5,50,NA,7.6,8.8,1.7,14.81,6.3,286,NA,10.4,NA,NA,NA,NA
46026,2014,4,8,6,50,NA,7,8.4,1.57,13.79,6.13,262,NA,10.3,NA,NA,NA,NA
46026,2014,4,8,7,50,NA,3.6,4.6,1.56,14.81,6.41,282,NA,10.3,NA,NA,NA,NA
46026,2014,4,8,8,50,NA,4.1,5.5,1.55,16,6.76,263,NA,10.2,NA,NA,NA,NA
46026,2014,4,8,9,50,NA,5.7,6.7,1.56,14.81,6.95,270,NA,9.9,NA,NA,NA,NA
46026,2014,4,8,10,50,NA,6,6.8,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA
46026,2014,4,8,11,50,NA,4,4.7,1.41,14.81,6.7,257,NA,9.8,NA,NA,NA,NA
46026,2014,4,8,12,50,NA,2.1,3.4,1.39,13.79,6.86,261,NA,10,NA,NA,NA,NA
46026,2014,4,8,13,50,NA,2.3,3,1.49,13.79,7.21,265,NA,10,NA,NA,NA,NA
46026,2014,4,8,14,50,NA,1.5,2.4,1.69,14.81,7.66,280,NA,10.5,NA,NA,NA,NA
46026,2014,4,8,15,50,NA,2.6,3.8,1.37,14.81,6.77,298,NA,10.2,NA,NA,NA,NA
46026,2014,4,8,16,50,NA,3.8,4.9,1.36,14.81,6.93,255,NA,9.7,NA,NA,NA,NA
46026,2014,4,8,17,50,NA,3.3,4.2,1.46,14.81,7.47,288,NA,9.9,NA,NA,NA,NA
46026,2014,4,8,18,50,NA,3.3,4,1.53,14.81,7.47,265,NA,10,NA,NA,NA,NA
46026,2014,4,8,19,50,NA,3.8,4.5,1.56,14.81,7.67,259,NA,10.3,NA,NA,NA,NA
46026,2014,4,8,20,50,NA,4.8,5.6,1.4,14.81,7.12,285,NA,10.5,NA,NA,NA,NA
46026,2014,4,8,21,50,NA,4.2,5.1,1.43,14.81,7.42,266,NA,10.8,NA,NA,NA,NA
46026,2014,4,8,22,50,NA,3.9,4.8,1.48,13.79,7.78,294,NA,10.9,NA,NA,NA,NA
46026,2014,4,8,23,50,NA,4.2,4.9,1.45,14.81,7.38,275,NA,10.8,NA,NA,NA,NA
46026,2014,4,9,0,50,NA,5,5.9,1.44,14.81,7.53,269,NA,10.5,NA,NA,NA,NA
46026,2014,4,9,1,50,NA,6,7.1,1.53,14.81,7.81,269,NA,10.4,NA,NA,NA,NA
46026,2014,4,9,2,50,NA,5.6,6.8,1.52,14.81,7.37,270,NA,10.2,NA,NA,NA,NA
46026,2014,4,9,3,50,NA,5.1,6.3,1.45,12.12,6.94,295,NA,10.2,NA,NA,NA,NA
46026,2014,4,9,4,50,NA,3.1,4.2,1.32,14.81,6.85,278,NA,9.9,NA,NA,NA,NA
46026,2014,4,9,5,50,NA,2.4,3.4,1.45,13.79,7.55,296,NA,10,NA,NA,NA,NA
46026,2014,4,9,6,50,NA,3.3,4.6,1.59,13.79,8.37,278,NA,9.6,NA,NA,NA,NA
46026,2014,4,9,7,50,NA,3.5,5.3,1.54,13.79,8.05,271,NA,9.8,NA,NA,NA,NA
46026,2014,4,9,8,50,NA,4.4,6.2,1.41,13.79,7.33,261,NA,10,NA,NA,NA,NA
46026,2014,4,9,9,50,NA,4.6,5.9,1.38,11.43,7.33,269,NA,10,NA,NA,NA,NA
46026,2014,4,9,10,50,NA,4.7,6.2,1.48,12.9,7.21,290,NA,9.9,NA,NA,NA,NA
46026,2014,4,9,11,50,NA,4.6,5.8,1.55,12.9,7.26,291,NA,9.6,NA,NA,NA,NA
46026,2014,4,9,12,50,NA,4.3,5.6,1.53,12.9,7,271,NA,9.5,NA,NA,NA,NA
46026,2014,4,9,13,50,NA,4.8,6.3,1.53,12.9,6.74,277,NA,9.8,NA,NA,NA,NA
46026,2014,4,9,14,50,NA,4.5,5.8,1.72,12.12,7.04,283,NA,9.8,NA,NA,NA,NA
46026,2014,4,9,15,50,NA,3.5,4.6,1.67,12.9,6.85,278,NA,9.8,NA,NA,NA,NA
46026,2014,4,9,16,50,NA,4.4,6.3,1.6,12.12,6.9,282,NA,9.9,NA,NA,NA,NA
46026,2014,4,9,17,50,NA,3.2,4.4,1.61,12.9,7.27,283,NA,9.9,NA,NA,NA,NA
46026,2014,4,9,18,50,NA,3.3,5,1.51,13.79,7.3,279,NA,10.1,NA,NA,NA,NA
46026,2014,4,9,19,50,NA,5,6.7,1.44,13.79,7.42,273,NA,10.2,NA,NA,NA,NA
46026,2014,4,9,20,50,NA,5.4,7.5,1.39,12.12,7.43,293,NA,10.5,NA,NA,NA,NA
46026,2014,4,9,21,50,NA,4.4,6.1,1.41,12.12,7.44,278,NA,10.9,NA,NA,NA,NA
46026,2014,4,9,22,50,NA,4.1,6,1.44,12.9,7.44,285,NA,11,NA,NA,NA,NA
46026,2014,4,9,23,50,NA,3.8,5.6,1.3,10.81,7.33,291,NA,10.9,NA,NA,NA,NA
46026,2014,4,10,0,50,NA,4.9,6.1,1.34,13.79,7.75,285,NA,10.2,NA,NA,NA,NA
46026,2014,4,10,1,50,NA,4.8,6.8,1.41,12.9,7.47,255,NA,9.7,NA,NA,NA,NA
46026,2014,4,10,2,50,NA,6.4,8.3,1.27,10.81,6.57,285,NA,10,NA,NA,NA,NA
46026,2014,4,10,3,50,NA,6.1,7.8,1.32,13.79,6.64,272,NA,10,NA,NA,NA,NA
46026,2014,4,10,4,50,NA,5.3,6.6,1.46,12.9,6.78,271,NA,10,NA,NA,NA,NA
46026,2014,4,10,5,50,NA,4.5,6.1,1.42,12.9,6.83,264,NA,9.8,NA,NA,NA,NA
46026,2014,4,10,6,50,NA,3.3,5.1,1.39,12.9,7.1,294,NA,9.8,NA,NA,NA,NA
46026,2014,4,10,7,50,NA,2.4,3.5,1.4,12.9,7.36,266,NA,9.9,NA,NA,NA,NA
46026,2014,4,10,8,50,NA,1.6,2.4,1.29,13.79,7.39,288,NA,10.1,NA,NA,NA,NA
46026,2014,4,10,9,50,NA,1.7,2.8,1.33,12.9,7.76,280,NA,10.5,NA,NA,NA,NA
46026,2014,4,10,10,50,NA,1,1.9,1.3,12.9,7.38,276,NA,10.4,NA,NA,NA,NA
46026,2014,4,10,11,50,NA,0.7,2,1.34,12.9,7.97,283,NA,10.3,NA,NA,NA,NA
46026,2014,4,10,12,50,NA,1.3,2.5,1.33,12.12,7.73,285,NA,10,NA,NA,NA,NA
46026,2014,4,10,13,50,NA,1.8,3,1.26,12.12,7.02,277,NA,9.9,NA,NA,NA,NA
46026,2014,4,10,14,50,NA,1.9,3,1.44,12.12,7.67,271,NA,9.9,NA,NA,NA,NA
46026,2014,4,10,15,50,NA,1.2,1.8,1.44,12.12,7.77,285,NA,10,NA,NA,NA,NA
46026,2014,4,10,16,50,NA,0.3,0.9,1.32,12.9,7.23,278,NA,10.1,NA,NA,NA,NA
46026,2014,4,10,17,50,NA,0.7,1.8,1.48,12.12,7.22,282,NA,10.4,NA,NA,NA,NA
46026,2014,4,10,18,50,NA,1.3,2.2,1.6,12.9,7.49,268,NA,10.4,NA,NA,NA,NA
46026,2014,4,10,19,50,NA,2.4,3.5,1.45,7.69,7.19,312,NA,10.4,NA,NA,NA,NA
46026,2014,4,10,20,50,NA,1.6,2.6,1.42,12.9,7.62,281,NA,10.8,NA,NA,NA,NA
46026,2014,4,10,21,50,NA,2.7,3.9,1.46,12.12,7.54,275,NA,11,NA,NA,NA,NA
46026,2014,4,10,22,50,NA,4.4,5.4,1.45,12.12,7.75,283,NA,10.8,NA,NA,NA,NA
46026,2014,4,10,23,50,NA,5.6,7.2,1.33,12.12,7.37,290,NA,NA,NA,NA,NA,NA
46026,2014,4,11,0,50,NA,6.7,8,1.24,12.12,6.28,293,NA,10.6,NA,NA,NA,NA
46026,2014,4,11,1,50,NA,6.6,8.3,1.36,12.12,6.05,283,NA,10.4,NA,NA,NA,NA
46026,2014,4,11,2,50,NA,7.1,8.4,1.35,11.43,6.45,303,NA,10.4,NA,NA,NA,NA
46026,2014,4,11,3,50,NA,4,5,1.24,9.09,6.1,311,NA,10.3,NA,NA,NA,NA
46026,2014,4,11,4,50,NA,3.4,4.3,1.28,11.43,6.7,298,NA,10.1,NA,NA,NA,NA
46026,2014,4,11,5,50,NA,3.9,5.9,1.12,10.81,6.37,289,NA,10,NA,NA,NA,NA
46026,2014,4,11,6,50,NA,1.9,3,1.21,11.43,6.75,265,NA,9.7,NA,NA,NA,NA
46026,2014,4,11,7,50,NA,2.7,3.7,1.18,11.43,6.75,292,NA,9.6,NA,NA,NA,NA
46026,2014,4,11,8,50,NA,1.4,3.1,1.1,11.43,6.74,291,NA,9.5,NA,NA,NA,NA
46026,2014,4,11,9,50,NA,2.1,3.6,1.21,11.43,7.39,283,NA,10.1,NA,NA,NA,NA
46026,2014,4,11,10,50,NA,1,2.4,1.15,10.81,7.29,307,NA,10.5,NA,NA,NA,NA
46026,2014,4,11,11,50,NA,1.9,3.3,1.21,11.43,7.38,296,NA,10.6,NA,NA,NA,NA
46026,2014,4,11,12,50,NA,2.4,3.8,1.2,11.43,7.27,304,NA,10.7,NA,NA,NA,NA
46026,2014,4,11,13,50,NA,1.5,3.5,1.31,10.81,7.08,308,NA,10.6,NA,NA,NA,NA
46026,2014,4,11,14,50,NA,0.4,1.1,1.31,10,6.99,295,NA,10.4,NA,NA,NA,NA
46026,2014,4,11,15,50,NA,0.5,1.7,1.43,11.43,6.98,289,NA,NA,NA,NA,NA,NA
46026,2014,4,11,16,50,NA,2.3,3.4,1.33,10,6.66,308,NA,10.6,NA,NA,NA,NA
46026,2014,4,11,17,50,NA,1.6,3,1.3,10,6.71,292,NA,NA,NA,NA,NA,NA
46026,2014,4,11,18,50,NA,2.1,2.7,1.26,10,6.52,315,NA,NA,NA,NA,NA,NA
46026,2014,4,11,19,50,NA,1,2,1.11,10,6.24,305,NA,NA,NA,NA,NA,NA
46026,2014,4,11,20,50,NA,2.2,3.1,1.1,10,6.6,317,NA,NA,NA,NA,NA,NA
46026,2014,4,11,21,50,NA,1.5,2.6,1.14,11.43,6.91,262,NA,NA,NA,NA,NA,NA
46026,2014,4,11,22,50,NA,3.1,3.9,1.13,10,7.06,310,NA,NA,NA,NA,NA,NA
46026,2014,4,11,23,50,NA,2.5,3.6,1.16,10,7.47,320,NA,NA,NA,NA,NA,NA
46026,2014,4,12,0,50,NA,3.3,4.3,1.14,10,7.31,324,NA,NA,NA,NA,NA,NA
46026,2014,4,12,1,50,NA,3.5,5,1.1,10,7.19,316,NA,NA,NA,NA,NA,NA
46026,2014,4,12,2,50,NA,3.4,5.1,1.2,10,7.39,328,NA,NA,NA,NA,NA,NA
46026,2014,4,12,3,50,NA,3.2,4.7,1.09,10,7.13,313,NA,NA,NA,NA,NA,NA
46026,2014,4,12,4,50,NA,3.5,5.6,1.16,10,7.22,315,NA,NA,NA,NA,NA,NA
46026,2014,4,12,5,50,NA,3.5,4.5,1.13,10,7.08,321,NA,NA,NA,NA,NA,NA
46026,2014,4,12,6,50,NA,3.7,5.2,1.07,9.09,7.2,319,NA,NA,NA,NA,NA,NA
46026,2014,4,12,7,50,NA,4.1,5.3,1.04,10,6.7,325,NA,NA,NA,NA,NA,NA
46026,2014,4,12,8,50,NA,3.9,5.4,1.09,10,7.05,315,NA,NA,NA,NA,NA,NA
46026,2014,4,12,9,50,NA,4.1,5.9,1.09,10.81,7.01,322,NA,NA,NA,NA,NA,NA
46026,2014,4,12,10,50,NA,3.8,5.5,1.11,13.79,6.88,197,NA,NA,NA,NA,NA,NA
46026,2014,4,12,11,50,NA,2.7,4.4,1.05,10,7.09,315,NA,NA,NA,NA,NA,NA
46026,2014,4,12,12,50,NA,3.4,4.7,1.02,10.81,6.64,328,NA,NA,NA,NA,NA,NA
46026,2014,4,12,13,50,NA,3.8,5.4,1.04,11.43,6.82,285,NA,NA,NA,NA,NA,NA
46026,2014,4,12,14,50,NA,4.2,5.2,1.1,10,7.1,326,NA,NA,NA,NA,NA,NA
46026,2014,4,12,15,50,NA,3.8,5.1,1.03,11.43,6.82,300,NA,NA,NA,NA,NA,NA
46026,2014,4,12,16,50,NA,3,5.4,1.19,10,7.25,315,NA,NA,NA,NA,NA,NA
46026,2014,4,12,17,50,NA,3.7,4.7,1.14,13.79,7.08,208,NA,NA,NA,NA,NA,NA
46026,2014,4,12,18,50,NA,3.9,4.9,1.08,10,6.81,319,NA,NA,NA,NA,NA,NA
46026,2014,4,12,19,50,NA,1.4,2.3,1.01,14.81,6.97,179,NA,NA,NA,NA,NA,NA
46026,2014,4,12,20,50,NA,1.4,2.5,1.08,10,7.2,306,NA,NA,NA,NA,NA,NA
46026,2014,4,12,21,50,NA,3.4,4.2,1.19,10,7.34,298,NA,NA,NA,NA,NA,NA
46026,2014,4,12,22,50,NA,4.1,4.9,1.12,13.79,7.44,214,NA,NA,NA,NA,NA,NA
46026,2014,4,12,23,50,NA,4.2,5.2,1.13,9.09,6.85,312,NA,NA,NA,NA,NA,NA
46026,2014,4,13,0,50,NA,4.3,5.5,1.07,10,6.41,320,NA,NA,NA,NA,NA,NA
46026,2014,4,13,1,50,NA,3.4,4.3,1.17,10.81,6.93,304,NA,NA,NA,NA,NA,NA
46026,2014,4,13,2,50,NA,4,5,1.14,9.09,6.77,309,NA,NA,NA,NA,NA,NA
46026,2014,4,13,3,50,NA,3.1,4.5,1.33,10,7.31,305,NA,NA,NA,NA,NA,NA
46026,2014,4,13,4,50,NA,5.5,7,1.23,9.09,6.9,303,NA,NA,NA,NA,NA,NA
46026,2014,4,13,5,50,NA,4.1,5.6,1.32,9.09,6.96,306,NA,NA,NA,NA,NA,NA
46026,2014,4,13,6,50,NA,4.1,5.6,1.31,10,6.75,304,NA,NA,NA,NA,NA,NA
46026,2014,4,13,7,50,NA,4.7,6.9,1.34,10,6.45,298,NA,NA,NA,NA,NA,NA
46026,2014,4,13,8,50,NA,4.8,6.6,1.36,10,6.34,298,NA,NA,NA,NA,NA,NA
46026,2014,4,13,9,50,NA,4.3,5.4,1.35,12.9,6.17,202,NA,NA,NA,NA,NA,NA
46026,2014,4,13,10,50,NA,3.5,4.7,1.42,10,6.18,319,NA,NA,NA,NA,NA,NA
46026,2014,4,13,11,50,NA,3.3,4.3,1.33,9.09,6.14,299,NA,NA,NA,NA,NA,NA
46026,2014,4,13,12,50,NA,3.4,5,1.25,10,6.04,304,NA,NA,NA,NA,NA,NA
46026,2014,4,13,13,50,NA,3.5,5.1,1.41,9.09,6.57,302,NA,NA,NA,NA,NA,NA
46026,2014,4,13,14,50,NA,2.8,3.8,1.51,10,6.75,290,NA,NA,NA,NA,NA,NA
46026,2014,4,13,15,50,NA,2.1,2.8,1.47,9.09,6.44,324,NA,NA,NA,NA,NA,NA
46026,2014,4,13,16,50,NA,2,2.7,1.63,10,6.83,307,NA,NA,NA,NA,NA,NA
46026,2014,4,13,17,50,NA,1,1.7,1.58,10.81,6.91,309,NA,NA,NA,NA,NA,NA
46026,2014,4,13,18,50,NA,2,3,1.58,9.09,6.98,302,NA,NA,NA,NA,NA,NA
46026,2014,4,13,19,50,NA,3.3,4.1,1.54,9.09,6.96,304,NA,NA,NA,NA,NA,NA
46026,2014,4,13,20,50,NA,4.2,5,1.59,9.09,7.21,308,NA,NA,NA,NA,NA,NA
46026,2014,4,13,21,50,NA,5.1,6.2,1.53,10,6.96,297,NA,NA,NA,NA,NA,NA
