"","Var1","Var2","Freq"
"366","Difference.from.300.Northery.heading","cemented.rock.1m2.10cm2",0.329102450363817
"367","Total.degrees.opening","cemented.rock.1m2.10cm2",-0.778545655867386
"371","Coastline.hab.angle","cemented.rock.1m2.10cm2",-0.392737241284711
"372","Females.All","bare.cobble...2cm.",0.564025162757706
"373","Males.All","bare.cobble...2cm.",0.632238658106133
"375","Ovigerous","bare.cobble...2cm.",0.38880113593555
"380","bare.sand..fine.very.course.sand.","bare.cobble...2cm.",-0.353167269656616
"381","rocky.bench","bare.cobble...2cm.",-0.320305436703348
"382","recruits3mm","bare.cobble...2cm.",-0.386041191551449
"384","s57mm","bare.cobble...2cm.",0.438170214891135
"385","s810mm","bare.cobble...2cm.",0.634876784282501
"386","s1113mm","bare.cobble...2cm.",0.383951082318718
"388","s1720mm","bare.cobble...2cm.",-0.428261222543424
"390","s1to3mmcombined","bare.cobble...2cm.",-0.308089168221323
"391","MaleFemales","bare.cobble...2cm.",0.606088802780394
"394","Propss1to3mmcombined","bare.cobble...2cm.",-0.340947864723492
"395","Proprecruits3mm","bare.cobble...2cm.",-0.423717498961283
"397","Props57mm","bare.cobble...2cm.",0.423775668843982
"398","Props810mm","bare.cobble...2cm.",0.365095589330091
"401","Props1720mm","bare.cobble...2cm.",-0.43187461509668
"402","LiveableRocks","bare.cobble...2cm.",0.690171291036458
"404","NonliveableRocks","bare.cobble...2cm.",-0.446920877127364
"405","CobbleCourseSand","bare.cobble...2cm.",0.911427403197484
"407","Size.1","bare.cobble...2cm.",0.380788485380731
"408","Size.2","bare.cobble...2cm.",0.482789115451915
"409","Surfzone.size..m.","bare.cobble...2cm.",0.604516257191312
"412","Heading.N","bare.cobble...2cm.",0.322149647977712
"413","Heading.S","bare.cobble...2cm.",0.3770297468754
"415","m.to.nearest.pt","bare.cobble...2cm.",-0.493392872663396
"424","Coastline.hab.angle","bare.cobble...2cm.",-0.307924700888443
"430","X.10cm2..course.sand","bare.sand..fine.very.course.sand.",0.332014658905672
"432","bare.cobble...2cm.","bare.sand..fine.very.course.sand.",-0.353167269656616
"440","s1416mm","bare.sand..fine.very.course.sand.",0.380913881941347
"441","s1720mm","bare.sand..fine.very.course.sand.",0.814907303998706
"453","Props1416mm","bare.sand..fine.very.course.sand.",0.476024330742233
"459","OvigFemale","bare.sand..fine.very.course.sand.",0.379883544465484
"462","Surfzone.size..m.","bare.sand..fine.very.course.sand.",-0.424289737922651
"464","Heading","bare.sand..fine.very.course.sand.",-0.356108637776152
"465","Heading.N","bare.sand..fine.very.course.sand.",-0.678436017226957
"466","Heading.S","bare.sand..fine.very.course.sand.",-0.306176071914726
"467","Heading.minus.coast","bare.sand..fine.very.course.sand.",0.320426420818769
"470","percentage.of.MWD.within.range.2014","bare.sand..fine.very.course.sand.",-0.513680089691231
"472","Difference.from.300.Northery.heading","bare.sand..fine.very.course.sand.",0.614009215249767
"473","Total.degrees.opening","bare.sand..fine.very.course.sand.",-0.457174051451694
"476","Slope.Max","bare.sand..fine.very.course.sand.",-0.316891261035402
"480","No.Sex.All","rocky.bench",0.44544658598794
"483","X.10cm2..course.sand","rocky.bench",-0.400449186657471
"484","cemented.rock.1m2.10cm2","rocky.bench",-0.902672127047204
"485","bare.cobble...2cm.","rocky.bench",-0.320305436703348
"488","recruits3mm","rocky.bench",0.485170854058811
"489","s35mm","rocky.bench",0.422061795517264
"496","s1to3mmcombined","rocky.bench",0.493892297781808
"500","Propss1to3mmcombined","rocky.bench",0.442256344632139
"501","Proprecruits3mm","rocky.bench",0.399788262303164
"502","Props35mm","rocky.bench",0.303008544084076
"504","Props810mm","rocky.bench",-0.475381572157486
"508","LiveableRocks","rocky.bench",-0.325959857107648
"510","NonliveableRocks","rocky.bench",0.463740731755032
"511","CobbleCourseSand","rocky.bench",-0.488381184557856
"514","Size.2","rocky.bench",-0.3015464362373
"519","Heading.S","rocky.bench",-0.376663007603632
"521","m.to.nearest.pt","rocky.bench",0.599313748262225
"522","m.to.land.in.300dir","rocky.bench",0.337661342581339
"523","percentage.of.MWD.within.range.2014","rocky.bench",0.620832283748929
"525","Difference.from.300.Northery.heading","rocky.bench",-0.519213917970665
"526","Total.degrees.opening","rocky.bench",0.800934888959478
"530","Coastline.hab.angle","rocky.bench",0.38882315056443
"533","No.Sex.All","recruits3mm",0.919954539644876
"534","Ovigerous","recruits3mm",-0.478819650749626
"537","cemented.rock.1m2.10cm2","recruits3mm",-0.300104860704242
"538","bare.cobble...2cm.","recruits3mm",-0.386041191551449
"540","rocky.bench","recruits3mm",0.485170854058811
"542","s35mm","recruits3mm",0.645257914201951
"543","s57mm","recruits3mm",0.317650033937997
"545","s1113mm","recruits3mm",-0.453720907095471
"546","s1416mm","recruits3mm",-0.491860307102053
"548","ALL","recruits3mm",0.595852400999832
"549","s1to3mmcombined","recruits3mm",0.987691683162143
"553","Propss1to3mmcombined","recruits3mm",0.905078041317238
"554","Proprecruits3mm","recruits3mm",0.877877936618773
"555","Props35mm","recruits3mm",0.412557550320799
"557","Props810mm","recruits3mm",-0.742429995747839
"558","Props1113mm","recruits3mm",-0.559875298390714
"559","Props1416mm","recruits3mm",-0.565986418087305
"560","Props1720mm","recruits3mm",-0.309629614446354
"561","LiveableRocks","recruits3mm",-0.415997973331278
"563","NonliveableRocks","recruits3mm",0.50879257700441
"565","OvigFemale","recruits3mm",-0.533565581649124
"566","Size.1","recruits3mm",-0.415180009750917
"567","Size.2","recruits3mm",-0.442041819002369
"572","Heading.S","recruits3mm",-0.312383638149644
"578","Difference.from.300.Northery.heading","recruits3mm",-0.501446042164496
"580","Slope.average","recruits3mm",-0.367625528259238
"581","Slope.min","recruits3mm",-0.346446465418588
"582","Slope.Max","recruits3mm",-0.360015743270287
"586","No.Sex.All","s35mm",0.884096316376045
"588","X50cm2.10cm2","s35mm",-0.422827273339446
"593","rocky.bench","s35mm",0.422061795517264
"594","recruits3mm","s35mm",0.645257914201951
"596","s57mm","s35mm",0.606712814273546
"599","s1416mm","s35mm",-0.334261283841224
"600","s1720mm","s35mm",-0.407964117291696
"601","ALL","s35mm",0.766768455054783
"602","s1to3mmcombined","s35mm",0.754412375914505
"606","Propss1to3mmcombined","s35mm",0.524669615518382
"607","Proprecruits3mm","s35mm",0.350716194707005
"608","Props35mm","s35mm",0.909287681581321
"610","Props810mm","s35mm",-0.604565815284414
"611","Props1113mm","s35mm",-0.526171020597219
"612","Props1416mm","s35mm",-0.535799007975146
"613","Props1720mm","s35mm",-0.354429537155484
"615","IdealLiveableRocks","s35mm",-0.422827273339446
"616","NonliveableRocks","s35mm",0.412963666806743
"618","OvigFemale","s35mm",-0.413661067682227
"621","Surfzone.size..m.","s35mm",0.575830450737079
"623","Heading","s35mm",0.370511102995013
"630","percent.in.range.2013","s35mm",0.472812466108537
"631","Difference.from.300.Northery.heading","s35mm",-0.460254859673571
"632","Total.degrees.opening","s35mm",0.321490652920886
"634","Slope.min","s35mm",-0.306989395569839
"637","Females.All","s57mm",0.707788028572571
"638","Males.All","s57mm",0.684440456069403
"639","No.Sex.All","s57mm",0.557738656354304
"641","X50cm2.10cm2","s57mm",-0.318149488746281
"644","bare.cobble...2cm.","s57mm",0.438170214891135
"647","recruits3mm","s57mm",0.317650033937997
"648","s35mm","s57mm",0.606712814273546
"650","s810mm","s57mm",0.743494321433852
"653","s1720mm","s57mm",-0.522110343043253
"654","ALL","s57mm",0.896143054068904
"655","s1to3mmcombined","s57mm",0.392552436364485
"656","MaleFemales","s57mm",0.710607208598643
"657","FemaleProp","s57mm",0.622223903364663
"658","MaleProp","s57mm",-0.622223903364663
"661","Props35mm","s57mm",0.48317575765235
"662","Props57mm","s57mm",0.525708536787304
"664","Props1113mm","s57mm",-0.59228059585479
"665","Props1416mm","s57mm",-0.533885895529042
"666","Props1720mm","s57mm",-0.552815766084852
"668","IdealLiveableRocks","s57mm",-0.318149488746281
"670","CobbleCourseSand","s57mm",0.364675751433392
"671","OvigFemale","s57mm",-0.361623826800539
"674","Surfzone.size..m.","s57mm",0.791344038495899
"679","Heading.minus.coast","s57mm",-0.316140879416179
"686","Slope.average","s57mm",0.327932249506401
"688","Slope.Max","s57mm",0.452649967440025
"689","Coastline.hab.angle","s57mm",-0.367834506320764
"690","Females.All","s810mm",0.972838581301324
"691","Males.All","s810mm",0.979319846147795
"693","Ovigerous","s810mm",0.733589420746914
"695","X.10cm2..course.sand","s810mm",-0.600178109579148
"697","bare.cobble...2cm.","s810mm",0.634876784282501
"702","s57mm","s810mm",0.743494321433852
"704","s1113mm","s810mm",0.612208211420148
"705","s1416mm","s810mm",0.468128739966682
"706","s1720mm","s810mm",-0.385216398424759
"707","ALL","s810mm",0.606360045716597
"709","MaleFemales","s810mm",0.994403464193433
"710","FemaleProp","s810mm",0.620243382422177
"711","MaleProp","s810mm",-0.620243382422177
"712","Propss1to3mmcombined","s810mm",-0.393068654853758
"713","Proprecruits3mm","s810mm",-0.419979487768491
"715","Props57mm","s810mm",0.360632940263236
"716","Props810mm","s810mm",0.555676476208425
"719","Props1720mm","s810mm",-0.369953287629751
"720","LiveableRocks","s810mm",0.516428660617225
"722","NonliveableRocks","s810mm",-0.326138518090352
"723","CobbleCourseSand","s810mm",0.381680386411535
"725","Size.1","s810mm",0.691013982269922
"726","Size.2","s810mm",0.715005552336892
"727","Surfzone.size..m.","s810mm",0.690607481765039
"733","m.to.nearest.pt","s810mm",-0.391994747724664
"739","Slope.average","s810mm",0.572830119208668
"740","Slope.min","s810mm",0.341546982451134
"741","Slope.Max","s810mm",0.668474543600594
"742","Coastline.hab.angle","s810mm",-0.495722315358358
"743","Females.All","s1113mm",0.696996425368314
"744","Males.All","s1113mm",0.60917832436932
"745","No.Sex.All","s1113mm",-0.388777930234837
"746","Ovigerous","s1113mm",0.865874264583074
"747","X50cm2.10cm2","s1113mm",0.759955203530113
"748","X.10cm2..course.sand","s1113mm",-0.581660214259567
"750","bare.cobble...2cm.","s1113mm",0.383951082318718
"753","recruits3mm","s1113mm",-0.453720907095471
"756","s810mm","s1113mm",0.612208211420148
"758","s1416mm","s1113mm",0.788479227181591
"761","s1to3mmcombined","s1113mm",-0.43854820803616
"762","MaleFemales","s1113mm",0.67004171128299
"763","FemaleProp","s1113mm",0.461443262737048
"764","MaleProp","s1113mm",-0.461443262737048
"765","Propss1to3mmcombined","s1113mm",-0.491341911734675
"766","Proprecruits3mm","s1113mm",-0.457982804703099
"767","Props35mm","s1113mm",-0.319185775944534
"768","Props57mm","s1113mm",-0.35340456372127
"769","Props810mm","s1113mm",0.457362406906103
"770","Props1113mm","s1113mm",0.611593958104823
"771","Props1416mm","s1113mm",0.468684322416424
"773","LiveableRocks","s1113mm",0.799195873812231
"774","IdealLiveableRocks","s1113mm",0.759955203530113
"775","NonliveableRocks","s1113mm",-0.732682783254039
"777","OvigFemale","s1113mm",0.73307509710443
"778","Size.1","s1113mm",0.733773307938211
"779","Size.2","s1113mm",0.800655877010126
"781","Size.of.opening","s1113mm",-0.360289540875771
"785","Heading.minus.coast","s1113mm",0.3854886503284
"787","m.to.land.in.300dir","s1113mm",0.391081160177514
"789","percent.in.range.2013","s1113mm",-0.319511471491464
"792","Slope.average","s1113mm",0.371601551099425
"793","Slope.min","s1113mm",0.344528373842451
"794","Slope.Max","s1113mm",0.30827615870014
"796","Females.All","s1416mm",0.576674599148187
"797","Males.All","s1416mm",0.480206577591451
"798","No.Sex.All","s1416mm",-0.448656209034272
"799","Ovigerous","s1416mm",0.809320577694366
"800","X50cm2.10cm2","s1416mm",0.618176148978837
"801","X.10cm2..course.sand","s1416mm",-0.431932579646417
"804","bare.sand..fine.very.course.sand.","s1416mm",0.380913881941347
"806","recruits3mm","s1416mm",-0.491860307102053
"807","s35mm","s1416mm",-0.334261283841224
"809","s810mm","s1416mm",0.468128739966682
"810","s1113mm","s1416mm",0.788479227181591
"812","s1720mm","s1416mm",0.474601016407682
"814","s1to3mmcombined","s1416mm",-0.486694115195278
"815","MaleFemales","s1416mm",0.543453301417401
"816","FemaleProp","s1416mm",0.538595848250619
"817","MaleProp","s1416mm",-0.538595848250619
"818","Propss1to3mmcombined","s1416mm",-0.523621910658291
"819","Proprecruits3mm","s1416mm",-0.477157927284166
"820","Props35mm","s1416mm",-0.420639173464646
"822","Props810mm","s1416mm",0.459682374364372
"823","Props1113mm","s1416mm",0.588563196114459
"824","Props1416mm","s1416mm",0.725326517588518
"826","LiveableRocks","s1416mm",0.402754267830501
"827","IdealLiveableRocks","s1416mm",0.618176148978837
"828","NonliveableRocks","s1416mm",-0.568645103829832
"830","OvigFemale","s1416mm",0.825775356668123
"831","Size.1","s1416mm",0.599852152317958
"832","Size.2","s1416mm",0.621963625382271
"834","Size.of.opening","s1416mm",-0.321925001824328
"836","Heading.N","s1416mm",-0.346780213431839
"840","m.to.land.in.300dir","s1416mm",0.305835783832142
"842","percent.in.range.2013","s1416mm",-0.323443916770717
"843","Difference.from.300.Northery.heading","s1416mm",0.350250047139462
"845","Slope.average","s1416mm",0.383784250873261
"846","Slope.min","s1416mm",0.370874432575909
"848","Coastline.hab.angle","s1416mm",-0.366089503287819
"849","Females.All","s1720mm",-0.327063281323914
"851","No.Sex.All","s1720mm",-0.4024967900794
"856","bare.cobble...2cm.","s1720mm",-0.428261222543424
"857","bare.sand..fine.very.course.sand.","s1720mm",0.814907303998706
"860","s35mm","s1720mm",-0.407964117291696
"861","s57mm","s1720mm",-0.522110343043253
"862","s810mm","s1720mm",-0.385216398424759
"864","s1416mm","s1720mm",0.474601016407682
"866","ALL","s1720mm",-0.523085221624971
"867","s1to3mmcombined","s1720mm",-0.32196955878096
"868","MaleFemales","s1720mm",-0.314223065137249
"873","Props35mm","s1720mm",-0.419108068026922
"874","Props57mm","s1720mm",-0.39590258776389
"876","Props1113mm","s1720mm",0.547520403239961
"877","Props1416mm","s1720mm",0.802582415486679
"878","Props1720mm","s1720mm",0.513138903882508
"882","CobbleCourseSand","s1720mm",-0.306594071642062
"883","OvigFemale","s1720mm",0.436239949018935
"886","Surfzone.size..m.","s1720mm",-0.548429363186188
"889","Heading.N","s1720mm",-0.52876686626984
"896","Difference.from.300.Northery.heading","s1720mm",0.417582727609465
"897","Total.degrees.opening","s1720mm",-0.424499919549683
"900","Slope.Max","s1720mm",-0.325928837225961
"902","Females.All","ALL",0.62274121817046
"903","Males.All","ALL",0.526970072896564
"904","No.Sex.All","ALL",0.779424658438522
"912","recruits3mm","ALL",0.595852400999832
"913","s35mm","ALL",0.766768455054783
"914","s57mm","ALL",0.896143054068904
"915","s810mm","ALL",0.606360045716597
"918","s1720mm","ALL",-0.523085221624971
"920","s1to3mmcombined","ALL",0.663049255799583
"921","MaleFemales","ALL",0.590719927022128
"922","FemaleProp","ALL",0.655287870118376
"923","MaleProp","ALL",-0.655287870118376
"924","Propss1to3mmcombined","ALL",0.380610728989732
"926","Props35mm","ALL",0.54980034121843
"929","Props1113mm","ALL",-0.528247417446362
"930","Props1416mm","ALL",-0.533140390078974
"931","Props1720mm","ALL",-0.516998470899853
"936","OvigFemale","ALL",-0.307638696691804
"939","Surfzone.size..m.","ALL",0.673593723861965
"949","Difference.from.300.Northery.heading","ALL",-0.350533101257477
"950","Total.degrees.opening","ALL",0.330178062845411
"957","No.Sex.All","s1to3mmcombined",0.967404592519943
"958","Ovigerous","s1to3mmcombined",-0.446117960968175
"961","cemented.rock.1m2.10cm2","s1to3mmcombined",-0.305831922266193
"962","bare.cobble...2cm.","s1to3mmcombined",-0.308089168221323
"964","rocky.bench","s1to3mmcombined",0.493892297781808
"965","recruits3mm","s1to3mmcombined",0.987691683162143
"966","s35mm","s1to3mmcombined",0.754412375914505
"967","s57mm","s1to3mmcombined",0.392552436364485
"969","s1113mm","s1to3mmcombined",-0.43854820803616
"970","s1416mm","s1to3mmcombined",-0.486694115195278
"971","s1720mm","s1to3mmcombined",-0.32196955878096
"972","ALL","s1to3mmcombined",0.663049255799583
"977","Propss1to3mmcombined","s1to3mmcombined",0.886557659111453
"978","Proprecruits3mm","s1to3mmcombined",0.827366456731827
"979","Props35mm","s1to3mmcombined",0.540261049874881
"981","Props810mm","s1to3mmcombined",-0.763686403188665
"982","Props1113mm","s1to3mmcombined",-0.582612937965706
"983","Props1416mm","s1to3mmcombined",-0.590544850459695
"984","Props1720mm","s1to3mmcombined",-0.333702069191741
"985","LiveableRocks","s1to3mmcombined",-0.397045758879099
"987","NonliveableRocks","s1to3mmcombined",0.517254356911285
"989","OvigFemale","s1to3mmcombined",-0.535544625142589
"990","Size.1","s1to3mmcombined",-0.414951883096708
"991","Size.2","s1to3mmcombined",-0.437613489759259
"996","Heading.S","s1to3mmcombined",-0.303136433438961
"1002","Difference.from.300.Northery.heading","s1to3mmcombined",-0.531073095542931
"1004","Slope.average","s1to3mmcombined",-0.367572023746036
"1005","Slope.min","s1to3mmcombined",-0.352923693852243
"1006","Slope.Max","s1to3mmcombined",-0.357651188517347
"1008","Females.All","MaleFemales",0.984687732861623
"1009","Males.All","MaleFemales",0.977041762852973
"1011","Ovigerous","MaleFemales",0.769684830247228
"1013","X.10cm2..course.sand","MaleFemales",-0.602840874262792
"1015","bare.cobble...2cm.","MaleFemales",0.606088802780394
"1020","s57mm","MaleFemales",0.710607208598643
"1021","s810mm","MaleFemales",0.994403464193433
"1022","s1113mm","MaleFemales",0.67004171128299
"1023","s1416mm","MaleFemales",0.543453301417401
"1024","s1720mm","MaleFemales",-0.314223065137249
"1025","ALL","MaleFemales",0.590719927022128
