Site,Date,Transect,Quadrat,Sex,Size,Ovigerous
TC,5/26/2013,M,10,M,9,
TC,5/26/2013,M,10,M,12,
TC,5/26/2013,M,10,M,13,
TC,5/26/2013,M,10,M,14,
TC,5/26/2013,M,10,M,12,
TC,5/26/2013,M,10,M,12,
TC,5/26/2013,M,10,M,10,
TC,5/26/2013,M,10,M,10,
TC,5/26/2013,M,10,M,9,
TC,5/26/2013,M,10,M,10,
TC,5/26/2013,M,10,M,9,
TC,5/26/2013,M,10,M,9,
TC,5/26/2013,M,10,M,9,
TC,5/26/2013,M,10,M,6,
TC,5/26/2013,M,10,M,5,
TC,5/26/2013,M,10,M,7,
TC,5/26/2013,M,10,M,8,
TC,5/26/2013,M,10,M,5,
TC,5/26/2013,M,10,M,7,
TC,5/26/2013,M,10,M,7,
TC,5/26/2013,M,10,M,8,
TC,5/26/2013,M,10,M,6,
TC,5/26/2013,M,10,M,5,
TC,5/26/2013,M,10,M,6,
TC,5/26/2013,M,10,N,2,
TC,5/26/2013,M,10,N,2,
TC,5/26/2013,M,10,N,3.25,
TC,5/26/2013,M,10,N,4,
TC,5/26/2013,M,10,N,4.75,
TC,5/26/2013,M,10,N,4,
TC,5/26/2013,M,10,N,3.25,
TC,5/26/2013,M,10,N,3.5,
TC,5/26/2013,M,10,N,4,
TC,5/26/2013,M,10,N,4,
TC,5/26/2013,M,10,N,4,
TC,5/26/2013,M,10,N,3.75,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
AP,5/29/2013,M,9,N,2,
